GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US51041100919,51041100919,"Census Tract 1009.19, Chesterfield County, Virginia",69261,9423
1400000US51041100920,51041100920,"Census Tract 1009.20, Chesterfield County, Virginia",54485,9770
1400000US51041100921,51041100921,"Census Tract 1009.21, Chesterfield County, Virginia",67226,7061
1400000US51041100922,51041100922,"Census Tract 1009.22, Chesterfield County, Virginia",69800,5307
1400000US51041100923,51041100923,"Census Tract 1009.23, Chesterfield County, Virginia",66250,14470
1400000US51041100924,51041100924,"Census Tract 1009.24, Chesterfield County, Virginia",112045,28302
1400000US51041100926,51041100926,"Census Tract 1009.26, Chesterfield County, Virginia",127054,24655
1400000US51041100927,51041100927,"Census Tract 1009.27, Chesterfield County, Virginia",94575,15538
1400000US51041100928,51041100928,"Census Tract 1009.28, Chesterfield County, Virginia",61552,7650
1400000US51041100929,51041100929,"Census Tract 1009.29, Chesterfield County, Virginia",98250,14284
1400000US51041100930,51041100930,"Census Tract 1009.30, Chesterfield County, Virginia",110087,11551
1400000US51041100931,51041100931,"Census Tract 1009.31, Chesterfield County, Virginia",94916,5881
1400000US51041100932,51041100932,"Census Tract 1009.32, Chesterfield County, Virginia",94265,12405
1400000US51041100933,51041100933,"Census Tract 1009.33, Chesterfield County, Virginia",52098,8795
1400000US51041100934,51041100934,"Census Tract 1009.34, Chesterfield County, Virginia",61332,10318
1400000US51041100935,51041100935,"Census Tract 1009.35, Chesterfield County, Virginia",130278,26254
1400000US51041100936,51041100936,"Census Tract 1009.36, Chesterfield County, Virginia",137468,17696
1400000US51041101003,51041101003,"Census Tract 1010.03, Chesterfield County, Virginia",129803,7906
1400000US51041101004,51041101004,"Census Tract 1010.04, Chesterfield County, Virginia",92188,13915
1400000US51041101007,51041101007,"Census Tract 1010.07, Chesterfield County, Virginia",106816,12971
1400000US51041101008,51041101008,"Census Tract 1010.08, Chesterfield County, Virginia",128393,8683
1400000US51041101009,51041101009,"Census Tract 1010.09, Chesterfield County, Virginia",100570,5000
1400000US51041101010,51041101010,"Census Tract 1010.10, Chesterfield County, Virginia",100946,11901
1400000US51041101011,51041101011,"Census Tract 1010.11, Chesterfield County, Virginia",95052,10574
1400000US51041101012,51041101012,"Census Tract 1010.12, Chesterfield County, Virginia",70781,10922
1400000US51041101013,51041101013,"Census Tract 1010.13, Chesterfield County, Virginia",106921,10070
1400000US51043010100,51043010100,"Census Tract 101, Clarke County, Virginia",68125,10039
1400000US51043010200,51043010200,"Census Tract 102, Clarke County, Virginia",93125,17961
1400000US51043010300,51043010300,"Census Tract 103, Clarke County, Virginia",74574,7752
1400000US51045050100,51045050100,"Census Tract 501, Craig County, Virginia",40500,15270
1400000US51047930101,51047930101,"Census Tract 9301.01, Culpeper County, Virginia",61703,4481
1400000US51047930102,51047930102,"Census Tract 9301.02, Culpeper County, Virginia",84909,9203
1400000US51047930201,51047930201,"Census Tract 9302.01, Culpeper County, Virginia",65174,11532
1400000US51047930202,51047930202,"Census Tract 9302.02, Culpeper County, Virginia",71081,7243
1400000US51047930300,51047930300,"Census Tract 9303, Culpeper County, Virginia",47636,13923
1400000US51047930400,51047930400,"Census Tract 9304, Culpeper County, Virginia",59688,11612
1400000US51047930501,51047930501,"Census Tract 9305.01, Culpeper County, Virginia",84489,7579
1400000US51047930502,51047930502,"Census Tract 9305.02, Culpeper County, Virginia",44739,3700
1400000US51049930100,51049930100,"Census Tract 9301, Cumberland County, Virginia",34580,4025
1400000US51049930200,51049930200,"Census Tract 9302, Cumberland County, Virginia",42908,5752
1400000US51051040100,51051040100,"Census Tract 401, Dickenson County, Virginia",28403,4347
1400000US51051040200,51051040200,"Census Tract 402, Dickenson County, Virginia",40561,4943
1400000US51051040300,51051040300,"Census Tract 403, Dickenson County, Virginia",28533,6777
1400000US51051040400,51051040400,"Census Tract 404, Dickenson County, Virginia",36023,9776
1400000US51053840100,51053840100,"Census Tract 8401, Dinwiddie County, Virginia",45383,7345
1400000US51053840200,51053840200,"Census Tract 8402, Dinwiddie County, Virginia",56007,5022
1400000US51053840300,51053840300,"Census Tract 8403, Dinwiddie County, Virginia",56714,6074
1400000US51053840400,51053840400,"Census Tract 8404, Dinwiddie County, Virginia",33906,12229
1400000US51053840500,51053840500,"Census Tract 8405, Dinwiddie County, Virginia",40573,4190
1400000US51053840600,51053840600,"Census Tract 8406, Dinwiddie County, Virginia",52567,12079
1400000US51053980100,51053980100,"Census Tract 9801, Dinwiddie County, Virginia",-,**
1400000US51057950600,51057950600,"Census Tract 9506, Essex County, Virginia",49143,17320
1400000US51057950700,51057950700,"Census Tract 9507, Essex County, Virginia",40789,8344
1400000US51057950800,51057950800,"Census Tract 9508, Essex County, Virginia",53519,5049
1400000US51059415100,51059415100,"Census Tract 4151, Fairfax County, Virginia",140313,28093
1400000US51059415200,51059415200,"Census Tract 4152, Fairfax County, Virginia",93373,7642
1400000US51059415300,51059415300,"Census Tract 4153, Fairfax County, Virginia",95814,14926
1400000US51059415401,51059415401,"Census Tract 4154.01, Fairfax County, Virginia",68016,15572
1400000US51059415402,51059415402,"Census Tract 4154.02, Fairfax County, Virginia",114861,22856
1400000US51059415500,51059415500,"Census Tract 4155, Fairfax County, Virginia",96250,24204
1400000US51059415600,51059415600,"Census Tract 4156, Fairfax County, Virginia",213611,36058
1400000US51059415700,51059415700,"Census Tract 4157, Fairfax County, Virginia",177284,12511
1400000US51059415800,51059415800,"Census Tract 4158, Fairfax County, Virginia",174516,13559
1400000US51059415900,51059415900,"Census Tract 4159, Fairfax County, Virginia",158750,16816
1400000US51059416000,51059416000,"Census Tract 4160, Fairfax County, Virginia",87257,9557
1400000US51059416100,51059416100,"Census Tract 4161, Fairfax County, Virginia",165625,21610
1400000US51059416200,51059416200,"Census Tract 4162, Fairfax County, Virginia",74909,5485
1400000US51059416300,51059416300,"Census Tract 4163, Fairfax County, Virginia",144792,24770
1400000US51059420100,51059420100,"Census Tract 4201, Fairfax County, Virginia",102714,35427
1400000US51059420201,51059420201,"Census Tract 4202.01, Fairfax County, Virginia",129803,13483
1400000US51059420202,51059420202,"Census Tract 4202.02, Fairfax County, Virginia",111250,7427
1400000US51059420203,51059420203,"Census Tract 4202.03, Fairfax County, Virginia",147208,18804
1400000US51059420300,51059420300,"Census Tract 4203, Fairfax County, Virginia",128684,24960
1400000US51059420400,51059420400,"Census Tract 4204, Fairfax County, Virginia",75271,5578
1400000US51059420501,51059420501,"Census Tract 4205.01, Fairfax County, Virginia",94191,15118
1400000US51059420502,51059420502,"Census Tract 4205.02, Fairfax County, Virginia",93643,10425
1400000US51059420503,51059420503,"Census Tract 4205.03, Fairfax County, Virginia",86827,10733
1400000US51059420600,51059420600,"Census Tract 4206, Fairfax County, Virginia",101905,13415
1400000US51059420700,51059420700,"Census Tract 4207, Fairfax County, Virginia",124740,19350
