"Field"
"Manhattanville College Turf field"
"El Camino College"
"MoneyGram Soccer Park Field 8"
"Mustang Soccer Complex Mustang Soccer Lower Field"
"Mustang Soccer Complex Mustang Soccer Upper Field"
"Prospect High School Prospect High School Back Field"
"Army and Navy Academy"
"MoneyGram Soccer Park Field 5"
"MoneyGram Soccer Park Field 8"
"El Camino College"
"Mustang Soccer Complex Mustang Soccer Lower Field"
"Mustang Soccer Complex Mustang Soccer Upper Field"
"Prospect High School Prospect High School Back Field"
"Army and Navy Academy"
"MoneyGram Soccer Park Field 8"
"El Camino College"
"Prospect High School Prospect High School Back Field"
"Army and Navy Academy"
"El Camino College"
"Prospect High School Prospect High School Back Field"
"Army and Navy Academy"
"FC Stars Facility Field 1"
"FC Stars Facility Field 1"
"FC Stars Facility Field 1"
"FC Stars Facility Field 1"
"Pleasant Valley Sports Complex Field 14"
"Toyota Soccer Center - Field 6"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Empire United Soccer Complex"
"Bles Park Field 2"
"Grand Park Sports Campus - Field 3 (Turf)"
"Pacific Ridge School"
"Hofstra University"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Surf Cup Sports Park Surf Cup Sports Park # 5"
"Surf Cup Sports Park Surf Cup Sports Park # 6"
"PDA Soccer Complex PDA #3"
"NEFC Park Field 2"
"Pleasant Valley Sports Complex Field 14"
"Toyota Soccer Center - Field 5"
"Toyota Soccer Center - Field 6"
"Olathe District Athletic Complex Field 1"
"Scheels Overland Park Soccer Complex Field #11"
"Scheels Overland Park Soccer Complex Field #12"
"Empire United Soccer Complex"
"Olathe District Athletic Complex Field 2"
"Bles Park Field 2"
"Grand Park Sports Campus - Field 3 (Turf)"
"Pacific Ridge School"
"Hofstra University"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Mahany Park"
"PDA Soccer Complex PDA #3"
"NEFC Park Field 2"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Surf Cup Sports Park Surf Cup Sports Park # 5"
"Surf Cup Sports Park Surf Cup Sports Park # 6"
"Toyota Soccer Center - Field 6"
"Olathe District Athletic Complex Field 1"
"Scheels Overland Park Soccer Complex Field #11"
"Pleasant Valley Sports Complex Field 14"
"Empire United Soccer Complex"
"Bles Park Field 2"
"Grand Park Sports Campus - Field 3 (Turf)"
"Pacific Ridge School"
"Hofstra University"
"Mahany Park"
"NEFC Park Field 2"
"PDA Soccer Complex PDA #3"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Olathe District Athletic Complex Field 1"
"Scheels Overland Park Soccer Complex Field #12"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Pleasant Valley Sports Complex Field 14"
"Empire United Soccer Complex"
"Bles Park Field 2"
"Pacific Ridge School"
"Mahany Park"
"Grand Park Sports Campus - Field 3 (Turf)"
"NEFC Park Field 2"
"Mitchel Athletic Complex"
"PDA Soccer Complex PDA #3"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Schoolcraft College Schoolcraft Turf"
"Mahany Park"
"Schoolcraft College Schoolcraft Turf"
"Olathe District Athletic Complex Field 1"
"Olathe District Athletic Complex Field 2"
"Fullerton College Turf"
"Vanguard University"
"Scheels Overland Park Soccer Complex Field #11"
"Bellarmine College Prepatory Bellarmine College Prep - Brigit Whims Memorial Field - Soccer"
"La Canada High School La Canada Stadium - Turf"
"Classic Soccer Park Field 1"
"Olathe District Athletic Complex Field 1"
"Olathe District Athletic Complex Field 2"
"Waukegan Sports Park - Field #8 (Grass) Grass Field #8"
"Waukegan Sports Park - Field #8 (Grass) Grass Field #9"
"Fullerton College Turf"
"WRAL Soccer Park WRAL #5"
"WRAL Soccer Park WRAL #6"
"Vanguard University"
"Scheels Overland Park Soccer Complex Field #12"
"Scheels Overland Park Soccer Complex Field #11"
"Bellarmine College Prepatory Bellarmine College Prep - Brigit Whims Memorial Field - Soccer"
"La Canada High School La Canada Stadium - Turf"
"Classic Soccer Park Field 1"
"Fullerton College Turf"
"WRAL Soccer Park WRAL #5"
"Waukegan Sports Park - Field #8 (Grass) Grass Field #8"
"Waukegan Sports Park - Field #8 (Grass) Grass Field #9"
"WRAL Soccer Park WRAL #6"
"Vanguard University"
"Bellarmine College Prepatory Bellarmine College Prep - Brigit Whims Memorial Field - Soccer"
"Classic Soccer Park Field 1"
"Scheels Overland Park Soccer Complex Field #12"
"La Canada High School La Canada Stadium - Turf"
"Schoolcraft College Schoolcraft Turf"
"Fullerton College Turf"
"""Mayfield"" (Stanford Palo Alto Community Fields) Mayfield South Field (turf)"
"""Mayfield"" (Stanford Palo Alto Community Fields) Mayfield North Field (turf)"
"Bellarmine College Prepatory Bellarmine College Prep - Brigit Whims Memorial Field - Soccer"
"Schoolcraft College Schoolcraft Turf"
"Classic Soccer Park Field 1"
"Vanguard University"
"La Canada High School La Canada Stadium - Turf"
"""Mayfield"" (Stanford Palo Alto Community Fields) Mayfield South Field (turf)"
"""Mayfield"" (Stanford Palo Alto Community Fields) Mayfield North Field (turf)"
"Fullerton College Turf"
"Salt Lake Regional Athletic complex RAC Field 16"
"SilverLakes Sports Complex Silverlakes #2"
"Orange County Great Park Orange County Great Park Field #4"
"Fullerton College Turf"
"Army and Navy Academy"
"La Canada High School La Canada Stadium - Turf"
"Schoolcraft College Schoolcraft Dome"
"Ultimate Soccer Arenas Outdoor"
"PDA Soccer Complex PDA #3"
"Howison Homestead Park Howison #3 (Turf)"
"Delta Park Field 6"
"Delta Park Field 5"
"Manhattanville College Turf field"
"Maryland SoccerPlex Maryland SoccerPlex 6"
"SilverLakes Sports Complex Silverlakes #2"
"Orange County Great Park Orange County Great Park Field #4"
"Salt Lake Regional Athletic complex RAC Field 16"
"Evergreen Sportsplex Evergreen Field 1"
"Evergreen Sportsplex Evergreen Field 2"
"Fullerton College Turf"
"Army and Navy Academy"
"La Canada High School La Canada Stadium - Turf"
"Ultimate Soccer Arenas Outdoor"
"WCFC Complex - Field 2"
"Pierce College Shepard Stadium"
"Manhattanville College Turf field"
"PDA Soccer Complex PDA #3"
"Howison Homestead Park Howison #3 (Turf)"
"Delta Park Field 6"
"Maryland SoccerPlex Maryland SoccerPlex 6"
"Delta Park Field 5"
"SilverLakes Sports Complex Silverlakes #2"
"Schoolcraft College Schoolcraft Dome"
"Salt Lake Regional Athletic complex RAC Field 16"
"WCFC Complex - Field 1"
"Orange County Great Park Orange County Great Park Field #4"
"Toyota Soccer Center - Field 7"
"Toyota Soccer Center - Field 8"
"Evergreen Sportsplex Evergreen Field 1"
"Fullerton College Turf"
"Army and Navy Academy"
"Ultimate Soccer Arenas Outdoor"
"Pierce College Shepard Stadium"
"Manhattanville College Turf field"
"Howison Homestead Park Howison #3 (Turf)"
"La Canada High School La Canada Stadium - Turf"
"PDA Soccer Complex PDA #3"
"Maryland SoccerPlex Maryland SoccerPlex 6"
"SilverLakes Sports Complex Silverlakes #2"
"Schoolcraft College Schoolcraft Dome"
"WCFC Complex - Field 1"
"Salt Lake Regional Athletic complex RAC Field 16"
"Evergreen Sportsplex Evergreen Field 1"
"Army and Navy Academy"
"Ultimate Soccer Arenas Outdoor"
"Pierce College Shepard Stadium"
"Manhattanville College Turf field"
"Howison Homestead Park Howison #3 (Turf)"
"Orange County Great Park Orange County Great Park Field #4"
"Toyota Soccer Center - Field 8"
"Toyota Soccer Center - Field 7"
"Schoolcraft College Schoolcraft Dome"
"WCFC Complex - Field 5"
"Maryland SoccerPlex Maryland SoccerPlex 6"
"La Canada High School La Canada Stadium - Turf"
"PDA Soccer Complex PDA #3"
"Pierce College Shepard Stadium"
"Ross Stewart Soccer Complex"
"SilverLakes Sports Complex Silverlakes #23"
"Grande Sports World Field #1"
"Grande Sports World Field #2"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"Orange County Great Park Orange County Great Park Field #4"
"Commissioners Park"
"Withrow High School"
"Army and Navy Academy"
"La Canada High School La Canada Stadium - Turf"
"Jaycee Park"
"Ultimate Soccer Arenas Field 3"
"Ross Stewart Soccer Complex"
"Ross Stewart Soccer Complex"
"FC Stars Facility Field 1"
"SilverLakes Sports Complex Silverlakes #23"
"Grande Sports World Field #1"
"Grande Sports World Field #2"
"Fowler Park Fowler Park: Field 10 (turf)"
"Fowler Park Fowler Park: Field 5 (turf)"
"Orange County Great Park Orange County Great Park Field #4"
"Commissioners Park"
"Withrow High School"
"Army and Navy Academy"
"La Canada High School La Canada Stadium - Turf"
"Ultimate Soccer Arenas Field 3"
"FC Stars Facility Field 1"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"Ross Stewart Soccer Complex"
"Jaycee Park"
"Commissioners Park"
"SilverLakes Sports Complex Silverlakes #23"
"Orange County Great Park Orange County Great Park Field #4"
"Army and Navy Academy"
"Ultimate Soccer Arenas Field 3"
"Withrow High School"
"FC Stars Facility Field 1"
"La Canada High School La Canada Stadium - Turf"
"Jaycee Park"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"Army and Navy Academy"
"SilverLakes Sports Complex Silverlakes #23"
"Ultimate Soccer Arenas Field 3"
"Orange County Great Park Orange County Great Park Field #4"
"FC Stars Facility Field 1"
"Jaycee Park"
"Withrow High School"
"La Canada High School La Canada Stadium - Turf"
"Francis Parker School"
"Pleasant Valley Sports Complex Field 14"
"Kansas City Kansas Community College"
"Fullerton College Grass"
"SilverLakes Sports Complex Silverlakes #8"
"Jordan Middle School Jordan MS Field #3"
"Merritt College"
"Starfire Sports Starfire Turf Field #2"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Walnut Hills High School South Field"
"Trailblazer Stadium"
"John J Burns Park "
"Metro North Park Metro North Park 3"
"Metro North Park Metro North Park 1"
"Orange Coast College"
"Real Colorado Soccer Complex Real Colorado Soccer Complex F1"
"Real Colorado Soccer Complex Real Colorado Soccer Complex Grass"
"Surf Cup Sports Park Surf Cup Sports Park # 5"
"Surf Cup Sports Park Surf Cup Sports Park # 6"
"PDA Soccer Complex PDA #3"
"Grist Mill Park #4"
"Maryland SoccerPlex Maryland SoccerPlex 12"
"Francis Parker School"
"Pleasant Valley Sports Complex Field 14"
"Kansas City Kansas Community College"
"Fullerton College Grass"
"SilverLakes Sports Complex Silverlakes #8"
"Jordan Middle School Jordan MS Field #3"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"Merritt College"
"Walnut Hills High School South Field"
"John J Burns Park "
"Metro North Park Metro North Park 3"
"Metro North Park Metro North Park 1"
"Orange Coast College"
"PDA Soccer Complex PDA #3"
"Grist Mill Park #4"
"Francis Parker School"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Trailblazer Stadium"
"Real Colorado Soccer Complex Real Colorado Soccer Complex F1"
"Real Colorado Soccer Complex Real Colorado Soccer Complex Grass"
"Starfire Sports Starfire Turf Field #1"
"Surf Cup Sports Park Surf Cup Sports Park # 5"
"Surf Cup Sports Park Surf Cup Sports Park # 6"
"Maryland SoccerPlex Maryland SoccerPlex 12"
"Fullerton College Grass"
"Fowler Park Fowler Park: Field 10 (turf)"
"Fowler Park Fowler Park: Field 5 (turf)"
"Metro State University, Regency Athletic Complex"
"Pleasant Valley Sports Complex Field 14"
"Kansas City Kansas Community College"
"SilverLakes Sports Complex Silverlakes #8"
"Jordan Middle School Jordan MS Field #3"
"Starfire Sports Starfire Turf Field #11"
"Georgia Soccer Park - Field 3"
"Georgia Soccer Park - Field 1"
"Merritt College"
"Orange Coast College"
"Grist Mill Park #4"
"Francis Parker School"
"Walnut Hills High School South Field"
"John J Burns Park "
"Starfire Sports Starfire Turf Field #1"
"PDA Soccer Complex PDA #3"
"Maryland SoccerPlex Maryland SoccerPlex 12"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Trailblazer Stadium"
"Fullerton College Grass"
"Pleasant Valley Sports Complex Field 14"
"Kansas City Kansas Community College"
"SilverLakes Sports Complex Silverlakes #8"
"Orange Coast College"
"Jordan Middle School Jordan MS Field #3"
"Grist Mill Park #4"
"Merritt College"
"Georgia Soccer Park - Field 3"
"Georgia Soccer Park - Field 1"
"Maryland SoccerPlex Maryland SoccerPlex 12"
"Walnut Hills High School South Field"
"John J Burns Park "
"PDA Soccer Complex PDA #3"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"El Camino College"
"Denver Christian School"
"Pleasant Valley Sports Complex Field 14"
"Oak Brook Polo Fields Field B"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"Georgia Soccer Park - Field 2"
"Georgia Soccer Park - Field 1"
"St. Josephs College Field"
"Army and Navy Academy"
"Grandville High School"
"Real Colorado Soccer Complex Real Colorado Soccer Complex F1"
"Real Colorado Soccer Complex Real Colorado Soccer Complex Grass"
"Pleasant Valley Sports Complex Field 14"
"Oak Brook Polo Fields Field B"
"Seminole Soccer Complex Field 6"
"Seminole Soccer Complex Field 5"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"El Camino College"
"Metro State University, Regency Athletic Complex"
"Denver Christian School"
"St. Josephs College Field"
"Bear Branch Sportsfields Field 3 (turf)"
"Bear Branch Sportsfields Field 7"
"Army and Navy Academy"
"Grandville High School"
"Georgia Soccer Park - Field 2"
"Georgia Soccer Park - Field 1"
"Real Colorado Soccer Complex Real Colorado Soccer Complex F1"
"Real Colorado Soccer Complex Real Colorado Soccer Complex Grass"
"Oak Brook Polo Fields Field B"
"Seminole Soccer Complex Field 6"
"Seminole Soccer Complex Field 5"
"El Camino College"
"Pleasant Valley Sports Complex Field 14"
"Denver Christian School"
"St. Josephs College Field"
"Army and Navy Academy"
"Grandville High School"
"Bear Branch Sportsfields Field 3 (turf)"
"Bear Branch Sportsfields Field 7"
"Oak Brook Polo Fields Field B"
"El Camino College"
"Pleasant Valley Sports Complex Field 14"
"St. Josephs College Field"
"Army and Navy Academy"
"Grandville High School"
"DeAnza College DeAnza College - Stadium Field"
"Soccer Park"
"Fullerton College Grass"
"Salt Lake Regional Athletic complex RAC Field 1"
"Sierra College"
"53rd Street Community Sports Park Field 1"
"53rd Street Community Sports Park Field 2"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Grand Park Sports Campus - Field 3 (Turf)"
"Hofstra University"
"La Canada High School La Canada Stadium - Turf"
"Jaycee Park"
"Ultimate Soccer Arenas Outdoor"
"Metro North Park Metro North Park 3"
"Metro North Park Metro North Park 1"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"UC Irvine"
"UC Irvine"
"United Sports Training Center Field #4"
"Covenant Park Covenant Park #5"
"DeAnza College DeAnza College - Soccer Field"
"Soccer Park"
"Sierra College"
"53rd Street Community Sports Park Field 1"
"53rd Street Community Sports Park Field 2"
"Fullerton College Grass"
"Salt Lake Regional Athletic complex RAC Field 1"
"Evergreen Sportsplex Evergreen Field 4"
"Evergreen Sportsplex Evergreen Field 3"
"Grand Park Sports Campus - Field 3 (Turf)"
"Hofstra University"
"La Canada High School La Canada Stadium - Turf"
"Jaycee Park"
"Ultimate Soccer Arenas Outdoor"
"Metro North Park Metro North Park 3"
"Metro North Park Metro North Park 1"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"UC Irvine"
"UC Irvine"
"United Sports Training Center Field #4"
"Covenant Park Covenant Park #5"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Soccer Park"
"Sierra College"
"DeAnza College DeAnza College - Soccer Field"
"Fullerton College Grass"
"Salt Lake Regional Athletic complex RAC Field 1"
"Orange County Great Park Orange County Great Park Field #7"
"OrthoCarolina Sportsplex OrthoCarolina Field #4"
"OrthoCarolina Sportsplex OrthoCarolina Field #3"
"Evergreen Sportsplex Evergreen Field 3"
"Grand Park Sports Campus - Field 3 (Turf)"
"Round Rock Multipurpose Complex"
"Round Rock Multipurpose Complex"
"Ultimate Soccer Arenas Outdoor"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"United Sports Training Center Field #4"
"Covenant Park Covenant Park #5"
"Hofstra University"
"La Canada High School La Canada Stadium - Turf"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Soccer Park"
"Jaycee Park"
"Sierra College"
"Orange County Great Park Orange County Great Park Field #7"
"Fullerton College Grass"
"DeAnza College DeAnza College - Soccer Field"
"OrthoCarolina Sportsplex OrthoCarolina Field #4"
"OrthoCarolina Sportsplex OrthoCarolina Field #3"
"Evergreen Sportsplex Evergreen Field 3"
"Salt Lake Regional Athletic complex RAC Field 1"
"Round Rock Multipurpose Complex"
"Round Rock Multipurpose Complex"
"Ultimate Soccer Arenas Outdoor"
"United Sports Training Center Field #4"
"Covenant Park Covenant Park #5"
"Grand Park Sports Campus - Field 3 (Turf)"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Hofstra University"
"La Canada High School La Canada Stadium - Turf"
"Orange County Great Park Orange County Great Park Field #3"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Orange County Great Park Orange County Great Park Field #3"
"Ultimate Soccer Arenas Outdoor"
"Oak Brook Polo Fields Field B"
"WRAL Soccer Park WRAL #5"
"WRAL Soccer Park WRAL #6"
"Grande Sports World Field #1"
"J.C. Handly Sports Complex Field 6 (Carillon Sports and Family Medicine)"
"J.C. Handly Sports Complex Field 7"
"Weston Vista Park Field 1"
"Weston Vista Park Field 4"
"Oak Brook Polo Fields Field B"
"WRAL Soccer Park WRAL #5"
"WRAL Soccer Park WRAL #6"
"Grande Sports World Field #1"
"Weston Vista Park Field 1"
"Weston Vista Park Field 4"
"Meadowmere Park Meadowmere Park Field 5"
"Meadowmere Park Meadowmere Park Field 6"
"J.C. Handly Sports Complex Field 7"
"J.C. Handly Sports Complex Field 6 (Carillon Sports and Family Medicine)"
"Oak Brook Polo Fields Field B"
"Grande Sports World Field #1"
"Bear Branch Sportsfields Field 7"
"Bear Branch Sportsfields Field 3 (turf)"
"Ultimate Soccer Arenas Outdoor"
"Oak Brook Polo Fields Field B"
"Grande Sports World Field #1"
"Meadowmere Park Meadowmere Park Field 5"
"Meadowmere Park Meadowmere Park Field 6"
"Ultimate Soccer Arenas Outdoor"
"Bear Branch Sportsfields Field 3 (turf)"
"Bear Branch Sportsfields Field 7"
"Ultimate Soccer Arenas Outdoor"
"Ultimate Soccer Arenas Field 4"
"El Camino College"
"Walnut Hills High School South Field"
"Dallas Texans Soccer Complex - Lewisville"
"Salt Lake Regional Athletic complex RAC Field 3"
"Jordan Middle School Jordan MS Field #3"
"Starfire Sports Starfire Turf Field #2"
"Vanguard University"
"Salt Lake Regional Athletic complex RAC Field 12"
"Middle Creek Soccer Park Middle Creek #2"
"60 Acres - Field 21"
"60 Acres - Field 19"
"Empire United Soccer Complex"
"La Canada High School La Canada Stadium - Turf"
"Middle Creek Soccer Park Middle Creek #1"
"Penn Fusion Turf Field"
"Surf Cup Sports Park Surf Cup Sports Park # 5"
"Surf Cup Sports Park Surf Cup Sports Park # 6"
"Shattuck-St. Maryâs School Sports Complex (Turf)"
"Meadowmere Park Meadowmere Park Field 6"
"Langston Hughes Middle School"
"NEFC Park Field 2"
"Walnut Hills High School South Field"
"Dallas Texans Soccer Complex - Lewisville"
"Dallas Texans Soccer Complex - Lewisville"
"Doyle Field"
"Jordan Middle School Jordan MS Field #3"
"Vanguard University"
"El Camino College"
"Salt Lake Regional Athletic complex RAC Field 3"
"Empire United Soccer Complex"
"La Canada High School La Canada Stadium - Turf"
"Middle Creek Soccer Park Middle Creek #1"
"Middle Creek Soccer Park Middle Creek #2"
"WCFC Complex - Field 5"
"Penn Fusion Turf Field"
"Meadowmere Park Meadowmere Park Field 6"
"Patriot High School"
"Langston Hughes Middle School"
"NEFC Park Field 2"
"60 Acres - Field 21"
"60 Acres - Field 19"
"Surf Cup Sports Park Surf Cup Sports Park # 5"
"Surf Cup Sports Park Surf Cup Sports Park # 6"
"Shattuck-St. Maryâs School Sports Complex (Turf)"
"Doyle Field"
"Walnut Hills High School South Field"
"Dallas Texans Soccer Complex - Lewisville"
"Starfire Sports Starfire Turf Field #11"
"El Camino College"
"Salt Lake Regional Athletic complex RAC Field 3"
"Jordan Middle School Jordan MS Field #3"
"Vanguard University"
"Loggers' Run Park Field 3"
"Loggers' Run Park Field 4"
"WCFC Complex - Field 5"
"Penn Fusion Turf Field"
"Meadowmere Park Meadowmere Park Field 6"
"Patriot High School"
"Langston Hughes Middle School"
"NEFC Park Field 2"
"Empire United Soccer Complex"
"Doyle Field"
"La Canada High School La Canada Stadium - Turf"
"Walnut Hills High School South Field"
"Shattuck-St. Maryâs School Sports Complex (Turf)"
"Starfire Sports Starfire Turf Field #11"
"Starfire Sports Starfire Turf Field #2"
"El Camino College"
"WCFC Complex - Field 5"
"Penn Fusion Turf Field"
"Jordan Middle School Jordan MS Field #3"
"Vanguard University"
"Meadowmere Park Meadowmere Park Field 6"
"Patriot High School"
"Langston Hughes Middle School"
"Doyle Field"
"Loggers' Run Park Field 3"
"Loggers' Run Park Field 4"
"NEFC Park Field 2"
"Empire United Soccer Complex"
"La Canada High School La Canada Stadium - Turf"
"WCFC Complex - Field 5"
"Patriot High School"
"SilverLakes Sports Complex Silverlakes #8"
"Starfire Sports Starfire Turf Field #3"
"Starfire Sports Starfire Turf Field #4"
"Clay County Soccer Complex Clay County Soccer Complex Fld 16"
"Clay County Soccer Complex Clay County soccer Complex Fld 17"
"Nike Park Turf Field"
"60 Acres - Field 21"
"60 Acres - Field 19"
"Sylvan Lake Park Field C"
"Sylvan Lake Park Field D"
"SilverLakes Sports Complex Silverlakes #8"
"Oak Park High School Stadium"
"Starfire Sports Starfire Turf Field #3"
"Starfire Sports Starfire Turf Field #4"
"Clay County Soccer Complex Clay County Soccer Complex Fld 16"
"Clay County Soccer Complex Clay County soccer Complex Fld 17"
"Nike Park Turf Field"
"Round Rock Multipurpose Complex"
"Round Rock Multipurpose Complex"
"Sylvan Lake Park Field D"
"Sylvan Lake Park Field C"
"60 Acres - Field 21"
"60 Acres - Field 19"
"Oak Park High School Stadium"
"Nike Park Turf Field"
"SilverLakes Sports Complex Silverlakes #8"
"Round Rock Multipurpose Complex"
"Oak Park High School Stadium"
"Nike Park Turf Field"
"SilverLakes Sports Complex Silverlakes #8"
"Round Rock Multipurpose Complex"
"Oakland University Dome"
"Oak Park High School Stadium"
"Oakland University Dome"
"FC Stars Facility Field 1"
"Waukegan Sports Park - Field #8 (Grass) Turf Field"
"Clay County Soccer Complex Clay County soccer Complex Fld 17"
"Clay County Soccer Complex Clay County Soccer Complex Fld 16"
"El Camino College"
"Dallas Texans Soccer Complex - Lewisville"
"Pleasant Valley Sports Complex Field 14"
"SilverLakes Sports Complex Silverlakes #8"
"Seminole Soccer Complex Stadium Field"
"Seminole Soccer Complex Field 4"
"Orange Coast College"
"Fowler Park Fowler Park: Field 10 (turf)"
"FC Stars Facility Field 1"
"Waukegan Sports Park - Field #8 (Grass) Turf Field"
"Bles Park Field 2"
"PDA Soccer Complex PDA #3"
"NEFC Park Field 2"
"Clay County Soccer Complex Clay County soccer Complex Fld 17"
"Clay County Soccer Complex Clay County Soccer Complex Fld 16"
"Maryland SoccerPlex Maryland SoccerPlex 13"
"Dallas Texans Soccer Complex - Lewisville"
"Dallas Texans Soccer Complex - Lewisville"
"Pleasant Valley Sports Complex Field 14"
"SilverLakes Sports Complex Silverlakes #8"
"Seminole Soccer Complex Field 4"
"Seminole Soccer Complex Stadium Field"
"Orange Coast College"
"Fowler Park Fowler Park: Field 10 (turf)"
"El Camino College"
"Shattuck-St. Maryâs School Dome"
"Toyota Soccer Center - Field 7"
"Toyota Soccer Center - Field 8"
"FC Stars Facility Field 1"
"Evergreen Sportsplex Evergreen Field 1"
"Gosling Sportsfields Field 3 (turf)"
"Gosling Sportsfields Field 1 (turf)"
"Round Rock Multipurpose Complex"
"Round Rock Multipurpose Complex"
"La Canada High School La Canada Stadium - Turf"
"PDA Soccer Complex PDA #3"
"Langston Hughes Middle School"
"NEFC Park Field 2"
"Maryland SoccerPlex Maryland SoccerPlex 13"
"Dallas Texans Soccer Complex - Lewisville"
"Orange Coast College"
"Fowler Park Fowler Park: Field 10 (turf)"
"El Camino College"
"Pleasant Valley Sports Complex Field 14"
"SilverLakes Sports Complex Silverlakes #8"
"WCFC Complex - Field 1"
"WCFC Complex - Field 5"
"Shattuck-St. Maryâs School Dome"
"Toyota Soccer Center - Field 8"
"Toyota Soccer Center - Field 8"
"Evergreen Sportsplex Evergreen Field 1"
"Round Rock Multipurpose Complex"
"La Canada High School La Canada JV Field - Grass"
"Langston Hughes Middle School"
"Tequesta Park Turf  Tequesta Turf A"
"Tequesta Park Turf  Tequesta Turf B"
"NEFC Park Field 2"
"Gosling Sportsfields Field 3 (turf)"
"Gosling Sportsfields Field 1 (turf)"
