"Home","Away","Field","Age.Group","Gender"
"YORKTOWN FC ARTILLERY U10 Boys VSL","BAYSTARS FC MANTARAYS U10 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U10","Boys"
"DYNAMO SC 08B WHITE U10 Boys VSL","VIP UNITED FC RED U10 Boys VSL","Courthouse Park 1B","U10","Boys"
"VA RUSH 08B BLUE SAMBA U10 Boys VSL","YORKTOWN FC ARTILLERY U10 Boys VSL","HRSC 4B","U10","Boys"
"BEACH FC 08B RED MESSI U10 Boys VSL","CUSC 2008 BLACK U10 Boys VSL","HRSC 4A","U10","Boys"
"BEACHFC 08B RED RONALDO U10 Boys VSL","VIRGINIA BEACH CITY FC 08 ACADEMY I U10 Boys VSL","HRSC 4A","U10","Boys"
"OBX STORM ACADEMY AJAX U10 Boys VSL","BEACHFC 08B RED NEYMAR U10 Boys VSL","Nags Head Soccer Complex #1","U10","Boys"
"TIDEWATER SHARKS 2008 CITY U10 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS GREEN U10 Boys VSL","Warhill Sports Complex #1","U10","Boys"
"DYNAMO SC 08B GREY U10 Boys VSL","YORKTOWN FC 08 PATRIOTS U10 Boys VSL","Courthouse Park 1B","U10","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS BLACK U10 Boys VSL","VIRGINIA LEGACY SC PENINSULA WIZARDS U10 Boys VSL","Warhill-8v8 GRASS #4","U10","Boys"
"VA RUSH 08B BLACK SAMBA U10 Boys VSL","BEACHFC 08B BLACK POGBA U10 Boys VSL","HRSC 4B","U10","Boys"
"BEACHFC 08B BLACK DYBALA U10 Boys VSL","VIRGINIA BEACH CITY FC 08 ACADEMY II U10 Boys VSL","HRSC 4A","U10","Boys"
"BEACHFC 08B BLACK GRIEZMANN U10 Boys VSL","VA RUSH 08 BLACK COPA U10 Boys VSL","HRSC 4A","U10","Boys"
"BAYSTARS FC MANTARAYS U10 Boys VSL","VA RUSH 08B BLUE COPA U10 Boys VSL","BETHEL ELEMENTARY #3","U10","Boys"
"VIRGINIA BEACH CITY FC 08 ACADEMY I U10 Boys VSL","CUSC 2008 BLACK U10 Boys VSL","Norfolk Collegiate Lower School #1","U10","Boys"
"BEACHFC 08B RED NEYMAR U10 Boys VSL","TIDEWATER SHARKS 2008 UNITED U10 Boys VSL","HRSC 18C","U10","Boys"
"VIRGINIA LEGACY SC PENINSULA WIZARDS U10 Boys VSL","DYNAMO SC 08B WHITE U10 Boys VSL","South Lawson #3","U10","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS GREEN U10 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS BLACK U10 Boys VSL","Warhill-8v8 GRASS #3","U10","Boys"
"YORKTOWN FC 08 PATRIOTS U10 Boys VSL","TIDEWATER SHARKS 2008 CITY U10 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U10","Boys"
"VIRGINIA BEACH CITY FC 08 ACADEMY II U10 Boys VSL","VA RUSH 08 BLACK COPA U10 Boys VSL","Norfolk Collegiate Lower School #1","U10","Boys"
"BEACHFC 08B BLACK POGBA U10 Boys VSL","BEACHFC 08B BLACK DYBALA U10 Boys VSL","HRSC 18C","U10","Boys"
"BEACHFC 08B BLACK GRIEZMANN U10 Boys VSL","VA RUSH 08B BLACK SAMBA U10 Boys VSL","HRSC 4B","U10","Boys"
"VA RUSH 08B BLUE SAMBA U10 Boys VSL","VA RUSH 08B BLUE COPA U10 Boys VSL","HRSC 4B","U10","Boys"
"BAYSTARS FC MANTARAYS U10 Boys VSL","YORKTOWN FC ARTILLERY U10 Boys VSL","BETHEL ELEMENTARY #3","U10","Boys"
"VIP UNITED FC RED U10 Boys VSL","TIDEWATER SHARKS 2008 CITY U10 Boys VSL","Capt. John Smith Elementary CJS","U10","Boys"
"DYNAMO SC 08B WHITE U10 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS BLACK U10 Boys VSL","Courthouse Park 1B","U10","Boys"
"DYNAMO SC 08B GREY U10 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS GREEN U10 Boys VSL","Courthouse Park 1B","U10","Boys"
"OBX STORM ACADEMY AJAX U10 Boys VSL","VIRGINIA BEACH CITY FC 08 ACADEMY I U10 Boys VSL","Nags Head Soccer Complex #1","U10","Boys"
"TIDEWATER SHARKS 2008 UNITED U10 Boys VSL","BEACHFC 08B RED RONALDO U10 Boys VSL","Warhill-8v8 GRASS #3","U10","Boys"
"CUSC 2008 BLACK U10 Boys VSL","BEACHFC 08B RED NEYMAR U10 Boys VSL","Centerville Athletic Complex 9A","U10","Boys"
"YORKTOWN FC 08 PATRIOTS U10 Boys VSL","VIRGINIA LEGACY SC PENINSULA WIZARDS U10 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U10","Boys"
"VA RUSH 08B BLUE SAMBA U10 Boys VSL","BAYSTARS FC MANTARAYS U10 Boys VSL","HRSC 4B","U10","Boys"
"VIP UNITED FC RED U10 Boys VSL","YORKTOWN FC 08 PATRIOTS U10 Boys VSL","Capt. John Smith Elementary CJS","U10","Boys"
"TIDEWATER SHARKS 2008 UNITED U10 Boys VSL","BEACH FC 08B RED MESSI U10 Boys VSL","Warhill Sports Complex #1","U10","Boys"
"CUSC 2008 BLACK U10 Boys VSL","BEACHFC 08B RED RONALDO U10 Boys VSL","Centerville Athletic Complex 9A","U10","Boys"
"TIDEWATER SHARKS 2008 CITY U10 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS BLACK U10 Boys VSL","Warhill Sports Complex #2","U10","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS GREEN U10 Boys VSL","DYNAMO SC 08B WHITE U10 Boys VSL","Warhill Sports Complex #2","U10","Boys"
"VIRGINIA LEGACY SC PENINSULA WIZARDS U10 Boys VSL","DYNAMO SC 08B GREY U10 Boys VSL","South Lawson #3","U10","Boys"
"VIP UNITED FC RED U10 Boys VSL","DYNAMO SC 08B GREY U10 Boys VSL","Capt. John Smith Elementary CJS","U10","Boys"
"BEACHFC 08B RED RONALDO U10 Boys VSL","BEACH FC 08B RED MESSI U10 Boys VSL","HRSC 4B","U10","Boys"
"CUSC 2008 BLACK U10 Boys VSL","OBX STORM ACADEMY AJAX U10 Boys VSL","Centerville Athletic Complex 9B","U10","Boys"
"VIRGINIA BEACH CITY FC 08 ACADEMY I U10 Boys VSL","TIDEWATER SHARKS 2008 UNITED U10 Boys VSL","Norfolk Collegiate Lower School #1","U10","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS GREEN U10 Boys VSL","YORKTOWN FC 08 PATRIOTS U10 Boys VSL","Warhill-8v8 GRASS #3","U10","Boys"
"TIDEWATER SHARKS 2008 CITY U10 Boys VSL","DYNAMO SC 08B WHITE U10 Boys VSL","Warhill-8v8 GRASS #3","U10","Boys"
"VIRGINIA LEGACY SC PENINSULA WIZARDS U10 Boys VSL","VIP UNITED FC RED U10 Boys VSL","South Lawson #3","U10","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS BLACK U10 Boys VSL","DYNAMO SC 08B GREY U10 Boys VSL","Warhill-8v8 GRASS #3","U10","Boys"
"BEACHFC 08B BLACK POGBA U10 Boys VSL","VA RUSH 08 BLACK COPA U10 Boys VSL","HRSC 4B","U10","Boys"
"VA RUSH 08B BLACK SAMBA U10 Boys VSL","BEACHFC 08B BLACK DYBALA U10 Boys VSL","HRSC 18C","U10","Boys"
"BEACHFC 08B BLACK GRIEZMANN U10 Boys VSL","VIRGINIA BEACH CITY FC 08 ACADEMY II U10 Boys VSL","HRSC 4B","U10","Boys"
"BEACHFC 08B RED NEYMAR U10 Boys VSL","VIRGINIA BEACH CITY FC 08 ACADEMY I U10 Boys VSL","HRSC 4B","U10","Boys"
"BEACH FC 08B RED MESSI U10 Boys VSL","OBX STORM ACADEMY AJAX U10 Boys VSL","HRSC 4A","U10","Boys"
"BEACHFC 08B BLACK POGBA U10 Boys VSL","VIRGINIA BEACH CITY FC 08 ACADEMY II U10 Boys VSL","HRSC 4B","U10","Boys"
"BEACHFC 08B BLACK DYBALA U10 Boys VSL","BEACHFC 08B BLACK GRIEZMANN U10 Boys VSL","HRSC 4B","U10","Boys"
"VA RUSH 08 BLACK COPA U10 Boys VSL","VA RUSH 08B BLACK SAMBA U10 Boys VSL","Rave #2","U10","Boys"
"VA RUSH 08B BLUE COPA U10 Boys VSL","BAYSTARS FC MANTARAYS U10 Boys VSL","Rave #2","U10","Boys"
"BEACHFC 08B RED NEYMAR U10 Boys VSL","BEACHFC 08B RED RONALDO U10 Boys VSL","HRSC 18C","U10","Boys"
"VIRGINIA BEACH CITY FC 08 ACADEMY I U10 Boys VSL","BEACH FC 08B RED MESSI U10 Boys VSL","Norfolk Collegiate Lower School #1","U10","Boys"
"OBX STORM ACADEMY AJAX U10 Boys VSL","TIDEWATER SHARKS 2008 UNITED U10 Boys VSL","Nags Head Soccer Complex #1","U10","Boys"
"DYNAMO SC 08B WHITE U10 Boys VSL","DYNAMO SC 08B GREY U10 Boys VSL","Courthouse Park 1B","U10","Boys"
"BEACHFC 08B BLACK DYBALA U10 Boys VSL","VA RUSH 08 BLACK COPA U10 Boys VSL","HRSC 4B","U10","Boys"
"BEACHFC 08B BLACK POGBA U10 Boys VSL","BEACHFC 08B BLACK GRIEZMANN U10 Boys VSL","HRSC 18C","U10","Boys"
"VIRGINIA BEACH CITY FC 08 ACADEMY II U10 Boys VSL","VA RUSH 08B BLACK SAMBA U10 Boys VSL","Norfolk Collegiate Lower School #1","U10","Boys"
"VA RUSH 08B BLUE COPA U10 Boys VSL","VA RUSH 08B BLUE SAMBA U10 Boys VSL","HRSC 4B","U10","Boys"
"VIP UNITED FC RED U10 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG WIZARDS GREEN U10 Boys VSL","Capt. John Smith Elementary CJS","U10","Boys"
"VA RUSH 08B BLUE SAMBA U10 Boys VSL","YORKTOWN FC ARTILLERY U10 Boys VSL","Rave #2","U10","Boys"
"BEACH FC 08B RED MESSI U10 Boys VSL","BEACHFC 08B RED NEYMAR U10 Boys VSL","HRSC 18C","U10","Boys"
"BEACHFC 08B RED RONALDO U10 Boys VSL","OBX STORM ACADEMY AJAX U10 Boys VSL","HRSC 18C","U10","Boys"
"VIRGINIA LEGACY SC PENINSULA WIZARDS U10 Boys VSL","TIDEWATER SHARKS 2008 CITY U10 Boys VSL","Hines Middle School #1","U10","Boys"
"VA RUSH 08 BLACK COPA U10 Boys VSL","BEACHFC 08B BLACK GRIEZMANN U10 Boys VSL","HRSC 4B","U10","Boys"
"VA RUSH 08B BLACK SAMBA U10 Boys VSL","BEACHFC 08B BLACK POGBA U10 Boys VSL","HRSC 4B","U10","Boys"
"YORKTOWN FC ARTILLERY U10 Boys VSL","VA RUSH 08B BLUE COPA U10 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U10","Boys"
"BAYSTARS FC MANTARAYS U10 Boys VSL","VA RUSH 08B BLUE SAMBA U10 Boys VSL","BETHEL ELEMENTARY #3","U10","Boys"
"MONTICELLO UNITED FIRE-RED U11 Boys VSL","TIDEWATER SHARKS 2007 CITY U11 Boys VSL","Unassigned","U11","Boys"
"RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","West Creek #06","U11","Boys"
"DYNAMO SC 07B GREY U11 Boys VSL","DYNAMO SC 07B WHITE U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"TIDEWATER SHARKS 2007 CITY U11 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","Warhill Sports Complex #1","U11","Boys"
"VIP UNITED FC VIPERS U11 Boys VSL","VA RUSH 07B BLUE COPA U11 Boys VSL","Capt. John Smith Elementary CJS","U11","Boys"
"MONTICELLO UNITED FIRE-RED U11 Boys VSL","TIDEWATER SHARKS 2007 CITY U11 Boys VSL","MonU Park #3","U11","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","DYNAMO SC 07B GREY U11 Boys VSL","Warhill-8v8 GRASS #3","U11","Boys"
"DYNAMO SC 07B WHITE U11 Boys VSL","RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","BEACHFC 07B BLACK U11 Boys VSL","Hines Middle School #1","U11","Boys"
"PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","John Tyler Soccer Complex JT2","U11","Boys"
"OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","VA RUSH 07B BLUE SAMBA U11 Boys VSL","Nags Head Soccer Complex #1","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","AFC07B01 U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"BAYSTARS FC BULLSHARKS U11 Boys VSL","SMITHFIELD SC HEAT U11 Boys VSL","BETHEL ELEMENTARY #3","U11","Boys"
"MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","DYNAMO SC 07B WHITE U11 Boys VSL","MonU Park #3","U11","Boys"
"RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","West Creek #09","U11","Boys"
"DYNAMO SC 07B GREY U11 Boys VSL","TIDEWATER SHARKS 2007 CITY U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"BEACHFC 07B BLACK U11 Boys VSL","OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","HRSC #1","U11","Boys"
"VA RUSH 07B BLUE SAMBA U11 Boys VSL","VIP UNITED FC VIPERS U11 Boys VSL","HRSC #1","U11","Boys"
"DYNAMO SC 07B WHITE U11 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","MONTICELLO UNITED FIRE-RED U11 Boys VSL","MonU Park #3","U11","Boys"
"YORKTOWN FC GUNNERS U11 Boys VSL","PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"BEACHFC 07B BLACK U11 Boys VSL","VA RUSH 07B BLUE COPA U11 Boys VSL","HRSC #1","U11","Boys"
"AFC07B01 U11 Boys VSL","SMITHFIELD SC HEAT U11 Boys VSL","Cornland Park CPK3","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","BAYSTARS FC BULLSHARKS U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","VIP UNITED FC VIPERS U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"TIDEWATER SHARKS 2007 CITY U11 Boys VSL","RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","Warhill-8v8 GRASS #3","U11","Boys"
"MONTICELLO UNITED FIRE-RED U11 Boys VSL","DYNAMO SC 07B GREY U11 Boys VSL","MonU Park #3","U11","Boys"
"YORKTOWN FC GUNNERS U11 Boys VSL","OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U11","Boys"
"PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","John Tyler Soccer Complex JT2","U11","Boys"
"SMITHFIELD SC HEAT U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","Carrollton Nike Park #2","U11","Boys"
"AFC07B01 U11 Boys VSL","BAYSTARS FC BULLSHARKS U11 Boys VSL","Cornland Park CPK3","U11","Boys"
"DYNAMO SC 07B GREY U11 Boys VSL","MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"DYNAMO SC 07B WHITE U11 Boys VSL","MONTICELLO UNITED FIRE-RED U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"VA RUSH 07B BLUE COPA U11 Boys VSL","OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","HRSC #1","U11","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","TIDEWATER SHARKS 2007 CITY U11 Boys VSL","Warhill-8v8 GRASS #3","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","YORKTOWN FC GUNNERS U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"BEACHFC 07B BLACK U11 Boys VSL","PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","HRSC #2","U11","Boys"
"VA RUSH 07B BLUE SAMBA U11 Boys VSL","VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","HRSC #2","U11","Boys"
"SMITHFIELD SC HEAT U11 Boys VSL","BAYSTARS FC BULLSHARKS U11 Boys VSL","Carrollton Nike Park #2","U11","Boys"
"AFC07B01 U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","Cornland Park CPK3","U11","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","MONTICELLO UNITED FIRE-RED U11 Boys VSL","Warhill-8v8 GRASS #3","U11","Boys"
"TIDEWATER SHARKS 2007 CITY U11 Boys VSL","MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","Warhill Sports Complex #1","U11","Boys"
"VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","South Lawson #3","U11","Boys"
"YORKTOWN FC GUNNERS U11 Boys VSL","VA RUSH 07B BLUE COPA U11 Boys VSL","MCREYNOLDS ATHLETIC COMPLEX (MAC) #3","U11","Boys"
"PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","VIP UNITED FC VIPERS U11 Boys VSL","John Tyler Soccer Complex JT2","U11","Boys"
"BAYSTARS FC BULLSHARKS U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","BETHEL ELEMENTARY #3","U11","Boys"
"SMITHFIELD SC HEAT U11 Boys VSL","AFC07B01 U11 Boys VSL","Carrollton Nike Park #2","U11","Boys"
"MONTICELLO UNITED FIRE-RED U11 Boys VSL","RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","MonU Park #3","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","VA RUSH 07B BLUE SAMBA U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"VIP UNITED FC VIPERS U11 Boys VSL","VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","Capt. John Smith Elementary CJS","U11","Boys"
"TIDEWATER SHARKS 2007 CITY U11 Boys VSL","DYNAMO SC 07B WHITE U11 Boys VSL","Warhill-8v8 GRASS #3","U11","Boys"
"RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","DYNAMO SC 07B GREY U11 Boys VSL","West Creek #06","U11","Boys"
"MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","MonU Park #3","U11","Boys"
"VA RUSH 07B BLUE COPA U11 Boys VSL","PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","HRSC #2","U11","Boys"
"VA RUSH 07B BLUE SAMBA U11 Boys VSL","YORKTOWN FC GUNNERS U11 Boys VSL","HRSC #2","U11","Boys"
"BEACHFC 07B BLACK U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","HRSC #2","U11","Boys"
"RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","West Creek #06","U11","Boys"
"DYNAMO SC 07B GREY U11 Boys VSL","DYNAMO SC 07B WHITE U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"VIP UNITED FC VIPERS U11 Boys VSL","BEACHFC 07B BLACK U11 Boys VSL","Capt. John Smith Elementary CJS","U11","Boys"
"VA RUSH 07B BLUE COPA U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","Rave #1","U11","Boys"
"OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY I U11 Boys VSL","Nags Head Soccer Complex #1","U11","Boys"
"VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","YORKTOWN FC GUNNERS U11 Boys VSL","South Lawson #3","U11","Boys"
"BAYSTARS FC BULLSHARKS U11 Boys VSL","AFC07B01 U11 Boys VSL","BETHEL ELEMENTARY #3","U11","Boys"
"MONTICELLO UNITED FIRE-BLACK U11 Boys VSL","MONTICELLO UNITED FIRE-RED U11 Boys VSL","MonU Park #3","U11","Boys"
"VIP UNITED FC VIPERS U11 Boys VSL","YORKTOWN FC GUNNERS U11 Boys VSL","Capt. John Smith Elementary CJS","U11","Boys"
"DYNAMO SC 07B WHITE U11 Boys VSL","RICHMOND STRIKERS 07 ELITE BLACK U11 Boys VSL","Courthouse Park 1A","U11","Boys"
"VIRGINIA LEGACY SC WILLIAMSBURG  WIZARDS U11 Boys VSL","DYNAMO SC 07B GREY U11 Boys VSL","Warhill-8v8 GRASS #4","U11","Boys"
"VA RUSH 07B BLUE SAMBA U11 Boys VSL","BEACHFC 07B BLACK U11 Boys VSL","Rave #5","U11","Boys"
"VIRGINIA LEGACY PENINSULA WIZARDS U11 Boys VSL","VA RUSH 07B BLUE COPA U11 Boys VSL","South Lawson #3","U11","Boys"
"OBX STORM ACADEMY 2007 BOYS U11 Boys VSL","PORTSMOUTH 2007 GOLD BOYS U11 Boys VSL","Nags Head Soccer Complex #2","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","AFC07B01 U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
"BAYSTARS FC BULLSHARKS U11 Boys VSL","SMITHFIELD SC HEAT U11 Boys VSL","BETHEL ELEMENTARY #3","U11","Boys"
"SMITHFIELD SC HEAT U11 Boys VSL","VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","Carrollton Nike Park #2","U11","Boys"
"VIRGINIA BEACH CITY FC 07 ACADEMY II U11 Boys VSL","BAYSTARS FC BULLSHARKS U11 Boys VSL","Norfolk Collegiate Lower School #1","U11","Boys"
