"GEOID","White.Percent","Minority.Percent","Black.Percent","American.Indian.Percent","Asian.Percent","Pacific.Islander.Percent","Hispanic.Percent","Poverty.Rate","Household.Income","HHI.Factor"
"51003011303",73.855702094647,26.144297905353,11.6110680113783,0.155159038013964,6.93043703129041,0,5.74088440651668,10.1,73784,"$50,000-74,999"
"51003011400",73.811103738111,26.188896261889,19.1108161911082,0.04423800044238,0.55297500552975,0,5.02101305021013,11.6,52407,"$50,000-74,999"
"51005070100",81.1997991967872,18.8002008032129,11.3704819277108,0,0.52710843373494,0,4.54317269076305,48.1,38409,"$25,000-49,999"
"51005080100",94.7077922077922,5.29220779220779,4.09090909090909,0.0649350649350649,0,0,0,13.9,45329,"$25,000-49,999"
"51005080201",97.2038263428992,2.79617365710081,2.35467255334805,0,0,0,0,20.3,49007,"$25,000-49,999"
"51005080202",94.0849543469631,5.91504565303692,5.20047637951568,0,0,0,0.714569273521239,11,45645,"$25,000-49,999"
"51005080301",97.6551724137931,2.3448275862069,1.01149425287356,0,0,0,0.183908045977011,28,52917,"$50,000-74,999"
"51005080302",93.4164934164934,6.58350658350658,2.28690228690229,0,0.138600138600139,0.415800415800416,1.73250173250173,0,57386,"$50,000-74,999"
"51007930100",68.6581513528361,31.3418486471639,24.1725037769537,0.741656365883807,0.219750034335943,0,2.08762532619146,15.8,57992,"$50,000-74,999"
"51007930200",76.8867924528302,23.1132075471698,22.677793904209,0.199564586357039,0,0,0,20.8,58378,"$50,000-74,999"
"51009010100",84.5245625131773,15.4754374868227,10.3310141260805,0,0.0632511068943706,0,4.63841450558718,17.5,53750,"$50,000-74,999"
"51009010200",72.4935064935065,27.5064935064935,20.4935064935065,0,0.701298701298701,0,2.83116883116883,6.9,48150,"$25,000-49,999"
"51009010300",87.578659370725,12.421340629275,6.83994528043776,1.09439124487004,0.656634746922025,0,0.51983584131327,7.2,70651,"$50,000-74,999"
