"GEOID","White.Percent","Minority.Percent","Black.Percent","American.Indian.Percent","Asian.Percent","Pacific.Islander.Percent","Hispanic.Percent","Poverty.Rate","Household.Income","HHI.Factor"
"51059432702",38.5474860335196,61.4525139664804,19.3596905887409,0.494198538891276,11.5814353244521,0,22.281908036098,3.6,105725,"$100,000+"
"51059432800",48.0451781059948,51.9548218940052,17.9409209383145,0,11.3379669852302,0,10.1650738488271,17.1,115000,"$100,000+"
"51059440100",63.1986127784447,36.8013872215553,1.52060824329732,0,20.6749366413232,0,9.45711617980526,1.5,124786,"$100,000+"
"51059440201",39.3419670983549,60.6580329016451,9.31046552327616,0,23.3111655582779,0,20.6510325516276,0,114817,"$100,000+"
"51059440202",47.3657718120805,52.6342281879195,14.1442953020134,0,22.9026845637584,0,13.7248322147651,6.8,87255,"$75,000-99,999"
"51059440300",79.5362532204637,20.4637467795363,3.20206109679794,0,14.0228192859772,0,2.0610967979389,1.5,161042,"$100,000+"
"51059440501",59.8314056067438,40.1685943932562,0.803763967849441,0,22.544599098216,0,13.5267594589296,1.3,140086,"$100,000+"
"51059440502",55.0244636808431,44.9755363191569,20.9133107514741,0.125454773554134,10.4880190691256,0.263455024463681,8.31765148663907,1.9,139732,"$100,000+"
"51059440600",54.094616639478,45.905383360522,1.85970636215334,0.978792822185971,18.3034257748777,0,20.8482871125612,7.9,99779,"$75,000-99,999"
"51059440701",66.0869565217391,33.9130434782609,3.05958132045089,0,17.6811594202899,0,10.5314009661836,0.9,142132,"$100,000+"
"51059440702",70.5270579940067,29.4729420059933,1.69222633527234,0,19.3195839943592,0,6.68076855279394,0,142740,"$100,000+"
"51059440800",64.7004608294931,35.2995391705069,3.4715821812596,0.21505376344086,17.9416282642089,0,12.4270353302611,2.7,154667,"$100,000+"
"51059450100",40.9941305942773,59.0058694057227,3.9068231841526,0,26.3022743947175,0,21.4049889948643,9.1,97809,"$75,000-99,999"
"51059450200",34.80875631465,65.19124368535,12.8698580707241,0,6.97618474861679,0,43.2042338224681,21.3,72220,"$50,000-74,999"
"51059450300",42.0797300147648,57.9202699852352,3.75448217675596,0,18.3294663573086,0,32.7146171693735,10.6,100182,"$100,000+"
"51059450400",54.9559082892416,45.0440917107584,1.97530864197531,0.705467372134039,13.6507936507937,0,23.2098765432099,1.8,148000,"$100,000+"
"51059450500",33.8279830405815,66.1720169594185,2.39248940036342,0,21.5929739551787,0,41.2174439733495,0,101319,"$100,000+"
"51059450601",50.1044325829659,49.8955674170341,0.53376653515897,0,29.8445114875841,0,16.8948711998143,0,133466,"$100,000+"
"51059450602",28.9606227106227,71.0393772893773,8.85989010989011,0,22.481684981685,0,36.9734432234432,5.3,75238,"$75,000-99,999"
"51059450701",42.2193040052528,57.7806959947472,5.81089954038083,0,30.2692055154301,0.262639527248851,15.6598818122127,13.4,132841,"$100,000+"
"51059450702",19.9786780383795,80.0213219616205,7.35607675906183,0,10.8955223880597,0,55.0959488272921,33,58274,"$50,000-74,999"
"51059450800",42.1096810296586,57.8903189703414,5.03637381085618,0.97929490766648,32.4006715165081,0,17.8791270285395,0,88365,"$75,000-99,999"
"51059450900",60.7632677400119,39.2367322599881,0.775193798449612,0,7.3345259391771,0,25.8199165175909,0,152188,"$100,000+"
"51059451000",66.3312693498452,33.6687306501548,3.328173374613,0,13.6996904024768,0,14.3188854489164,14.5,114632,"$100,000+"
"51059451100",62.6631853785901,37.3368146214099,1.87119234116623,0,9.61705831157528,0,20.3655352480418,9.7,137500,"$100,000+"
"51059451200",74.2027334851936,25.7972665148064,4.66970387243736,0.284738041002278,9.39635535307517,0.170842824601367,8.31435079726652,0,194028,"$100,000+"
"51059451300",62.2123536536132,37.7876463463868,2.58377069035123,0.524828421477594,12.636253532499,0,20.4683084376262,0,151705,"$100,000+"
"51059451400",22.2047738693467,77.7952261306533,5.84170854271357,0,17.7763819095477,0,53.0778894472362,26.4,41853,"$25,000-49,999"
"51059451501",36.7674505412467,63.2325494587533,11.5341545352744,0.335946248600224,31.2616648002986,0,18.5330347144457,13.8,73482,"$50,000-74,999"
"51059451502",27.0603384841795,72.9396615158204,12.2884473877851,0,13.4841795437822,0,44.4996320824135,18.1,69112,"$50,000-74,999"
"51059451601",12.6051779935275,87.3948220064725,1.11650485436893,0.436893203883495,5.11326860841424,0,78.1877022653722,34.9,51264,"$50,000-74,999"
"51059451602",44.5301027900147,55.4698972099853,17.6578560939794,0,15.1248164464024,0,16.9603524229075,4.2,72092,"$50,000-74,999"
"51059451800",42.9706115965052,57.0293884034948,4.71273497484776,0,20.4659782896479,0.767805136351602,30.5798252581414,3.6,131667,"$100,000+"
"51059451900",43.3935742971887,56.6064257028113,8.75502008032129,0,15.4016064257028,0.542168674698795,27.710843373494,8.1,100784,"$100,000+"
"51059452000",46.7805051583067,53.2194948416933,9.42725008893632,0.391319815012451,23.8705087157595,0,14.5855567413732,3.8,82500,"$75,000-99,999"
"51059452101",32.2761870242842,67.7238129757158,13.5918811163465,0,23.939833272925,0,28.8147879666546,12.4,104666,"$100,000+"
"51059452102",39.4845078146422,60.5154921853578,3.7016726076227,0,29.4488620784206,0,25.1987935289279,7.2,102569,"$100,000+"
"51059452200",21.297082979326,78.702917020674,8.45369583687341,0,29.0427640894931,0,38.1053525913339,14.8,59715,"$50,000-74,999"
"51059452301",20.3755605381166,79.6244394618834,9.30493273542601,0,30.6334080717489,0,37.6681614349776,40.9,62339,"$50,000-74,999"
"51059452302",12.8383921246924,87.1616078753076,7.73174733388023,0,24.7949138638228,0,49.3232157506153,13.6,58188,"$50,000-74,999"
"51059452400",36.6402667778241,63.3597332221759,9.40669723495901,0.527997776851466,24.8714742253717,0,25.8996804223982,6.1,98750,"$75,000-99,999"
"51059452501",43.1060994361866,56.8939005638134,9.55920041004613,0,23.7057919015889,0,21.1430035879036,2.9,100521,"$100,000+"
"51059452502",12.2153897291009,87.7846102708991,31.5938175170351,0.332391557254446,19.4449060993851,0,35.1670267575204,15.9,54063,"$50,000-74,999"
"51059452600",29.4616876818623,70.5383123181377,18.7318137730359,0.181862269641125,11.8816682832202,0,37.1483996120272,18.8,103427,"$100,000+"
"51059452700",25.9312320916905,74.0687679083095,24.5343839541547,0.143266475644699,15.0250716332378,0,32.1812320916905,20.4,59667,"$50,000-74,999"
"51059452801",52.6278409090909,47.3721590909091,23.828125,0,17.3295454545455,0,4.45667613636364,31.1,74750,"$50,000-74,999"
"51059452802",52.0968291851347,47.9031708148653,28.7419024889192,0.715990453460621,6.81895669962496,0,8.01227412205932,34,67908,"$50,000-74,999"
"51059460100",63.9442231075697,36.0557768924303,1.8813634351483,0,24.3470562195662,0,4.02833111996459,1,211223,"$100,000+"
"51059460200",84.2363381597384,15.7636618402616,0.910789350770668,0,9.01447921531994,0,2.61560018682858,0,228026,"$100,000+"
"51059460300",81.343792633015,18.656207366985,0.238744884038199,0,9.85675306957708,0,7.0600272851296,0,203125,"$100,000+"
"51059460400",62.4561403508772,37.5438596491228,1.83694530443756,0,25.9649122807018,0,7.30650154798762,1.6,129750,"$100,000+"
"51059460501",64.7830842143638,35.2169157856362,1.4947138169887,0,20.8895370032811,0,5.2861830113015,13,179375,"$100,000+"
"51059460502",50.9842519685039,49.0157480314961,7.33595800524934,0,27.6771653543307,0,9.17322834645669,4,120341,"$100,000+"
"51059460600",69.9284009546539,30.0715990453461,4.12887828162291,0.787589498806683,13.2935560859189,0,8.13842482100239,0,153831,"$100,000+"
"51059460701",56.466784244562,43.533215755438,6.14344503233392,0.293944738389183,19.1064079952969,0,15.9905937683715,5.9,120758,"$100,000+"
"51059460702",77.6336045744447,22.3663954255553,1.93534198372553,0,13.7233340664174,0,4.94831757202551,3.5,144141,"$100,000+"
"51059460800",75.1139471285324,24.8860528714676,0,0,7.90033424491036,0,8.65998176845943,0,159083,"$100,000+"
"51059460900",78.019877675841,21.980122324159,0.420489296636086,0,11.0091743119266,0,5.65749235474006,2.3,174375,"$100,000+"
"51059461000",66.7327517842982,33.2672482157018,7.69230769230769,0,11.0626486915147,0,6.14591593973037,3.2,143477,"$100,000+"
"51059461100",65.8965472981645,34.1034527018354,1.0653317930946,0,16.5704017456039,0,13.4642536259787,9.6,130315,"$100,000+"
"51059461201",77.0943562610229,22.9056437389771,2.05026455026455,0,10.2954144620811,0,6.34920634920635,4.9,207250,"$100,000+"
"51059461202",40.7049652601254,59.2950347398746,10.6253177427555,0,34.5873580749026,0,5.35502457210642,1.8,124321,"$100,000+"
"51059461500",57.1933056962997,42.8066943037003,10.5634884077998,0,21.1116229080301,0,7.33916781820973,2,147009,"$100,000+"
"51059461601",49.244092176721,50.755907823279,6.76647585498312,0,28.9299867899604,0,4.59415822691913,5.6,113292,"$100,000+"
"51059461602",41.5632754342432,58.4367245657568,4.15632754342432,0,35.3184449958644,0.206782464846981,12.6137303556658,0,102390,"$100,000+"
"51059461700",44.6859562455893,55.3140437544107,2.5970359915314,0,37.529992942837,1.84897671136203,9.32956951305575,7.8,103417,"$100,000+"
"51059461801",53.7748344370861,46.2251655629139,12.9801324503311,0,25.7615894039735,0,5.62913907284768,5.8,97452,"$75,000-99,999"
"51059461802",52.0631503408683,47.9368496591317,2.29637603157517,0.394689630426982,26.1212773591676,0,12.6659490491568,0,116406,"$100,000+"
"51059461901",37.2696411251212,62.7303588748788,17.2162948593598,0,25.1212415130941,0.969932104752667,17.5315227934045,6.8,92159,"$75,000-99,999"
"51059461902",22.8034535297105,77.1965464702895,9.85271711528695,0,15.5408836973083,0,49.2127983748095,31.4,44402,"$25,000-49,999"
"51059470100",75.4020467836257,24.5979532163743,2.81432748538012,0,13.5233918128655,0,5.4093567251462,0,239250,"$100,000+"
"51059470300",85.3897128431682,14.6102871568318,1.10444935310824,0,6.40580624802777,0.284001262227832,4.38624171662985,0,,
"51059470400",77.6351777824532,22.3648222175468,1.24132127077635,0,11.6768356827267,0,7.38480959394067,0,205129,"$100,000+"
"51059470500",67.9049295774648,32.0950704225352,1.51408450704225,0,25.0528169014085,0,3.06338028169014,5.7,168194,"$100,000+"
"51059470600",75.0182882223848,24.9817117776152,0.256035113386979,0,16.7520117044623,0.621799561082663,5.6693489392831,3,191500,"$100,000+"
"51059470700",65.7033805888768,34.2966194111232,0.981461286804798,0.436205016357688,17.9571065067248,0,11.2322791712105,2.7,154444,"$100,000+"
"51059470800",64.2679900744417,35.7320099255583,6.29652605459057,0,19.8200992555831,0,5.30397022332506,2.2,154948,"$100,000+"
"51059470900",73.664877083922,26.335122916078,1.53998304605821,0,15.0607516247528,0.367335405481775,7.69991523029104,1.7,157790,"$100,000+"
"51059471000",76.044703595724,23.955296404276,0.534499514091351,0,16.4237123420797,0,3.10981535471331,0,141950,"$100,000+"
"51059471100",57.4076798587612,42.5923201412388,1.25055171399147,0,16.801530086803,0,19.0819479181992,1.5,108750,"$100,000+"
"51059471201",47.4386920980926,52.5613079019074,6.83923705722071,0,29.6730245231608,0,9.18256130790191,2.2,86750,"$75,000-99,999"
"51059471202",57.3535044044427,42.6464955955573,2.89161240903868,0.574492531597089,16.8326311757947,0,19.5710455764075,6.6,101977,"$100,000+"
"51059471301",32.108229988726,67.891770011274,4.6674182638106,0,26.4712514092446,0,33.348365276212,8.6,95000,"$75,000-99,999"
"51059471303",45.5492638731597,54.4507361268403,2.2876557191393,0,25.0509626274066,0,20.634201585504,0,93063,"$75,000-99,999"
"51059471304",81.733264141152,18.2667358588479,3.73637778930981,0,7.62843798650752,0,6.0197197716658,0,148516,"$100,000+"
"51059471401",51.6347783967062,48.3652216032938,6.95083555340276,0,17.6556066844272,0,19.7142165173165,5.6,99844,"$75,000-99,999"
"51059471402",37.8236914600551,62.1763085399449,10.2203856749311,0,21.1845730027548,0,28.099173553719,4.9,97813,"$75,000-99,999"
"51059480100",82.7136648961854,17.2863351038146,1.49686141960406,0.965717044905843,7.00144857556736,0.169000482858522,3.79043940125543,3.8,,
"51059480201",68.1571521597569,31.8428478402431,3.690036900369,0,19.9696114608205,0.672889081831995,2.25743433904927,1.8,220469,"$100,000+"
"51059480202",55.0599520383693,44.9400479616307,4.34052757793765,0,27.2182254196643,0,5.44364508393285,5.5,86973,"$75,000-99,999"
"51059480203",53.3016832110488,46.6983167889512,7.89814415192059,0,33.4915839447562,0,1.59689253344842,7.9,91506,"$75,000-99,999"
"51059480300",74.3875551200392,25.6124448799608,1.01665850073493,0.355218030377266,17.9568838804508,0,3.94414502694758,0,,
"51059480401",68.9028651292802,31.0971348707198,0.489168413696716,0,23.4334963894712,0,5.28767761472164,2.5,207625,"$100,000+"
"51059480402",74.3937924345296,25.6062075654704,1.81053992887165,0,17.8305851923699,0,3.42709343679276,1.3,234861,"$100,000+"
"51059480501",67.9055027369634,32.0944972630366,3.42840679919332,0,16.8539325842697,0,11.5816767502161,2.7,227188,"$100,000+"
"51059480502",71.0384414680814,28.9615585319186,4.15724473821534,0,8.87110801878588,0,12.1934249434684,1.4,168175,"$100,000+"
"51059480503",73.462783171521,26.537216828479,2.44189467490438,0,11.9446896145925,0,7.7375698734922,1.9,146607,"$100,000+"
"51059480504",83.2367149758454,16.7632850241546,2.36714975845411,0.338164251207729,7.19806763285024,0,3.76811594202899,0,153125,"$100,000+"
"51059480505",73.3770491803279,26.6229508196721,4.78688524590164,0,11.5081967213115,0,7.31147540983607,0,110500,"$100,000+"
"51059480801",39.5633352155091,60.4366647844909,8.69565217391304,0,11.2742330133634,0,36.5142104272539,6,109500,"$100,000+"
"51059480802",42.824985931345,57.175014068655,6.58413055711874,0,25.1828925154755,0,17.1074845244795,0,114722,"$100,000+"
"51059480901",26.6768292682927,73.3231707317073,10.1718403547672,0,16.0060975609756,0,43.7361419068736,8.9,104808,"$100,000+"
"51059480902",38.9789499153158,61.0210500846842,7.13767239293491,0.169368497459473,10.0895233486571,0,40.2613113960803,5.5,97519,"$75,000-99,999"
"51059480903",22.8864015241724,77.1135984758276,9.31174089068826,0,29.2450583472255,0,34.0795427482734,11,101985,"$100,000+"
"51059481000",23.2716342350894,76.7283657649106,14.9185255497548,0,21.6105046669831,0,35.5323524758741,7.3,80914,"$75,000-99,999"
"51059481101",22.5285545490351,77.4714454509649,13.5880267821977,0,48.6411973217802,0,12.6821583300512,0,105625,"$100,000+"
"51059481102",32.2997416020672,67.7002583979328,11.6279069767442,0,45.8512776342234,0,5.39764570772323,1.1,110216,"$100,000+"
"51059481103",25.3271537622683,74.6728462377317,14.8854961832061,0,43.9476553980371,0,14.5310796074155,5.9,92614,"$75,000-99,999"
"51059481104",25.6494574153239,74.3505425846761,9.27326537323249,0,56.5603419927655,0,5.75468595856626,0,97476,"$75,000-99,999"
"51059481105",50.29518187012,49.70481812988,3.63740239954294,0.133307941344506,33.6888211769187,0,7.08436488287945,1,200764,"$100,000+"
"51059481106",66.0322639115461,33.9677360884539,3.09951060358891,0.126880551024107,16.8026101141925,0,7.03280768533623,4.8,166324,"$100,000+"
"51059481201",62.3702422145329,37.6297577854671,7.61245674740484,0,19.9826989619377,0,5.70934256055363,3.1,170000,"$100,000+"
"51059481202",31.4125831820932,68.5874168179068,18.6025408348457,0.907441016333938,11.9630973986691,0,33.4996975196612,4.9,96667,"$75,000-99,999"
"51059481400",67.9477776147866,32.0522223852134,8.46413378318909,0,9.54965527358075,0,6.95320522223852,6.6,123060,"$100,000+"
"51059481500",82.3633940470902,17.6366059529098,2.5766326077299,0,4.48689471346068,0,3.90937361172812,1.6,191250,"$100,000+"
"51059481600",81.3805104408353,18.6194895591647,0,0,10.8178654292343,0,7.54060324825986,0,218472,"$100,000+"
"51059481701",81.5174168919994,18.4825831080006,1.47924288213774,0,13.4404326387784,0,1.9246063305233,1.2,197625,"$100,000+"
"51059481702",55.9892606361008,44.0107393638992,2.85006195786865,0,23.3581164807931,0,13.5068153655514,6.4,102360,"$100,000+"
"51059481900",62.9695885509839,37.0304114490161,11.7742722393885,0.439095787932997,12.5060985526102,0,6.8954301512441,6.5,116768,"$100,000+"
"51059482001",74.8516472273378,25.1483527726622,5.21792510742787,0,10.8860241456927,0,5.81133619807653,4.9,170938,"$100,000+"
"51059482002",75.7782389564186,24.2217610435814,1.54165431366736,0,13.1337088645123,0,8.12333234509339,0,123717,"$100,000+"
"51059482100",52.3911301095378,47.6088698904622,17.8466470745391,0.187015762757147,9.51108736307775,0,14.6406625701309,18.8,83573,"$75,000-99,999"
"51059482201",44.4538169548714,55.5461830451286,13.4964150147617,0,12.1045972163644,0,24.0404892450443,17.6,86000,"$75,000-99,999"
"51059482202",67.5260896255371,32.4739103744629,7.24370779619398,0,15.1319828115408,0,5.03376304481277,0,88750,"$75,000-99,999"
"51059482203",75.7236682072488,24.2763317927512,3.23522257358307,0,12.5273656044758,0,6.73801994648504,0,134667,"$100,000+"
"51059482301",78.9655918632331,21.0344081367669,4.41462886821034,0,3.18112962562216,0,8.39645098463536,0,130833,"$100,000+"
"51059482302",36.0137457044674,63.9862542955326,19.1294387170676,0,11.7525773195876,0,32.737686139748,20,70238,"$50,000-74,999"
"51059482303",81.964142360182,18.035857639818,0.90982071180091,0,4.92373561680492,0,8.37570243510838,0,112125,"$100,000+"
"51059482400",78.0541012216405,21.9458987783595,2.09424083769634,0,11.1692844677138,0,4.93019197207679,1.3,205677,"$100,000+"
"51059482501",28.1736103557054,71.8263896442946,21.8753399325574,0,37.2239747634069,0,11.7480691830741,3.5,109157,"$100,000+"
"51059482502",64.5589142504627,35.4410857495373,1.63479333744602,0.215916101172116,23.164713140037,0,6.47748303516348,1.8,164474,"$100,000+"
"51059482503",55.2957918276072,44.7042081723928,4.5537710916853,0,30.4736735108762,0,5.77353120552958,4,176042,"$100,000+"
"51059482504",63.5365391897009,36.4634608102991,2.9155622870125,2.44225672093904,21.7531238167361,0,8.02726240060583,1.2,180391,"$100,000+"
"51059482601",55.9904265803182,44.0095734196818,3.20991130508236,0.126707025200619,29.8183865972124,0.295649725468112,8.01069970435027,5.5,150303,"$100,000+"
"51059482602",52.4298425735797,47.5701574264203,5.69472963723477,0,34.1820670773443,0,2.87474332648871,1.7,150924,"$100,000+"
"51059490101",58.8599287455466,41.1400712544534,5.60660041252578,0,20.8513032064504,0,10.5381586349147,0,125903,"$100,000+"
"51059490103",55.4160388414532,44.5839611585468,4.30269546291646,0,9.69362129583124,0,26.9713711702662,16,107740,"$100,000+"
"51059490501",55.8131720430108,44.1868279569892,3.79704301075269,0,23.5215053763441,0,11.8279569892473,8.7,77109,"$75,000-99,999"
"51059490502",61.7353509336768,38.2646490663232,8.22601416613007,0.305859626529298,21.8126207340631,0,3.89568576947843,0,197578,"$100,000+"
"51059491000",75.5226925038246,24.4773074961754,2.29474757776645,0,14.227434982152,0,2.65170831208567,2.5,207554,"$100,000+"
"51059491101",73.636844891477,26.363155108523,2.75277924827951,0,15.00794070937,0,5.24086818422446,2.4,164010,"$100,000+"
"51059491102",73.3434650455927,26.6565349544073,3.98176291793313,0,11.6413373860182,0,7.93313069908815,2.8,128375,"$100,000+"
"51059491103",37.0517296096477,62.9482703903523,7.94985718819422,0,23.4687400825135,0,24.7223103776579,2.8,95203,"$75,000-99,999"
"51059491201",51.6256157635468,48.3743842364532,4.67980295566502,0,24.4170771756979,0,15.1724137931034,3.1,89950,"$75,000-99,999"
"51059491202",32.9200247985121,67.0799752014879,14.1351518908865,0,34.4079355238686,0,11.7792932424055,12.2,71563,"$50,000-74,999"
"51059491301",36.5487088400055,63.4512911599945,9.76909413854352,0,28.3098783986883,0,21.9292253040033,7.3,96920,"$75,000-99,999"
"51059491302",44.8761261261261,55.1238738738739,9.99436936936937,0.225225225225225,28.4065315315315,0,9.7972972972973,16.5,88750,"$75,000-99,999"
"51059491303",33.0246913580247,66.9753086419753,8.24514991181658,0.0881834215167548,36.0449735449735,0,19.7089947089947,7.6,78846,"$75,000-99,999"
"51059491401",45.2449567723343,54.7550432276657,6.89584191025113,0,23.9398929600659,0,17.0852202552491,1.4,89583,"$75,000-99,999"
"51059491402",36.9141435089175,63.0858564910825,9.767731231854,0,28.2662795520531,0.207382828701784,21.1115719618416,4.7,85547,"$75,000-99,999"
"51059491403",67.7774791722655,32.2225208277345,1.93496371943026,0.268744961031981,14.2166084385918,0.644987906476754,9.7285675893577,5.4,174152,"$100,000+"
"51059491404",48.2556659027247,51.7443340972753,10.4150751209575,0,27.3491214667685,0,11.9174942704354,3.2,120625,"$100,000+"
"51059491405",75.3939828080229,24.6060171919771,1.43266475644699,0,11.3538681948424,0,6.37535816618911,3,215208,"$100,000+"
"51059491501",26.4745488823054,73.5254511176946,4.41691354699704,0.255857796929706,59.695663883652,0.592512792889846,3.79746835443038,2.9,114293,"$100,000+"
"51059491502",55.5950792945013,44.4049207054987,4.92070549874018,0.563213279976286,27.7901289461983,0,7.18838002074996,4.4,2e+05,"$100,000+"
"51059491601",36.3477924089853,63.6522075910147,9.3144848954299,0,31.9713400464756,0,19.3841982958947,11.9,73950,"$50,000-74,999"
"51059491602",40.6403079076277,59.3596920923723,6.87543736878936,0,29.2512246326102,0,19.2092372288313,10.6,92781,"$75,000-99,999"
"51059491701",47.4070450097847,52.5929549902153,12.8180039138943,1.10078277886497,22.7984344422701,0,12.720156555773,7.9,101589,"$100,000+"
"51059491702",49.33386096821,50.66613903179,12.5972826803852,0,19.3905817174515,0,15.2222661917953,13.6,95452,"$75,000-99,999"
"51059491703",42.0997264885336,57.9002735114665,16.4106879865348,0,27.3721859877972,0,12.4552913949085,3.5,87000,"$75,000-99,999"
"51059491704",53.4939759036145,46.5060240963855,6.07970342910102,0,28.5449490268767,0,9.52734012974977,14.2,101518,"$100,000+"
"51059491705",33.5405565423327,66.4594434576672,5.38780343398461,0,51.894612196566,0,5.41740674955595,1.6,203889,"$100,000+"
"51059491801",38.1121642969984,61.8878357030016,17.6145339652449,0,29.304897314376,0,10.7424960505529,0,84336,"$75,000-99,999"
"51059491802",56.4901349948079,43.5098650051921,5.95361716857044,0,9.69193492557979,0,24.2990654205607,0,115667,"$100,000+"
"51059491803",54.320987654321,45.679012345679,9.25925925925926,0.543797766019988,21.8988830099941,0,10.0382128159906,5.3,97656,"$75,000-99,999"
"51059492000",82.5918136223912,17.4081863776088,1.5046109043844,0,8.639378741304,0,1.68257563501052,0,178167,"$100,000+"
"51059492100",82.4115905904346,17.5884094095654,4.25299890948746,0,7.85169029443839,0,3.03785636391961,1.5,204432,"$100,000+"
"51059492201",74.1295264623955,25.8704735376045,4.35236768802228,0,9.85376044568245,0,8.4958217270195,1.8,202260,"$100,000+"
"51059492202",73.9296636085627,26.0703363914373,5.22935779816514,0.657492354740061,13.9449541284404,0,2.75229357798165,2.2,182315,"$100,000+"
"51059492203",75.3381642512077,24.6618357487923,4.51690821256039,0,12.3429951690821,0,3.26086956521739,1.1,202500,"$100,000+"
"51059492300",55.9467455621302,44.0532544378698,7.10059171597633,0,12.8402366863905,0.207100591715976,18.4023668639053,1.8,119773,"$100,000+"
"51059492400",52.2314420273604,47.7685579726396,11.5048217089033,0.201838977349181,13.2316662928908,0,18.3000672796591,4.2,102417,"$100,000+"
"51059492500",85.6147934678194,14.3852065321806,1.72910662824208,0.26416906820365,8.18924111431316,0.0240153698366955,1.22478386167147,3.1,180859,"$100,000+"
"51059980100",,,,,,,,,,
"51059980200",,,,,,,,,,
"51059980300",,,,,,,,,,
"51061930100",77.3689052437903,22.6310947562097,7.30450781968721,0,1.25114995400184,0,10.9291628334867,11.7,65256,"$50,000-74,999"
"51061930203",90.176515732924,9.82348426707598,5.02686108979279,0.460475825019186,1.88027628549501,0,1.1128165771297,5.3,103083,"$100,000+"
"51061930204",86.0163092721232,13.9836907278768,8.90969495620658,0,0.785261250377529,0,3.47327091513138,1.6,104667,"$100,000+"
"51061930205",82.8810020876827,17.1189979123173,13.2567849686848,0,0.835073068893528,0,2.45302713987474,0,81346,"$75,000-99,999"
"51061930206",81.8850574712644,18.1149425287356,6.11494252873563,2.80459770114943,3.17241379310345,0,3.08045977011494,0,106250,"$100,000+"
"51061930207",78.0053908355795,21.9946091644205,7.00808625336927,0,2.47978436657682,0,10.6738544474394,15.6,108056,"$100,000+"
"51061930302",76.2882603641999,23.7117396358001,8.35593439235438,0.206638253906754,3.21580782642387,0,9.37621077101898,8,72500,"$50,000-74,999"
"51061930303",90.3961242519236,9.60387574807637,6.24109432886862,0,0.484468509546879,0,1.59589626674266,0,84102,"$75,000-99,999"
"51061930304",89.9844115354638,10.0155884645362,3.58534684333593,0,0.896336710833983,0,3.03975058456742,4.2,128068,"$100,000+"
"51061930401",87.4866690366157,12.5133309633843,4.69249911126911,0.159971560611447,1.43974404550302,0,3.41272662637753,0,114130,"$100,000+"
"51061930402",88.6903698409862,11.3096301590138,6.77148472395926,0,1.55440414507772,0,2.53707343219582,3.6,108385,"$100,000+"
"51061930403",82.2964449541284,17.7035550458716,8.65825688073394,0.200688073394495,1.23279816513761,0,4.71616972477064,1.8,110813,"$100,000+"
"51061930703",80.9385230993088,19.0614769006912,3.7468170243725,0.800291014914514,0.327391778828665,0.0727537286285922,11.2404510731175,8,87083,"$75,000-99,999"
"51061930704",82.992700729927,17.007299270073,9.05109489051095,0,0.121654501216545,0,2.84671532846715,0,106120,"$100,000+"
"51061930705",69.9398249452954,30.0601750547046,7.79540481400438,1.03938730853392,0.574398249452954,0,20.1859956236324,8.8,81776,"$75,000-99,999"
"51061930706",69.3559208319356,30.6440791680644,11.1875209661188,0,0.788326065078833,0,14.3072794364307,10.6,68654,"$50,000-74,999"
"51061930707",76.5338110165696,23.4661889834304,7.21003134796238,0,0.761307657859382,0,13.1213613972235,8.8,75263,"$75,000-99,999"
"51063920101",96.7826657912016,3.21733420879843,0.804333552199606,0,0,0,1.06697307944846,1,54223,"$50,000-74,999"
"51063920102",90.798969072165,9.20103092783505,6.18556701030928,0,0,0,1.49484536082474,11.8,48275,"$25,000-49,999"
"51063920200",92.413178984862,7.58682101513802,1.01513802315227,1.22885129118433,0,0,5.34283170080142,23.4,41750,"$25,000-49,999"
"51065020101",74.0134144439245,25.9865855560755,17.7039463422243,0,0.233972859148339,0,6.03649976602714,16.9,69805,"$50,000-74,999"
"51065020102",86.6638170549263,13.3361829450737,4.53088266723659,0,1.76319726437273,0,2.55396452233383,2.6,74380,"$50,000-74,999"
"51065020200",66.3510560815732,33.6489439184268,26.3838310269483,0.273124544792425,0,0,3.6598689002185,14.6,62540,"$50,000-74,999"
"51065020300",83.6781609195402,16.3218390804598,12.4346917450366,0,0,0,0.6478578892372,8.8,51807,"$50,000-74,999"
"51067020101",93.9195880372351,6.08041196276491,2.09942562883739,0.277282630223807,0,0,0.65359477124183,0,67931,"$50,000-74,999"
"51067020102",96.7694021537319,3.2305978462681,2.52506498329001,0,0.705532862978091,0,0,11.2,61339,"$50,000-74,999"
"51067020200",76.58099425093,23.41900574907,9.60432871153196,1.08217788298952,1.55563070679743,0,8.47142374027731,43.3,40484,"$25,000-49,999"
"51067020300",95.5104551045511,4.48954489544895,3.13653136531365,0,0,0,0.753382533825338,10.9,61829,"$50,000-74,999"
"51067020400",95.8671586715867,4.13284132841328,2.82287822878229,0,0,0,0.664206642066421,18.2,58884,"$50,000-74,999"
"51067020500",94.4500125281884,5.54998747181158,3.08193435229266,0,0.162866449511401,0,0.538712102230018,4,53440,"$50,000-74,999"
"51067020600",87.9275653923541,12.0724346076459,7.54527162977867,0.100603621730382,0,0,1.93661971830986,9.9,45000,"$25,000-49,999"
"51067020700",91.8000395178818,8.19996048211816,4.76190476190476,0.0592768227622999,0,0,2.21300138312586,5.5,37644,"$25,000-49,999"
"51067020800",65.7664569587233,34.2335430412767,26.6994015651373,0,0,0,5.20177996010434,30,32320,"$25,000-49,999"
"51067020900",80.2642676412707,19.7357323587293,13.9865054821479,0,0,0,4.52628619623278,29.1,42418,"$25,000-49,999"
