"TeamID","Age.Group","Gender","LeagueID","TotalCost","CoachPaid","TotalGames","TotalTime","TotalDistance","AwayGames","WeightedCost","WeightedTime","WeightedDistance","LeagueTier"
"51041003","U13","Boys","LG0003",1300,"TRUE",8,348.966666666667,250.610186510777,4,650,349,251,"Tier 4"
"51041004","U12","Boys","LG0003",1200,"TRUE",8,179.933333333333,87.8929551419709,4,600,180,88,"Tier 4"
"51041005","U10","Boys","LG0003",1200,"TRUE",8,319.066666666667,218.193251411755,4,600,319,218,"Tier 4"
"51044001","U14","Boys","LG0003",625,"FALSE",9,461.1,367.470223892468,4,277.78,461,367,"Tier 4"
"51044002","U19","Boys","LG0003",625,"FALSE",8,552.133333333333,497.760578223177,4,312.5,552,498,"Tier 4"
"51044003","U10","Boys","LG0003",625,"FALSE",8,346.333333333333,224.797184442854,4,312.5,346,225,"Tier 4"
"51044004","U16","Girls","LG0003",625,"FALSE",8,465.8,367.665334446831,4,312.5,466,368,"Tier 4"
"51044005","U10","Girls","LG0003",625,"FALSE",9,274.733333333333,220.341952994512,4,277.78,275,220,"Tier 4"
"51044006","U14","Boys","LG0003",625,"FALSE",9,415.066666666667,381.845025053687,4,277.78,415,382,"Tier 4"
"51044007","U11","Girls","LG0003",625,"FALSE",8,381.6,342.67254235266,4,312.5,382,343,"Tier 4"
"51044008","U14","Girls","LG0003",625,"FALSE",8,448.933333333333,376.483834407063,4,312.5,449,376,"Tier 4"
"51044009","U13","Boys","LG0003",625,"FALSE",8,328.1,258.269207826294,4,312.5,328,258,"Tier 4"
"51044010","U14","Girls","LG0003",625,"FALSE",8,356.9,295.611130994989,4,312.5,357,296,"Tier 4"
"51044011","U19","Girls","LG0003",625,"FALSE",8,596.133333333333,534.611618150004,4,312.5,596,535,"Tier 4"
"51044012","U19","Boys","LG0005",1600,"TRUE",9,546.366666666667,476.500984251969,5,711.11,437,381,"Tier 4"
"51044013","U17","Boys","LG0005",1600,"TRUE",9,485.3,378.11058418834,4,711.11,485,378,"Tier 4"
"51044014","U17","Boys","LG0005",1600,"TRUE",9,514.366666666667,426.923019565736,4,711.11,514,427,"Tier 4"
"51044015","U16","Boys","LG0005",1600,"TRUE",9,428.833333333333,321.385608048994,4,711.11,429,321,"Tier 4"
"51044016","U15","Boys","LG0005",1600,"TRUE",9,491.133333333333,438.814821442774,4,711.11,491,439,"Tier 4"
"51044017","U13","Boys","LG0005",625,"FALSE",9,584.966666666667,454.704525570667,6,277.78,390,303,"Tier 4"
"51044018","U12","Boys","LG0005",1600,"TRUE",9,558.933333333333,508.592320846258,5,711.11,447,407,"Tier 4"
"51044019","U11","Boys","LG0005",1600,"TRUE",9,537.066666666667,448.067038495188,5,711.11,430,358,"Tier 4"
"51044020","U11","Boys","LG0005",1600,"TRUE",9,481.366666666667,407.12489063867,5,711.11,385,326,"Tier 4"
"51044021","U10","Boys","LG0005",1550,"TRUE",9,496.5,416.817038495188,4,688.89,496,417,"Tier 4"
"51044022","U10","Boys","LG0005",1550,"TRUE",9,496.5,416.817038495188,4,688.89,496,417,"Tier 4"
"51044023","U10","Boys","LG0005",1550,"TRUE",9,298.933333333333,240.13511095204,4,688.89,299,240,"Tier 4"
"51044024","U09","Boys","LG0005",1550,"TRUE",9,480.333333333333,386.812266364432,4,688.89,480,387,"Tier 4"
"51044025","U09","Boys","LG0005",1550,"TRUE",9,412.9,364.742404358546,4,688.89,413,365,"Tier 4"
"51044026","U09","Boys","LG0005",1550,"TRUE",9,328.533333333333,289.443400540841,4,688.89,329,289,"Tier 4"
"51044027","U17","Girls","LG0005",625,"FALSE",9,401.1,358.278901216893,5,277.78,321,287,"Tier 4"
"51044028","U12","Girls","LG0005",1600,"TRUE",9,495.066666666667,431.304929213394,4,711.11,495,431,"Tier 4"
"51044029","U10","Girls","LG0005",1550,"TRUE",9,706,610.436301996341,5,688.89,565,488,"Tier 4"
"51044030","U10","Girls","LG0005",1550,"TRUE",9,639.866666666667,554.65705281158,5,688.89,512,444,"Tier 4"
"51044031","U09","Girls","LG0005",1550,"TRUE",9,470.733333333333,337.243000874891,5,688.89,377,270,"Tier 4"
"51044032","U17","Girls","LG0006",1750,"TRUE",9,546.466666666667,519.150660144755,5,777.78,437,415,"Tier 2"
"51044033","U16","Girls","LG0006",1750,"TRUE",10,546.466666666667,519.150660144755,5,700,437,415,"Tier 2"
"51044034","U15","Boys","LG0006",1725,"TRUE",11,546.466666666667,519.150660144755,5,627.27,437,415,"Tier 2"
"51044035","U15","Girls","LG0006",1725,"TRUE",11,546.466666666667,519.150660144755,5,627.27,437,415,"Tier 2"
"51044036","U14","Boys","LG0006",1725,"TRUE",11,546.466666666667,519.150660144755,5,627.27,437,415,"Tier 2"
"51044037","U14","Girls","LG0006",1725,"TRUE",10,565.5,535.998518651078,5,690,452,429,"Tier 2"
"51044038","U13","Boys","LG0006",1725,"TRUE",11,593.7,552.087061560487,5,627.27,475,442,"Tier 2"
"51044039","U13","Girls","LG0006",1725,"TRUE",11,546.466666666667,519.150660144755,5,627.27,437,415,"Tier 2"
"51044040","U12","Boys","LG0006",1700,"TRUE",11,582.533333333333,541.017955141971,5,618.18,466,433,"Tier 2"
"51044041","U12","Girls","LG0006",1700,"TRUE",11,582.533333333333,541.017955141971,5,618.18,466,433,"Tier 2"
"51044042","U11","Boys","LG0006",1700,"TRUE",11,582.533333333333,541.017955141971,5,618.18,466,433,"Tier 2"
"51044043","U11","Girls","LG0006",1700,"TRUE",10,582.533333333333,541.017955141971,5,680,466,433,"Tier 2"
"51044044","U19","Girls","LG0006",1725,"TRUE",9,510.866666666667,493.189771733079,4,766.67,511,493,"Tier 2"
"51044045","U19","Girls","LG0006",1725,"TRUE",8,487.733333333333,441.185973912352,5,862.5,390,353,"Tier 2"
"51046001","U14","Boys","LG0003",250,"FALSE",9,504.866666666667,509.956851984411,4,111.11,505,510,"Tier 4"
"51046002","U19","Boys","LG0003",250,"FALSE",8,562.566666666667,564.426250695936,4,125,563,564,"Tier 4"
"51046003","U16","Boys","LG0003",250,"FALSE",8,496.033333333333,506.075767517697,4,125,496,506,"Tier 4"
"51046004","U10","Boys","LG0003",250,"FALSE",8,616.533333333333,639.983744929611,4,125,617,640,"Tier 4"
"51046005","U13","Girls","LG0003",250,"FALSE",8,599.6,599.461643999046,4,125,600,599,"Tier 4"
"51046006","U12","Boys","LG0003",250,"FALSE",8,668.366666666667,674.836455102203,4,125,668,675,"Tier 4"
"51046007","U16","Girls","LG0003",250,"FALSE",8,756.8,755.825976298417,4,125,757,756,"Tier 4"
"51046008","U19","Girls","LG0003",250,"FALSE",8,541.466666666667,497.745665314563,4,125,541,498,"Tier 4"
"51049001","U12","Boys","LG0003",1150,,8,666.933333333333,644.503598981946,4,575,667,645,"Tier 4"
"51049002","U18","Boys","LG0005",1350,,9,631.133333333333,529.803447864472,5,600,505,424,"Tier 4"
"51049003","U18","Girls","LG0005",1350,,9,561.3,478.114063867017,5,600,449,382,"Tier 4"
"51049004","U17","Boys","LG0005",1350,,9,305.6,240.109013361966,3,600,407,320,"Tier 4"
"51049005","U17","Girls","LG0005",1350,,9,372.733333333333,284.415264853257,4,600,373,284,"Tier 4"
"51049006","U16","Girls","LG0005",1250,,9,370.4,306.89274636125,4,555.56,370,307,"Tier 4"
"51049007","U16","Boys","LG0005",1250,,9,631.166666666667,553.475204803945,5,555.56,505,443,"Tier 4"
"51049008","U16","Boys","LG0005",1250,,8,630.833333333333,494.517020599698,4,625,631,495,"Tier 4"
"51049009","U16","Girls","LG0005",1250,,9,503,413.369671120655,4,555.56,503,413,"Tier 4"
"51049010","U15","Boys","LG0005",1250,,9,522.666666666667,466.342808001273,4,555.56,523,466,"Tier 4"
"51049011","U15","Boys","LG0005",1250,,10,654.566666666667,560.290404040404,5,500,524,448,"Tier 4"
"51049012","U15","Girls","LG0005",1250,,9,498.833333333333,438.434542273125,4,555.56,499,438,"Tier 4"
"51049013","U15","Girls","LG0005",1250,,9,519.266666666667,497.31443370715,4,555.56,519,497,"Tier 4"
"51049014","U14","Boys","LG0005",1250,,9,402.466666666667,367.659120734908,4,555.56,402,368,"Tier 4"
"51049015","U14","Boys","LG0005",1250,,9,681.6,628.554243219598,5,555.56,545,503,"Tier 4"
"51049016","U14","Girls","LG0005",1250,,9,575.033333333333,518.509405074366,5,555.56,460,415,"Tier 4"
"51049017","U13","Boys","LG0005",1250,,9,554.966666666667,517.290274795196,4,555.56,555,517,"Tier 4"
"51049018","U13","Boys","LG0005",1250,,9,523.1,453.792352660463,4,555.56,523,454,"Tier 4"
"51049019","U13","Girls","LG0005",1250,,9,745.966666666667,650.624105225483,5,555.56,597,520,"Tier 4"
"51049020","U12","Boys","LG0005",1150,,9,566.333333333333,494.503350433469,4,511.11,566,495,"Tier 4"
"51049021","U12","Girls","LG0005",1150,,9,553.8,513.754672711366,4,511.11,554,514,"Tier 4"
"51049022","U11","Boys","LG0005",1150,,9,624.266666666667,550.071333412869,5,511.11,499,440,"Tier 4"
"51049023","U11","Boys","LG0005",1150,,9,621.5,537.274815079933,4,511.11,622,537,"Tier 4"
"51049024","U11","Girls","LG0005",1150,,9,430.466666666667,372.234898194544,4,511.11,430,372,"Tier 4"
"51049025","U19","Boys","LG0005",1350,,9,676.633333333333,604.394088523026,5,600,541,484,"Tier 4"
"51049026","U19","Boys","LG0005",1350,,9,463.3,390.132874015748,5,600,371,312,"Tier 4"
"51049027","U19","Girls","LG0005",1350,,9,466.333333333333,421.099528752088,4,600,466,421,"Tier 4"
"51052001","U14","Girls","LG0003",2113,"TRUE",8,381.933333333333,271.966714387974,4,1056.5,382,272,"Tier 4"
"51052002","U12","Boys","LG0003",2088,"TRUE",8,222.833333333333,156.223902409926,4,1044,223,156,"Tier 4"
"51052003","U11","Boys","LG0003",2088,"TRUE",8,194.3,111.874154935179,4,1044,194,112,"Tier 4"
"51052004","U10","Boys","LG0005",1898,"TRUE",9,358.433333333333,217.865167422254,5,843.56,287,174,"Tier 4"
"51052005","U10","Boys","LG0005",1898,"TRUE",9,358.433333333333,217.865167422254,5,843.56,287,174,"Tier 4"
"51052006","U10","Boys","LG0005",1898,"TRUE",9,486.266666666667,417.70062833055,5,843.56,389,334,"Tier 4"
"51052007","U10","Boys","LG0005",1898,"TRUE",9,444.833333333333,361.26645390917,5,843.56,356,289,"Tier 4"
"51052008","U10","Girls","LG0005",1898,"TRUE",9,477.833333333333,350.561471009306,5,843.56,382,280,"Tier 4"
"51052009","U10","Girls","LG0005",1898,"TRUE",9,477.833333333333,350.561471009306,5,843.56,382,280,"Tier 4"
"51052010","U10","Girls","LG0005",1898,"TRUE",9,367.233333333333,269.564493358785,6,843.56,245,180,"Tier 4"
"51052011","U10","Girls","LG0005",1898,"TRUE",9,453.766666666667,339.799321959755,5,843.56,363,272,"Tier 4"
"51052012","U12","Boys","LG0005",2088,"TRUE",9,303.433333333333,192.806509981707,5,928,243,154,"Tier 4"
"51052013","U12","Boys","LG0005",2088,"TRUE",9,116.366666666667,58.1901694106419,4,928,116,58,"Tier 4"
"51052014","U12","Girls","LG0005",2088,"TRUE",9,219.866666666667,130.565000397678,4,928,220,131,"Tier 4"
"51052015","U12","Girls","LG0005",2088,"TRUE",9,292.566666666667,188.096516344548,5,928,234,150,"Tier 4"
"51052016","U11","Boys","LG0005",2088,"TRUE",9,512.333333333333,384.236061401416,5,928,410,307,"Tier 4"
"51052017","U11","Boys","LG0005",2088,"TRUE",9,482.666666666667,309.751053845542,6,928,322,207,"Tier 4"
"51052018","U11","Girls","LG0005",2088,"TRUE",9,396.266666666667,287.955837906625,4,928,396,288,"Tier 4"
"51052019","U11","Girls","LG0005",2088,"TRUE",9,396.266666666667,287.955837906625,4,928,396,288,"Tier 4"
"51052020","U09","Boys","LG0005",1898,"TRUE",9,378.6,254.92125984252,5,843.56,303,204,"Tier 4"
"51052021","U09","Boys","LG0005",1898,"TRUE",9,361.233333333333,248.301171160423,4,843.56,361,248,"Tier 4"
"51052022","U09","Boys","LG0005",1898,"TRUE",9,399.9,293.907331185875,5,843.56,320,235,"Tier 4"
"51052023","U09","Boys","LG0005",1898,"TRUE",9,353.766666666667,240.310337628251,5,843.56,283,192,"Tier 4"
"51052024","U09","Girls","LG0005",1898,"TRUE",10,503.666666666667,344.954217370556,6,759.2,336,230,"Tier 4"
"51052025","U09","Girls","LG0005",1898,"TRUE",9,320.833333333333,237.801240753997,5,843.56,257,190,"Tier 4"
"51052026","U09","Girls","LG0005",1898,"TRUE",10,325.1,237.317813966436,5,759.2,260,190,"Tier 4"
"51052027","U19","Boys","LG0005",2113,"TRUE",9,531.066666666667,455.550833134495,4,939.11,531,456,"Tier 4"
"51052028","U19","Boys","LG0005",2263,"TRUE",9,125.066666666667,71.6316710411199,3,1005.78,167,96,"Tier 4"
"51052029","U14","Girls","LG0005",2113,"TRUE",9,343.7,229.115714228903,5,939.11,275,183,"Tier 4"
"51052030","U17","Girls","LG0005",2113,"TRUE",9,268.4,174.145490336435,4,939.11,268,174,"Tier 4"
"51052031","U15","Girls","LG0005",2113,"TRUE",9,345.733333333333,256.406336991967,5,939.11,277,205,"Tier 4"
"51052032","U15","Girls","LG0005",2113,"TRUE",9,322.666666666667,222.167541557305,4,939.11,323,222,"Tier 4"
"51052033","U19","Girls","LG0005",2263,"TRUE",10,296.466666666667,238.027419867971,3,905.2,395,317,"Tier 4"
"51052034","U16","Boys","LG0005",2113,"TRUE",9,315.233333333333,185.338870993399,5,939.11,252,148,"Tier 4"
"51052035","U19","Girls","LG0005",2263,"TRUE",9,300.566666666667,201.239759802752,4,1005.78,301,201,"Tier 4"
"51052036","U16","Girls","LG0005",2113,"TRUE",9,312.1,233.241618945359,4,939.11,312,233,"Tier 4"
"51052037","U15","Boys","LG0005",2113,"TRUE",9,196.933333333333,135.313519048755,3,939.11,263,180,"Tier 4"
"51052038","U15","Boys","LG0005",2113,"TRUE",10,533,380.330122087012,5,845.2,426,304,"Tier 4"
"51052039","U13","Girls","LG0005",2113,"TRUE",9,220.633333333333,124.772578143641,4,939.11,221,125,"Tier 4"
"51052040","U13","Girls","LG0005",2113,"TRUE",9,239.7,159.261164797582,4,939.11,240,159,"Tier 4"
"51052041","U17","Boys","LG0005",2113,"TRUE",9,305.733333333333,228.654656804263,5,939.11,245,183,"Tier 4"
"51052042","U13","Boys","LG0005",2113,"TRUE",9,335.233333333333,230.754891434025,5,939.11,268,185,"Tier 4"
"51052043","U13","Boys","LG0005",2113,"TRUE",9,323.1,242.121013282431,4,939.11,323,242,"Tier 4"
"51052044","U14","Boys","LG0005",2113,"TRUE",9,321.533333333333,233.058935814841,4,939.11,322,233,"Tier 4"
"51052045","U14","Boys","LG0005",2113,"TRUE",9,334.933333333333,214.753340491529,5,939.11,268,172,"Tier 4"
"51052046","U11","Boys","LG0006",2238,"TRUE",11,904,842.28356398632,6,813.82,603,562,"Tier 2"
"51052047","U19","Girls","LG0006",2263,"TRUE",8,260.433333333333,166.522508550068,4,1131.5,260,167,"Tier 2"
"51052048","U17","Girls","LG0006",2263,"TRUE",9,590.9,535.123628012408,5,1005.78,473,428,"Tier 2"
"51052049","U16","Girls","LG0006",2263,"TRUE",10,575.4,529.530044539887,4,905.2,575,530,"Tier 2"
"51052050","U15","Girls","LG0006",2263,"TRUE",11,878.2,836.892547522469,6,822.91,585,558,"Tier 2"
"51052051","U14","Girls","LG0006",2263,"TRUE",10,902.2,849.47407142289,6,905.2,601,566,"Tier 2"
"51052052","U13","Girls","LG0006",2263,"TRUE",11,878.2,836.892547522469,6,822.91,585,558,"Tier 2"
"51052053","U12","Girls","LG0006",2238,"TRUE",11,903.066666666667,842.540811659906,6,813.82,602,562,"Tier 2"
"51052054","U11","Girls","LG0006",2238,"TRUE",10,903.066666666667,842.540811659906,6,895.2,602,562,"Tier 2"
"51052055","U19","Girls","LG0006",2263,"TRUE",8,543.966666666667,516.135767120019,3,1131.5,725,688,"Tier 2"
"51052056","U15","Boys","LG0006",2263,"TRUE",11,880.166666666667,836.339527161378,6,822.91,587,558,"Tier 2"
"51052057","U13","Boys","LG0006",2263,"TRUE",11,891.1,838.153931042711,6,822.91,594,559,"Tier 2"
"51052058","U14","Boys","LG0006",2263,"TRUE",11,891.1,838.153931042711,6,822.91,594,559,"Tier 2"
"51052059","U12","Boys","LG0006",2238,"TRUE",11,904,842.28356398632,6,813.82,603,562,"Tier 2"
"51054001","U09","Boys","LG0003",1475,"TRUE",8,297.433333333333,233.005497892309,4,737.5,297,233,"Tier 4"
"51054002","U09","Boys","LG0003",1475,"TRUE",8,287.533333333333,222.411119064662,4,737.5,288,222,"Tier 4"
"51054003","U10","Girls","LG0003",1475,"TRUE",9,301,228.819941541398,4,655.56,301,229,"Tier 4"
"51054004","U11","Girls","LG0003",1750,"TRUE",8,363.633333333333,295.670782629444,4,875,364,296,"Tier 4"
"51054005","U09","Girls","LG0003",1475,"TRUE",8,279.033333333333,213.192456056629,4,737.5,279,213,"Tier 4"
"51054006","U10","Boys","LG0003",1475,"TRUE",8,366.633333333333,305.92340730136,4,737.5,367,306,"Tier 4"
"51054007","U11","Boys","LG0003",1750,"TRUE",8,365.966666666667,301.394854052334,4,875,366,301,"Tier 4"
"51054008","U12","Boys","LG0003",1750,"TRUE",8,351.466666666667,315.390618786288,3,875,469,421,"Tier 4"
"51054009","U12","Girls","LG0003",1750,"TRUE",8,386.9,317.324325936531,4,875,387,317,"Tier 4"
"51054010","U17","Boys","LG0005",1750,"TRUE",9,307.633333333333,218.895400858984,4,777.78,308,219,"Tier 4"
"51054011","U16","Boys","LG0005",1750,"TRUE",8,483.033333333333,392.382237731647,5,875,386,314,"Tier 4"
"51054012","U16","Girls","LG0005",1750,"TRUE",9,405.1,297.758589835362,5,777.78,324,238,"Tier 4"
"51054013","U15","Boys","LG0005",1750,"TRUE",9,329.9,256.049669927623,3,777.78,440,341,"Tier 4"
"51054014","U15","Girls","LG0005",1750,"TRUE",9,481.7,384.085689572894,5,777.78,385,307,"Tier 4"
"51054015","U14","Boys","LG0005",1750,"TRUE",9,494.666666666667,397.432742782152,5,777.78,396,318,"Tier 4"
"51054016","U14","Girls","LG0005",1750,"TRUE",9,426.266666666667,338.532967469975,4,777.78,426,339,"Tier 4"
"51054017","U14","Girls","LG0005",1750,"TRUE",9,738.6,646.65727153424,5,777.78,591,517,"Tier 4"
"51054018","U13","Boys","LG0005",1750,"TRUE",9,406.4,338.485743259365,4,777.78,406,338,"Tier 4"
"51054019","U13","Girls","LG0005",1750,"TRUE",8,664.2,568.052572973833,5,875,531,454,"Tier 4"
"51054020","U13","Girls","LG0005",1750,"TRUE",9,686,548.976477372147,5,777.78,549,439,"Tier 4"
"51054021","U12","Boys","LG0005",1995,"TRUE",9,566.5,501.485077149447,4,886.67,566,501,"Tier 4"
"51054022","U12","Girls","LG0005",1995,"TRUE",9,373.5,317.616370396882,4,886.67,374,318,"Tier 4"
"51054023","U11","Boys","LG0005",1995,"TRUE",9,522.366666666667,448.291974866778,5,886.67,418,359,"Tier 4"
"51054024","U11","Girls","LG0005",1995,"TRUE",9,749.233333333333,618.729121927941,7,886.67,428,354,"Tier 4"
"51054025","U10","Boys","LG0005",1475,"TRUE",9,444.866666666667,362.708035075161,5,655.56,356,290,"Tier 4"
"51054026","U10","Girls","LG0005",1475,"TRUE",9,379.433333333333,288.538684084944,5,655.56,304,231,"Tier 4"
"51054027","U10","Girls","LG0005",1475,"TRUE",9,379.433333333333,288.538684084944,5,655.56,304,231,"Tier 4"
"51054028","U09","Boys","LG0005",1475,"TRUE",9,566.3,460.974160900342,5,655.56,453,369,"Tier 4"
"51054029","U09","Girls","LG0005",1475,"TRUE",9,349.833333333333,271.446005328879,4,655.56,350,271,"Tier 4"
"51054030","U09","Girls","LG0005",1475,"TRUE",9,395.533333333333,319.94029865585,4,655.56,396,320,"Tier 4"
"51054031","U19","Girls","LG0006",1950,"TRUE",9,786.366666666667,660.310039370079,6,866.67,524,440,"Tier 2"
"51054032","U17","Girls","LG0006",1950,"TRUE",9,670.7,596.039131472202,5,866.67,537,477,"Tier 2"
"51054033","U16","Girls","LG0006",1950,"TRUE",10,771.066666666667,673.71922969856,6,780,514,449,"Tier 2"
"51054034","U15","Boys","LG0006",1995,"TRUE",11,783.1,674.292133937803,6,725.45,522,450,"Tier 2"
"51054035","U15","Girls","LG0006",1995,"TRUE",11,806.6,683.407649327925,6,725.45,538,456,"Tier 2"
"51054036","U14","Boys","LG0006",1995,"TRUE",11,744.6,636.441929133858,5,725.45,596,509,"Tier 2"
"51054037","U14","Girls","LG0006",1995,"TRUE",10,615.033333333333,555.993000874891,4,798,615,556,"Tier 2"
"51054038","U13","Boys","LG0006",1995,"TRUE",11,782.233333333333,675.334794798378,6,725.45,521,450,"Tier 2"
"51054039","U13","Girls","LG0006",1995,"TRUE",11,548.4,442.39640499483,5,725.45,439,354,"Tier 2"
"51054040","U12","Boys","LG0006",1995,"TRUE",11,749.133333333333,642.423248230335,5,725.45,599,514,"Tier 2"
"51054041","U12","Girls","LG0006",1995,"TRUE",11,516.066666666667,408.86348723455,4,725.45,516,409,"Tier 2"
"51054042","U11","Boys","LG0006",1995,"TRUE",11,811.433333333333,680.847600015907,6,725.45,541,454,"Tier 2"
"51054043","U11","Girls","LG0006",1995,"TRUE",10,578.366666666667,447.287839020123,5,798,463,358,"Tier 2"
"51055001","U13","Boys","LG0003",1250,"TRUE",8,309.8,202.183001272568,3,625,413,270,"Tier 4"
"51055002","U14","Boys","LG0003",1250,"TRUE",9,592.033333333333,473.240028235107,4,555.56,592,473,"Tier 4"
"51055003","U17","Girls","LG0005",1250,"TRUE",9,504,394.164330310984,4,555.56,504,394,"Tier 4"
"51056001","U10","Boys","LG0003",1200,"TRUE",8,568.466666666667,494.115614809513,4,600,568,494,"Tier 4"
"51056002","U11","Girls","LG0003",1200,"TRUE",8,606.7,526.183339298497,4,600,607,526,"Tier 4"
"51056003","U13","Boys","LG0003",1200,"TRUE",8,548.533333333333,450.770003181421,4,600,549,451,"Tier 4"
"51056004","U11","Boys","LG0003",1200,"TRUE",8,531.466666666667,476.789300485167,4,600,531,477,"Tier 4"
"51056005","U17","Boys","LG0005",1200,"TRUE",9,752.3,656.743368726637,4,533.33,752,657,"Tier 4"
"51056006","U17","Girls","LG0005",1200,"TRUE",9,805.666666666667,686.198848723455,5,533.33,645,549,"Tier 4"
"51056007","U16","Boys","LG0005",1200,"TRUE",8,388.233333333333,286.899506879822,4,600,388,287,"Tier 4"
"51056008","U16","Boys","LG0005",1200,"TRUE",9,809.733333333333,717.376769665156,4,533.33,810,717,"Tier 4"
"51056009","U16","Girls","LG0005",1200,"TRUE",9,565.133333333333,458.395470452557,4,533.33,565,458,"Tier 4"
"51056010","U15","Boys","LG0005",1200,"TRUE",9,671.233333333333,577.941074127098,4,533.33,671,578,"Tier 4"
"51056011","U15","Boys","LG0005",1200,"TRUE",9,738.666666666667,681.578332537978,4,533.33,739,682,"Tier 4"
"51056012","U15","Girls","LG0005",1200,"TRUE",9,575.466666666667,491.689781675018,4,533.33,575,492,"Tier 4"
"51056013","U14","Boys","LG0005",1200,"TRUE",9,655.6,591.756641215303,3,533.33,874,789,"Tier 4"
"51056014","U14","Girls","LG0005",1200,"TRUE",9,655.666666666667,568.406754553408,4,533.33,656,568,"Tier 4"
"51056015","U13","Boys","LG0005",1200,"TRUE",9,833.066666666667,733.019168058538,5,533.33,666,586,"Tier 4"
"51056016","U13","Girls","LG0005",1200,"TRUE",9,472.366666666667,420.804998806967,4,533.33,472,421,"Tier 4"
"51056017","U12","Boys","LG0005",1200,"TRUE",9,914.4,789.814980513799,5,533.33,732,632,"Tier 4"
"51056018","U12","Girls","LG0005",1200,"TRUE",9,456.766666666667,395.669291338583,3,533.33,609,528,"Tier 4"
"51056019","U11","Boys","LG0005",1200,"TRUE",9,757.966666666667,637.588980354728,5,533.33,606,510,"Tier 4"
"51056020","U11","Girls","LG0005",1200,"TRUE",9,836.166666666667,751.575797343514,5,533.33,669,601,"Tier 4"
"51056021","U09","Boys","LG0005",1200,"TRUE",9,847.033333333333,752.433289588801,5,533.33,678,602,"Tier 4"
"51056022","U09","Boys","LG0005",1200,"TRUE",9,851.733333333333,757.376918794242,5,533.33,681,606,"Tier 4"
"51056023","U09","Girls","LG0005",1200,"TRUE",9,731.3,583.211544579655,5,533.33,585,467,"Tier 4"
"51056024","U19","Boys","LG0005",1200,"TRUE",9,949.866666666667,816.7104111986,5,533.33,760,653,"Tier 4"
"51056025","U19","Boys","LG0005",1200,"TRUE",9,541.233333333333,481.793824067446,4,533.33,541,482,"Tier 4"
"51056026","U19","Girls","LG0005",1200,"TRUE",9,663.533333333333,564.509514435696,4,533.33,664,565,"Tier 4"
"51058019","U17","Girls","LG0007",1315,"TRUE",8,685.6,643.954306848008,4,657.5,686,644,"Tier 4"
"51058020","U16","Boys","LG0007",1315,"TRUE",8,249.666666666667,172.671597868448,4,657.5,250,173,"Tier 4"
"51058021","U17","Girls","LG0007",1315,"TRUE",8,270.633333333333,247.201344150163,3,657.5,361,330,"Tier 4"
"51058022","U15","Boys","LG0007",1515,"TRUE",8,227.566666666667,172.989739918874,4,757.5,228,173,"Tier 4"
"51058023","U15","Boys","LG0007",1515,"TRUE",8,229.966666666667,173.123956096397,4,757.5,230,173,"Tier 4"
"51058024","U15","Boys","LG0007",1515,"TRUE",8,711.433333333333,636.330082319256,4,757.5,711,636,"Tier 4"
"51058025","U14","Boys","LG0007",1515,"TRUE",8,429.933333333333,389.175962379703,4,757.5,430,389,"Tier 4"
"51058026","U14","Girls","LG0007",1515,"TRUE",8,448.333333333333,387.823858665394,4,757.5,448,388,"Tier 4"
"51058027","U13","Boys","LG0007",1515,"TRUE",8,387.866666666667,328.023095124473,4,757.5,388,328,"Tier 4"
"51058028","U10","Boys","LG0007",1265,"TRUE",8,266.566666666667,199.777052016225,4,632.5,267,200,"Tier 4"
"51058029","U19","Boys","LG0007",1225,"TRUE",8,171.533333333333,139.101397836634,3,612.5,229,185,"Tier 4"
"51058030","U16","Girls","LG0007",1315,"TRUE",8,599.666666666667,547.245337230574,4,657.5,600,547,"Tier 4"
"51058031","U16","Girls","LG0007",1315,"TRUE",8,480.566666666667,402.325419549829,4,657.5,481,402,"Tier 4"
"51058032","U14","Girls","LG0007",1515,"TRUE",8,666.2,575.771245923805,4,757.5,666,576,"Tier 4"
"51058033","U16","Girls","LG0007",1315,"TRUE",8,480.566666666667,402.325419549829,4,657.5,481,402,"Tier 4"
"51058034","U16","Boys","LG0007",1315,"TRUE",8,281.166666666667,214.251272568202,4,657.5,281,214,"Tier 4"
"51058035","U19","Boys","LG0007",1225,"TRUE",8,360.2,254.255149924441,4,612.5,360,254,"Tier 4"
"51058036","U17","Boys","LG0007",1315,"TRUE",8,206.566666666667,127.142487870834,4,657.5,207,127,"Tier 4"
"51058037","U17","Boys","LG0007",1315,"TRUE",8,559.566666666667,487.870834327527,4,657.5,560,488,"Tier 4"
"51058038","U16","Boys","LG0007",1315,"TRUE",8,450.233333333333,378.964348206474,4,657.5,450,379,"Tier 4"
"51058039","U15","Girls","LG0007",1515,"TRUE",8,506.9,479.15921021236,4,757.5,507,479,"Tier 4"
"51058040","U14","Boys","LG0007",1515,"TRUE",8,135.233333333333,82.6162709774915,4,757.5,135,83,"Tier 4"
"51058041","U13","Boys","LG0007",1515,"TRUE",8,602.066666666667,499.991300803309,4,757.5,602,500,"Tier 4"
"51058042","U13","Boys","LG0007",1515,"TRUE",8,464.2,333.675087489064,4,757.5,464,334,"Tier 4"
"51058043","U13","Girls","LG0007",1515,"TRUE",8,323.433333333333,275.391712399586,4,757.5,323,275,"Tier 4"
