"Home","Away","Age Group","Gender","Field"
"LOUD 04G White U14 Girls NCSL","VYS Fire Black U14 Girls NCSL","U14","Girls","Eastgate Park #1"
"LOUD 07B Silver U11 Boys NCSL","TCSC 07 Force Black U11 Boys NCSL","U11","Boys","Conklin Park #2"
"LOUD 06B White U12 Boys NCSL","WIN United 06B Orange U12 Boys NCSL","U12","Boys","Byrnes Ridge #4"
"LOUD 04B White U14 Boys NCSL","MCLN 2004 Boys Gold U14 Boys NCSL","U14","Boys","Eastgate Park #1"
"LOUD 07B Gray U11 Boys NCSL","TAPK Takoma Revolution White U11 Boys NCSL","U11","Boys","Conklin Park #2"
"LOUD 00B Black U18 Boys NCSL","CYA 00B Gold U18 Boys NCSL","U18","Boys","Eastgate Park #1"
"LOUD 07G White U11 Girls NCSL","SMS Spirit Academy Black U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 03B White U15 Boys NCSL","MRM Rush Black '03B Ajax U15 Boys NCSL","U15","Boys","Byrnes Ridge #5"
"LOUD 07G Silver U11 Girls NCSL","SMS Spirit Academy Red U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 00B White U18 Boys NCSL","PAC Elite 00 Navy U18 Boys NCSL","U18","Boys","Eastgate Park #1"
"LOUD 03B Silver U15 Boys NCSL","WSC Vipers F.C U15 Boys NCSL","U15","Boys","Byrnes Ridge #5"
"LOUD 06G White U12 Girls NCSL","ODFC Cesena '06 U12 Girls NCSL","U12","Girls","Byrnes Ridge #4"
"LOUD 99B Black U19 Boys NCSL","PAC Elite 99 Navy U19 Boys NCSL","U19","Boys","Eastgate Park #1"
"LOUD 03G White U15 Girls NCSL","MRM Rush Fire '03G U15 Girls NCSL","U15","Girls","Byrnes Ridge #5"
"LOUD 02G White U16 Girls NCSL","WBSC Strikers 02G White U16 Girls NCSL","U16","Girls","Byrnes Ridge #5"
"LOUD 01G Black U17 Girls NCSL","ODFC Cesena '01 U17 Girls NCSL","U17","Girls","Riverside HS Stadium"
"LOUD 08G Silver U10 Girls NCSL","REST 08 Blue U10 Girls NCSL","U10","Girls","Byrnes Ridge #4"
"LOUD 00B White U18 Boys NCSL","SCAA United 00B Premier U18 Boys NCSL","U18","Boys","Byrnes Ridge #5"
"LOUD 01B White U17 Boys NCSL","MSI Wolves U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 05B White U13 Boys NCSL","SYC Lions 05 Orange U13 Boys NCSL","U13","Boys","Byrnes Ridge #5"
"LOUD 99B Black U19 Boys NCSL","WIN United 99B Orange U19 Boys NCSL","U19","Boys","Riverside HS Stadium"
"LOUD 05B Silver U13 Boys NCSL","ABGC AUFC 05 United U13 Boys NCSL","U13","Boys","Byrnes Ridge #5"
"LOUD 02B White U16 Boys NCSL","PWSI Boys 2002 Red U16 Boys NCSL","U16","Boys","Riverside HS Stadium"
"LOUD 04B White U14 Boys NCSL","REST 04 Green U14 Boys NCSL","U14","Boys","Byrnes Ridge #5"
"LOUD 03B White U15 Boys NCSL","OLNY Rangers Red U15 Boys NCSL","U15","Boys","Riverside HS Stadium"
"LOUD 09B Silver U09 Boys NCSL","PAC Elite 09 Navy U09 Boys NCSL","U09","Boys","Conklin Park #3"
"LOUD 02B White U16 Boys NCSL","VYS Lightning Black U16 Boys NCSL","U16","Boys","Eastgate Park #1"
"LOUD 09G Silver U09 Girls NCSL","ARL 09G Blue U09 Girls NCSL","U09","Girls","Conklin Park #3"
"LOUD 08B Silver U10 Boys NCSL","FRED FC Frederick '08 White U10 Boys NCSL","U10","Boys","Conklin Park #3"
"LOUD 00G Black U18 Girls NCSL","CYA 00G Purple U18 Girls NCSL","U18","Girls","Eastgate Park #1"
"LOUD 02B Silver U16 Boys NCSL","VSA 02B Academy Select Red U16 Boys NCSL","U16","Boys","Eastgate Park #1"
"LOUD 02G White U16 Girls NCSL","TAPK Takoma Wave U16 Girls NCSL","U16","Girls","Eastgate Park #1"
"LOUD 01B Black U17 Boys NCSL","PWSI Boys 2001 Red U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 08B Silver U10 Boys NCSL","BAC Express U10 Boys NCSL","U10","Boys","Conklin Park #3"
"LOUD 01B White U17 Boys NCSL","MCLN 2001 Boys Gold U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 09G Silver U09 Girls NCSL","VYS 09G White U09 Girls NCSL","U09","Girls","Conklin Park #3"
"LOUD 01G Black U17 Girls NCSL","NVSC Jr Majestics 01G NCSL U17 Girls NCSL","U17","Girls","Riverside HS Stadium"
"LOUD 06B White U12 Boys NCSL","REST 06 Green U12 Boys NCSL","U12","Boys","Byrnes Ridge #4"
"LOUD 07B Silver U11 Boys NCSL","SAC United White U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 05B Silver U13 Boys NCSL","SAC United White U13 Boys NCSL","U13","Boys","Byrnes Ridge #5"
"LOUD 02B White U16 Boys NCSL","MCLN 2002 Boys Gold U16 Boys NCSL","U16","Boys","Eastgate Park #1"
"LOUD 05G Silver U13 Girls NCSL","CPSA CSC Comets 05G U13 Girls NCSL","U13","Girls","Riverside HS Stadium"
"LOUD 00B Black U18 Boys NCSL","FSCI Phoenix Orange U18 Boys U18 Boys NCSL","U18","Boys","Byrnes Ridge #5"
"LOUD 02B Silver U16 Boys NCSL","ODFC Cesena '02 White U16 Boys NCSL","U16","Boys","Eastgate Park #1"
"LOUD 00G Black U18 Girls NCSL","NVSC United 00G NCSL U18 Girls NCSL","U18","Girls","Riverside HS Stadium"
"LOUD 01B Black U17 Boys NCSL","CALV CSA 2001 U17 Boys NCSL","U17","Boys","Eastgate Park #1"
"LOUD 05B Silver U13 Boys NCSL","AUSC U13 Boys U13 Boys NCSL","U13","Boys","Eastgate Park #1"
"LOUD 05G White U13 Girls NCSL","ABGC United Black U13 Girls NCSL","U13","Girls","Eastgate Park #1"
"LOUD 04G White U14 Girls NCSL","ALEX 04 Girls White U14 Girls NCSL","U14","Girls","Eastgate Park #1"
"LOUD 00B Black U18 Boys NCSL","SDor BFC Barca '00 Premier U18 Boys NCSL","U18","Boys","Riverside HS Stadium"
"LOUD 09B Silver U09 Boys NCSL","BAC Wolverines U09 Boys NCSL","U09","Boys","Conklin Park #3"
"LOUD 06B Silver U12 Boys NCSL","VYS 06B Black U12 Boys NCSL","U12","Boys","Byrnes Ridge #4"
"LOUD 06G White U12 Girls NCSL","OLNY Strikers Blue U12 Girls NCSL","U12","Girls","Byrnes Ridge #4"
"LOUD 02B Silver U16 Boys NCSL","WIN United 02B Blue U16 Boys NCSL","U16","Boys","Riverside HS Stadium"
"LOUD 06B White U12 Boys NCSL","MSI MSC Academy 06 Green U12 Boys NCSL","U12","Boys","Byrnes Ridge #4"
"LOUD 03G White U15 Girls NCSL","SAC United White U15 Girls NCSL","U15","Girls","Riverside HS Stadium"
"LOUD 07B White U11 Boys NCSL","PWSI Boys 2007 Red U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 07B Silver U11 Boys NCSL","SYC Lions 07 Orange U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 07B Gray U11 Boys NCSL","WIN United 07B Orange U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 02B Silver U16 Boys NCSL","BRYC Elite Academy U16 Black U16 Boys NCSL","U16","Boys","Eastgate Park #1"
"LOUD 06B Silver U12 Boys NCSL","CFC 06B Red (Red Stars) U12 Boys NCSL","U12","Boys","Byrnes Ridge #4"
"LOUD 08G Silver U10 Girls NCSL","BAC Badgers U10 Girls NCSL","U10","Girls","Conklin Park #3"
"LOUD 07B White U11 Boys NCSL","TSC Benfica U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 05B White U13 Boys NCSL","PAC Elite 05 White U13 Boys NCSL","U13","Boys","Eastgate Park #1"
"LOUD 09G Silver U09 Girls NCSL","WIN United 09G Orange U09 Girls NCSL","U09","Girls","Conklin Park #3"
"LOUD 99B Black U19 Boys NCSL","LFC Rangers U19 Boys NCSL","U19","Boys","Riverside HS Stadium"
"LOUD 08B Silver U10 Boys NCSL","A3 Lions (White) U10 Boys NCSL","U10","Boys","Conklin Park #3"
"LOUD 07G White U11 Girls NCSL","SAC United Blue U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 03G White U15 Girls NCSL","CFC 03G Red U15 Girls NCSL","U15","Girls","Eastgate Park #1"
"LOUD 00G Black U18 Girls NCSL","FSCI Phoenix Orange U18 Girls U18 Girls NCSL","U18","Girls","Riverside HS Stadium"
"LOUD 07G Silver U11 Girls NCSL","SAC United White U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 03B Silver U15 Boys NCSL","WSC Vipers F.C U15 Boys NCSL","U15","Boys","Eastgate Park #1"
"LOUD 00B White U18 Boys NCSL","ASA Wolves 99 (NB9940) U18 Boys NCSL","U18","Boys","Riverside HS #2"
"LOUD 01B Black U17 Boys NCSL","SMS Wolf Pack U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 06G White U12 Girls NCSL","ALEX 06 Girls White U12 Girls NCSL","U12","Girls","Byrnes Ridge #4"
"LOUD 04G White U14 Girls NCSL","SCAA Green 04G U14 Girls NCSL","U14","Girls","Byrnes Ridge #5"
"LOUD 04B White U14 Boys NCSL","LFC Force U14 Boys NCSL","U14","Boys","Riverside HS #2"
"LOUD 03B White U15 Boys NCSL","LFC Revolution U15 Boys NCSL","U15","Boys","Eastgate Park #1"
"LOUD 06G Silver U12 Girls NCSL","AUSC 06G Black U12 Girls NCSL","U12","Girls","Byrnes Ridge #4"
"LOUD 05B Silver U13 Boys NCSL","BAC Fusion White U13 Boys NCSL","U13","Boys","Byrnes Ridge #5"
"LOUD 02G White U16 Girls NCSL","STAF Revolution 01G White U16 Girls NCSL","U16","Girls","Riverside HS Stadium"
"LOUD 07B Gray U11 Boys NCSL","SYA Cardinals '07 Black U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 05G White U13 Girls NCSL","MSI Academy Green U13 Girls NCSL","U13","Girls","Byrnes Ridge #5"
"LOUD 09B Silver U09 Boys NCSL","VIST Legend U09 Boys NCSL","U09","Boys","Conklin Park #3"
"LOUD 08G Silver U10 Girls NCSL","PAC Gold 08 U10 Girls NCSL","U10","Girls","Conklin Park #3"
"LOUD 05B White U13 Boys NCSL","STAF Revolution 05B White U13 Boys NCSL","U13","Boys","Eastgate Park #1"
"LOUD 03B Silver U15 Boys NCSL","ABGC Annandale United FC 03 Red U15 Boys NCSL","U15","Boys","Eastgate Park #1"
"LOUD 06B Silver U12 Boys NCSL","DCST White Metros U12 Boys NCSL","U12","Boys","Byrnes Ridge #4"
"LOUD 08G Silver U10 Girls NCSL","RUSH Academy White 08G U10 Girls NCSL","U10","Girls","Conklin Park #3"
"LOUD 03B White U15 Boys NCSL","TAFC Team America All Stars 2003 U15 Boys NCSL","U15","Boys","Riverside HS Stadium"
"LOUD 06G White U12 Girls NCSL","BETH Academy Orange 06 U12 Girls NCSL","U12","Girls","Byrnes Ridge #4"
"LOUD 07B White U11 Boys NCSL","BETH Blue 07 U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 04G White U14 Girls NCSL","DCST White Metros U14 Girls NCSL","U14","Girls","Riverside HS Stadium"
"LOUD 07G White U11 Girls NCSL","ARL 07G Blue U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 00B White U18 Boys NCSL","SYC Lions 00 Orange U18 Boys NCSL","U18","Boys","Riverside HS Stadium"
"LOUD 07G Silver U11 Girls NCSL","ARL 07G Black U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 03G White U15 Girls NCSL","CPSA CSC Comets 03G U15 Girls NCSL","U15","Girls","Riverside HS Stadium"
"LOUD 07B Gray U11 Boys NCSL","DCST White Metros U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 05G White U13 Girls NCSL","BRYC Elite Academy U13 Black U13 Girls NCSL","U13","Girls","Riverside HS Stadium"
"LOUD 07B White U11 Boys NCSL","FRED FC Frederick '07 Black U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 07B Silver U11 Boys NCSL","BAC United FC U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 05B White U13 Boys NCSL","RUSH Nero 05B U13 Boys NCSL","U13","Boys","Eastgate Park #1"
"LOUD 99B Black U19 Boys NCSL","SYC Cyclones 99 Blue U19 Boys NCSL","U19","Boys","Riverside HS Stadium"
"LOUD 05G White U13 Girls NCSL","MSI Academy Gold U13 Girls NCSL","U13","Girls","Byrnes Ridge #5"
"LOUD 07B Gray U11 Boys NCSL","STER FC Orange '07 U11 Boys NCSL","U11","Boys","Byrnes Ridge #4"
"LOUD 05G Silver U13 Girls NCSL","MRM Rush 05G Coyotes U13 Girls NCSL","U13","Girls","Eastgate Park #1"
"LOUD 03B Silver U15 Boys NCSL","BRYC Elite Academy U15 Silver U15 Boys NCSL","U15","Boys","Byrnes Ridge #5"
"LOUD 00G Black U18 Girls NCSL","CPSA CSC Comets 00G U18 Girls NCSL","U18","Girls","Riverside HS Stadium"
"LOUD 07G White U11 Girls NCSL","OLNY Elite Blue U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 09B Silver U09 Boys NCSL","REST 09 Blue U09 Boys NCSL","U09","Boys","Conklin Park #3"
"LOUD 03B White U15 Boys NCSL","POT Black 03 U15 Boys NCSL","U15","Boys","Byrnes Ridge #5"
"LOUD 01B Black U17 Boys NCSL","ARL 01B White U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 05B Silver U13 Boys NCSL","ASA Rampage 05 U13 Boys NCSL","U13","Boys","Eastgate Park #1"
"LOUD 07G Silver U11 Girls NCSL","OLNY Mustangs U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 08B Silver U10 Boys NCSL","FSCI Phoenix Orange U10 boys U10 Boys NCSL","U10","Boys","Conklin Park #3"
"LOUD 04B White U14 Boys NCSL","VYS Vipers White U14 Boys NCSL","U14","Boys","Eastgate Park #1"
"LOUD 06G Silver U12 Girls NCSL","PWSI Girls 2006 Red U12 Girls NCSL","U12","Girls","Byrnes Ridge #4"
"LOUD 02G White U16 Girls NCSL","CHAN Spirit 02 Academy U16 Girls NCSL","U16","Girls","Riverside HS Stadium"
"LOUD 09G Silver U09 Girls NCSL","GRFL 09G Fire White U09 Girls NCSL","U09","Girls","Conklin Park #3"
"LOUD 04G White U14 Girls NCSL","PAC Cosmos U14 Girls NCSL","U14","Girls","Eastgate Park #1"
"LOUD 09G Silver U09 Girls NCSL","GSC Spirit Red 09 U09 Girls NCSL","U09","Girls","Lyndora #2A"
"LOUD 07G White U11 Girls NCSL","A3 Blues U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 01B White U17 Boys NCSL","NVSC United 01B NCSL U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 03B Silver U15 Boys NCSL","CHAN United 03 U15 Boys NCSL","U15","Boys","Riverside HS #2"
"LOUD 02B White U16 Boys NCSL","SYC Lions 02 Orange U16 Boys NCSL","U16","Boys","Riverside HS Stadium"
"LOUD 08G Silver U10 Girls NCSL","SCAA Green 08G U10 Girls NCSL","U10","Girls","Evergreen Sportsplex #4B"
"LOUD 07G Silver U11 Girls NCSL","A3 Rangers U11 Girls NCSL","U11","Girls","Byrnes Ridge #4"
"LOUD 09B Silver U09 Boys NCSL","ABGC AUFC 09 Red U09 Boys NCSL","U09","Boys","Evergreen Sportsplex #4B"
"LOUD 00B White U18 Boys NCSL","TAPK Takoma Ambush U18 Boys NCSL","U18","Boys","Riverside HS Stadium"
"LOUD 05G Silver U13 Girls NCSL","ARL 05G Black U13 Girls NCSL","U13","Girls","Riverside HS #2"
"LOUD 06B White U12 Boys NCSL","ABGC Annandale United FC 06 Red U12 Boys NCSL","U12","Boys","Loudoun Soccer Park #2A/B"
"LOUD 09G Silver U09 Girls NCSL","VSA 09G Jr Academy Lloyd U09 Girls NCSL","U09","Girls","Evergreen Sportsplex #4B"
"LOUD 07B Gray U11 Boys NCSL","AUSC Boys 07 Thunder U11 Boys NCSL","U11","Boys","Loudoun Soccer Park #2A/B"
"LOUD 02G White U16 Girls NCSL","NVSC Hybrid 02G U16 Girls NCSL","U16","Girls","Riverside HS Stadium"
"LOUD 01G Black U17 Girls NCSL","ARL 01G White U17 Girls NCSL","U17","Girls","Riverside HS Stadium"
"LOUD 08B Silver U10 Boys NCSL","VYS '08B White U10 Boys NCSL","U10","Boys","Loudoun Soccer Park #2C/D"
"LOUD 01G Black U17 Girls NCSL","WBSC Strikers 01G Blue U17 Girls NCSL","U17","Girls","Riverside HS Stadium"
"LOUD 06B White U12 Boys NCSL","TAFC Team America Academy 2006 U12 Boys NCSL","U12","Boys","Loudoun Soccer Park #2C/D"
"LOUD 04B White U14 Boys NCSL","SAC United Gold U14 Boys NCSL","U14","Boys","Riverside HS #2"
"LOUD 01B White U17 Boys NCSL","VSA 01B Academy Select U17 Boys NCSL","U17","Boys","Riverside HS Stadium"
"LOUD 06G Silver U12 Girls NCSL","TCSC 06 Phoenix Black U12 Girls NCSL","U12","Girls","Loudoun Soccer Park #2C/D"
"LOUD 05B White U13 Boys NCSL","STER FC Elite Black '05 Lions U13 Boys NCSL","U13","Boys","Riverside HS #2"
"LOUD 03B White U15 Boys NCSL","PAC Elite 03 Navy U15 Boys NCSL","U15","Boys","Riverside HS Stadium"
"LOUD 05G Silver U13 Girls NCSL","PAC Gold 05 U13 Girls NCSL","U13","Girls","Riverside HS #2"
"LOUD 99B Black U19 Boys NCSL","STAF Revolution 99B Blue U19 Boys NCSL","U19","Boys","Riverside HS Stadium"
"LOUD 00B Black U18 Boys NCSL","NVSC United 00B NCSL U18 Boys NCSL","U18","Boys","Riverside HS Stadium"
"MCLN 2001 Girls White U17 Girls NCSL","VIST Freedom FC U17 Girls NCSL","U17","Girls","Lewinsville Park #2"
"MCLN 2002 Boys Gold U16 Boys NCSL","ODFC Cesena '02 Black U16 Boys NCSL","U16","Boys","Lewinsville Park #2"
"MCLN 2004 Boys Gold U14 Boys NCSL","SAC United Gold U14 Boys NCSL","U14","Boys","Linway Terrace Park #1"
"MCLN 2000 Boys White U18 Boys NCSL","ODFC Force U18 Boys NCSL","U18","Boys","Lewinsville Park #2"
"MCLN 2006 Girls Silver U12 Girls NCSL","VYS 06G Black U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2006 Boys Gold U12 Boys NCSL","SAC United Blue U12 Boys NCSL","U12","Boys","Police Field RF #1"
"MCLN 1999 Girls White U19 Girls NCSL","STER FC Elite Black '99 U19 Girls NCSL","U19","Girls","Linway Terrace Park #1"
"MCLN 2001 Boys White U17 Boys NCSL","ASA DMV United 01 U17 Boys NCSL","U17","Boys","Lewinsville Park #2"
"MCLN 2009 Boys Silver U09 Boys NCSL","VIST FC Stars U09 Boys NCSL","U09","Boys","Police Field RF #1"
"MCLN 2001 Boys White U17 Boys NCSL","PAC Elite 01 Navy U17 Boys NCSL","U17","Boys","Spring Hill Rec Center #5"
"MCLN 2007 Girls Gold U11 Girls NCSL","ASA Tigresse 07 U11 Girls NCSL","U11","Girls","Police Field RF #1"
"MCLN 2006 Boys Gold U12 Boys NCSL","CYA 06B Gold U12 Boys NCSL","U12","Boys","Spring Hill #5A"
"MCLN 2006 Girls Gold U12 Girls NCSL","VYS 06G White U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2008 Boys Silver U10 Boys NCSL","SYC Lions 08 Black U10 Boys NCSL","U10","Boys","Police Field RF #1"
"MCLN 2006 Girls Silver U12 Girls NCSL","A3 Blackpool U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 1999 Girls White U19 Girls NCSL","STAF Revolution 99G Blue U19 Girls NCSL","U19","Girls","Linway Terrace Park #1"
"MCLN 2006 Girls Gold U12 Girls NCSL","GRFL 06G Spurs White U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2004 Boys Gold U14 Boys NCSL","REST 04 Green U14 Boys NCSL","U14","Boys","Linway Terrace Park #1"
"MCLN 2002 Boys Gold U16 Boys NCSL","ASA FC Atletico Juvenil 02 U16 Boys NCSL","U16","Boys","Spring Hill Rec Center #5"
"MCLN 2001 Girls White U17 Girls NCSL","PWSI Girls 2001 Pride U17 Girls NCSL","U17","Girls","Lewinsville Park #2"
"MCLN 2009 Boys Silver U09 Boys NCSL","VIST Legend U09 Boys NCSL","U09","Boys","Police Field RF #1"
"MCLN 2008 Boys Silver U10 Boys NCSL","FWSA ES Atleticos U10 Boys NCSL","U10","Boys","Police Field RF #1"
"MCLN 2001 Boys Gold U17 Boys NCSL","NVSC United 01B NCSL U17 Boys NCSL","U17","Boys","Lewinsville Park #2"
"MCLN 2007 Girls Gold U11 Girls NCSL","MSI MSC Academy White U11 Girls NCSL","U11","Girls","Police Field RF #1"
"MCLN 2007 Boys Silver U11 Boys NCSL","PWSI Boys 2007 White U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2000 Boys White U18 Boys NCSL","CALV EAGLES UNITED 00 U18 Boys NCSL","U18","Boys","Lewinsville Park #2"
"MCLN 2001 Girls White U17 Girls NCSL","POT Black Blaze 01 U17 Girls NCSL","U17","Girls","Linway Terrace Park #1"
"MCLN 2006 Boys Gold U12 Boys NCSL","CSA United 06B U12 Boys NCSL","U12","Boys","Police Field RF #1"
"MCLN 2005 Boys Gold U13 Boys NCSL","FPYC United Blue 05 U13 Boys NCSL","U13","Boys","Linway Terrace Park #1"
"MCLN 2002 Boys Gold U16 Boys NCSL","SYC Lions 02 Orange U16 Boys NCSL","U16","Boys","Lewinsville Park #2"
"MCLN 2006 Girls Gold U12 Girls NCSL","SYC Pride 06 Orange U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2009 Boys Silver U09 Boys NCSL","PAC Elite 09 Navy U09 Boys NCSL","U09","Boys","Police Field RF #1"
"MCLN 2007 Boys Silver U11 Boys NCSL","OLNY Rangers White U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2007 Boys Gold U11 Boys NCSL","VYS 07B White U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2001 Boys Gold U17 Boys NCSL","FPYC Eagles Gold U17 Boys NCSL","U17","Boys","Spring Hill Rec Center #5"
"MCLN 1999 Girls White U19 Girls NCSL","ABGC X-Treme U19 Girls NCSL","U19","Girls","Linway Terrace Park #1"
"MCLN 2007 Boys Gold U11 Boys NCSL","SAC United White U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2002 Boys Gold U16 Boys NCSL","HERN Argentinos Red U16 Boys NCSL","U16","Boys","Linway Terrace Park #1"
"MCLN 2001 Girls White U17 Girls NCSL","WIN United 01G Orange U17 Girls NCSL","U17","Girls","Spring Hill Rec Center #5"
"MCLN 2006 Girls Gold U12 Girls NCSL","DCST Black Metros U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2007 Girls Gold U11 Girls NCSL","GSC Spirit Red 07 U11 Girls NCSL","U11","Girls","Police Field RF #1"
"MCLN 2009 Boys Silver U09 Boys NCSL","ABGC AUFC 09 Red U09 Boys NCSL","U09","Boys","Police Field RF #1"
"MCLN 2007 Boys Silver U11 Boys NCSL","ARL 07B Blue U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2006 Girls Silver U12 Girls NCSL","TAPK Takoma United U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 1999 Girls White U19 Girls NCSL","SYC Storm 99 Blue U19 Girls NCSL","U19","Girls","Lewinsville Park #2"
"MCLN 2006 Girls Silver U12 Girls NCSL","ABGC AUFC 06 Red U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2007 Boys Gold U11 Boys NCSL","BAC United FC U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2007 Boys Silver U11 Boys NCSL","A3 Everton U11 Boys NCSL","U11","Boys","Police Field RF #1"
"MCLN 2001 Girls White U17 Girls NCSL","DCST Red Metros U17 Girls NCSL","U17","Girls","Lewinsville Park #2"
"MCLN 2001 Boys Gold U17 Boys NCSL","MSI Wolves U17 Boys NCSL","U17","Boys","Spring Hill Rec Center USSF Field # 2"
"MCLN 2000 Boys White U18 Boys NCSL","SMS Dynamo Classic U18 Boys NCSL","U18","Boys","Linway Terrace Park #1"
"MCLN 2001 Boys White U17 Boys NCSL","CYA 01B Gold U17 Boys NCSL","U17","Boys","Linway Terrace Park #1"
"MCLN 2006 Girls Gold U12 Girls NCSL","MSI Academy White 06 (Storm) U12 Girls NCSL","U12","Girls","Police Field RF #1"
"MCLN 2005 Boys Gold U13 Boys NCSL","PAC Elite 05 Navy U13 Boys NCSL","U13","Boys","Linway Terrace Park #1"
"MCLN 2002 Boys Gold U16 Boys NCSL","PWSI Boys 2002 Red U16 Boys NCSL","U16","Boys","Spring Hill Rec Center USSF Field # 2"
