"Home","Away","Age.Group","Field","Gender"
"LMVSC 2008 U10 Female CCL","Arlington 2008 U10 Female CCL","U10","Lee District Park (LDP) #Right","Girls"
"NVSC 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Hellwig Park #8A","Boys"
"NVSC 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Hellwig Park #8A","Boys"
"NVSC 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Hellwig Park #8B","Girls"
"Ellicott City 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Chapelgate Christian Academy #Back #4","Boys"
"DC Stoddert 2008 U10 Male CCL","SYC 2008 U10 Male CCL","U10","Maryland SoccerPlex #9a","Boys"
"DC Stoddert 2008 U10 Male CCL","SYC 2008 U10 Male CCL","U10","Ft. Stevens","Boys"
"DC Stoddert 2008 U10 Female CCL","SYC 2008 U10 Female CCL","U10","Maryland SoccerPlex #9b","Girls"
"DC Stoddert 2008 U10 Female CCL","SYC 2008 U10 Female CCL","U10","Ft. Stevens","Girls"
"LMVSC 2009 U09 Male CCL","Arlington 2009 U09 Male CCL","U09","Lee District Park (LDP) #Left","Boys"
"NVSC 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Hellwig Park #8A","Boys"
"DC Stoddert 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09","Maryland SoccerPlex #9a","Boys"
"Ellicott City 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Chapelgate Christian Academy #Back #4","Boys"
"LMVSC 2009 U09 Female CCL","Arlington 2009 U09 Female CCL","U09","Lee District Park (LDP) #Right","Girls"
"NVSC 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Hellwig Park #8B","Girls"
"DC Stoddert 2009 U09 Female CCL","SYC 2009 U09 Female CCL","U09","Maryland SoccerPlex #9b","Girls"
"Ellicott City 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Chapelgate Christian Academy #Back #4","Boys"
"LMVSC 2009 U09 Male CCL","Arlington 2009 U09 Male CCL","U09","Lee District Park (LDP) #Left","Boys"
"LMVSC 2009 U09 Female CCL","Arlington 2009 U09 Female CCL","U09","Lee District Park (LDP) #Right","Girls"
"LMVSC 2009 U09 Male CCL","Arlington 2009 U09 Male CCL","U09","Lee District Park (LDP) #Left","Boys"
"LMVSC 2009 U09 Female CCL","Arlington 2009 U09 Female CCL","U09","Lee District Park (LDP) #Right","Girls"
"NVSC 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Hellwig Park #8A","Boys"
"NVSC 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Hellwig Park #8A","Boys"
"NVSC 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Hellwig Park #8B","Girls"
"DC Stoddert 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09","Maryland SoccerPlex #9a","Boys"
"DC Stoddert 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09","Ft. Stevens","Boys"
"DC Stoddert 2009 U09 Female CCL","SYC 2009 U09 Female CCL","U09","Maryland SoccerPlex #9b","Girls"
"LMVSC 1999 U19 Male CCL","Beach FC 1999 U19 Male CCL","U19","West Potomac High School Stadium #Stadium","Boys"
"Virginia Legacy 1999 U19 Male CCL","Loudoun 1999 U19 Male CCL","U19","Warhill Sports Complex #Turf 6","Boys"
"Arlington 1999 U19 Male CCL","SOCA 1999 U19 Male CCL","U19","Washington-Lee High School Stadium","Boys"
"Roanoke Star 1999 U19 Male CCL","NVSC 1999 U19 Male CCL","U19","Countryside #Carilion","Boys"
"Fredericksburg FC 1999 U19 Male CCL","McLean 1999 U19 Male CCL","U19","FFC Park #11","Boys"
"LMVSC 1999 U19 Female CCL","Beach FC 1999 U19 Female CCL","U19","West Potomac High School Stadium #Stadium","Girls"
"Virginia Legacy 1999 U19 Female CCL","Loudoun 1999 U19 Female CCL","U19","Warhill Sports Complex #Turf 5","Girls"
"Arlington 1999 U19 Female CCL","SOCA 1999 U19 Female CCL","U19","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Roanoke Star 1999 U19 Female CCL","NVSC 1999 U19 Female CCL","U19","Countryside #McLeod","Girls"
"Fredericksburg FC 1999 U19 Female CCL","McLean 1999 U19 Female CCL","U19",,"Girls"
"LMVSC 2000 U18 Male CCL","Beach FC 2000 U18 Male CCL","U18","West Potomac High School Stadium #Stadium","Boys"
"Virginia Legacy 2000 U18 Male CCL","Loudoun 2000 U18 Male CCL","U18","Warhill Sports Complex #Turf 5","Boys"
"Arlington 2000 U18 Male CCL","SOCA 2000 U18 Male CCL","U18","Washington-Lee High School Stadium","Boys"
"Roanoke Star 2000 U18 Male CCL","NVSC 2000 U18 Male CCL","U18",,"Boys"
"Fredericksburg FC 2000 U18 Male CCL","McLean 2000 U18 Male CCL","U18","FFC Park #11","Boys"
"LMVSC 2000 U18 Female CCL","Beach FC 2000 U18 Female CCL","U18","Lee District Park (LDP) #Turf","Girls"
"Virginia Legacy 2000 U18 Female CCL","Loudoun 2000 U18 Female CCL","U18","Warhill Sports Complex #Turf 5","Girls"
"Arlington 2000 U18 Female CCL","SOCA 2000 U18 Female CCL","U18","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Roanoke Star 2000 U18 Female CCL","NVSC 2000 U18 Female CCL","U18",,"Girls"
"Fredericksburg FC 2000 U18 Female CCL","McLean 2000 U18 Female CCL","U18","FFC Park #12","Girls"
"Virginia Legacy 2001 U17 Male CCL","Loudoun 2001 U17 Male CCL","U17","Warhill Sports Complex #Turf 5","Boys"
"Arlington 2001 U17 Male CCL","SOCA 2001 U17 Male CCL","U17","Washington-Lee High School Stadium","Boys"
"Roanoke Star 2001 U17 Male CCL","NVSC 2001 U17 Male CCL","U17","Countryside #Advance Auto","Boys"
"Fredericksburg FC 2001 U17 Male CCL","McLean 2001 U17 Male CCL","U17","FFC Park #11","Boys"
"LMVSC 2001 U17 Female CCL","Beach FC 2001 U17 Female CCL","U17","Lee District Park (LDP) #Turf","Girls"
"Virginia Legacy 2001 U17 Female CCL","Loudoun 2001 U17 Female CCL","U17","Warhill Sports Complex #Turf 6","Girls"
"Arlington 2001 U17 Female CCL","SOCA 2001 U17 Female CCL","U17","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Roanoke Star 2001 U17 Female CCL","NVSC 2001 U17 Female CCL","U17","Countryside #Carilion","Girls"
"Fredericksburg FC 2001 U17 Female CCL","McLean 2001 U17 Female CCL","U17","FFC Park #12","Girls"
"LMVSC 2002 U16 Male CCL","Beach FC 2002 U16 Male CCL","U16","Edison High School (EHS) #Stadium","Boys"
"Virginia Legacy 2002 U16 Male CCL","Loudoun 2002 U16 Male CCL","U16","Warhill Sports Complex #Turf 5","Boys"
"Arlington 2002 U16 Male CCL","SOCA 2002 U16 Male CCL","U16","Long Bridge Park #3","Boys"
"Roanoke Star 2002 U16 Male CCL","NVSC 2002 U16 Male CCL","U16","Countryside #Advance Auto","Boys"
"Fredericksburg FC 2002 U16 Male CCL","McLean 2002 U16 Male CCL","U16",,"Boys"
"LMVSC 2002 U16 Female CCL","Beach FC 2002 U16 Female CCL","U16","Lee District Park (LDP) #Turf","Girls"
"Virginia Legacy 2002 U16 Female CCL","Loudoun 2002 U16 Female CCL","U16","Warhill Sports Complex #Turf 6","Girls"
"Arlington 2002 U16 Female CCL","SOCA 2002 U16 Female CCL","U16","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Roanoke Star 2002 U16 Female CCL","NVSC 2002 U16 Female CCL","U16","Countryside #McLeod","Girls"
"Fredericksburg FC 2002 U16 Female CCL","McLean 2002 U16 Female CCL","U16","FFC Park #12","Girls"
"Fredericksburg FC 2003 U15 Male CCL","DC Stoddert 2003 U15 Male CCL","U15","FFC Park #12","Boys"
"Ellicott City 2003 U15 Male CCL","FC Richmond 2003 U15 Male CCL","U15","River Hill HS #Stadium Turf","Boys"
"McLean 2003 U15 Male CCL","Potomac 2003 U15 Male CCL","U15","Spring Hill Recreation Center #2","Boys"
"FC Frederick 2003 U15 Male CCL","SYA 2003 U15 Male CCL","U15","Middletown High School #Stadium","Boys"
"Arlington 2003 U15 Male CCL","SOCA 2003 U15 Male CCL","U15","Long Bridge Park #3","Boys"
"LMVSC 2003 U15 Male CCL","Beach FC 2003 U15 Male CCL","U15","Edison High School (EHS) #Lower","Boys"
"Virginia Legacy 2003 U15 Male CCL","Loudoun 2003 U15 Male CCL","U15","Warhill Sports Complex #Turf 6","Boys"
"Fredericksburg FC 2003 U15 Female CCL","DC Stoddert 2003 U15 Female CCL","U15","FFC Park #11","Girls"
"Ellicott City 2003 U15 Female CCL","FC Richmond 2003 U15 Female CCL","U15","River Hill HS #Stadium Turf","Girls"
"McLean 2003 U15 Female CCL","Potomac 2003 U15 Female CCL","U15","Spring Hill Recreation Center #5","Girls"
"FC Frederick 2003 U15 Female CCL","SYA 2003 U15 Female CCL","U15","Urbana High School #Stadium","Girls"
"Arlington 2003 U15 Female CCL","SOCA 2003 U15 Female CCL","U15","Long Bridge Park #4","Girls"
"LMVSC 2003 U15 Female CCL","Beach FC 2003 U15 Female CCL","U15","Edison High School (EHS) #Stadium","Girls"
"Virginia Legacy 2003 U15 Female CCL","Loudoun 2003 U15 Female CCL","U15","Warhill Sports Complex #Turf 6","Girls"
"Fredericksburg FC 2004 U14 Male CCL","DC Stoddert 2004 U14 Male CCL","U14","FFC Park #13","Boys"
"Ellicott City 2004 U14 Male CCL","FC Richmond 2004 U14 Male CCL","U14","River Hill HS #Stadium Turf","Boys"
"McLean 2004 U14 Male CCL","Potomac 2004 U14 Male CCL","U14","Spring Hill Recreation Center #5","Boys"
"FC Frederick 2004 U14 Male CCL","SYA 2004 U14 Male CCL","U14","Urbana High School #Stadium","Boys"
"Arlington 2004 U14 Male CCL","SOCA 2004 U14 Male CCL","U14","Long Bridge Park #3","Boys"
"LMVSC 2004 U14 Male CCL","Beach FC 2004 U14 Male CCL","U14","Edison High School (EHS) #Lower","Boys"
"Virginia Legacy 2004 U14 Male CCL","Loudoun 2004 U14 Male CCL","U14","Warhill Sports Complex #Grass 8","Boys"
"Fredericksburg FC 2004 U14 Female CCL","DC Stoddert 2004 U14 Female CCL","U14","FFC Park #13","Girls"
"Ellicott City 2004 U14 Female CCL","FC Richmond 2004 U14 Female CCL","U14",,"Girls"
"McLean 2004 U14 Female CCL","Potomac 2004 U14 Female CCL","U14","Spring Hill Recreation Center #2","Girls"
"FC Frederick 2004 U14 Female CCL","SYA 2004 U14 Female CCL","U14","Middletown High School #Stadium","Girls"
"Arlington 2004 U14 Female CCL","SOCA 2004 U14 Female CCL","U14","Long Bridge Park #4","Girls"
"LMVSC 2004 U14 Female CCL","Beach FC 2004 U14 Female CCL","U14","Edison High School (EHS) #Lower","Girls"
"Virginia Legacy 2004 U14 Female CCL","Loudoun 2004 U14 Female CCL","U14","Warhill Sports Complex #Grass 8","Girls"
"Fredericksburg FC 2005 U13 Male CCL","DC Stoddert 2005 U13 Male CCL","U13","FFC Park #13","Boys"
"Ellicott City 2005 U13 Male CCL","FC Richmond 2005 U13 Male CCL","U13","River Hill HS #Stadium Turf","Boys"
"McLean 2005 U13 Male CCL","Potomac 2005 U13 Male CCL","U13","Lewinsville Park #2","Boys"
"FC Frederick 2005 U13 Male CCL","SYA 2005 U13 Male CCL","U13","Urbana High School #Stadium","Boys"
"Arlington 2005 U13 Male CCL","SOCA 2005 U13 Male CCL","U13","Long Bridge Park #3","Boys"
"LMVSC 2005 U13 Male CCL","Beach FC 2005 U13 Male CCL","U13","Edison High School (EHS) #Stadium","Boys"
"Virginia Legacy 2005 U13 Male CCL","Loudoun 2005 U13 Male CCL","U13","Warhill Sports Complex #Grass 8","Boys"
"Fredericksburg FC 2005 U13 Female CCL","DC Stoddert 2005 U13 Female CCL","U13","FFC Park #13","Girls"
"Ellicott City 2005 U13 Female CCL","FC Richmond 2005 U13 Female CCL","U13","River Hill HS #Stadium Turf","Girls"
"McLean 2005 U13 Female CCL","Potomac 2005 U13 Female CCL","U13","Spring Hill Recreation Center #2","Girls"
"FC Frederick 2005 U13 Female CCL","SYA 2005 U13 Female CCL","U13","Urbana High School #Stadium","Girls"
"Arlington 2005 U13 Female CCL","SOCA 2005 U13 Female CCL","U13","Long Bridge Park #4","Girls"
"LMVSC 2005 U13 Female CCL","Beach FC 2005 U13 Female CCL","U13","Edison High School (EHS) #Stadium","Girls"
"Virginia Legacy 2005 U13 Female CCL","Loudoun 2005 U13 Female CCL","U13","Warhill Sports Complex #Grass 8","Girls"
"Fredericksburg FC 2006 U12 Male CCL","DC Stoddert 2006 U12 Male CCL","U12","FFC Park #15a","Boys"
"Ellicott City 2006 U12 Male CCL","FC Richmond 2006 U12 Male CCL","U12","Glenelg Country School #2","Boys"
"McLean 2006 U12 Male CCL","Potomac 2006 U12 Male CCL","U12","Spring Hill Recreation Center #3","Boys"
"FC Frederick 2006 U12 Male CCL","SYA 2006 U12 Male CCL","U12","Urbana High School #Aux","Boys"
"Arlington 2006 U12 Male CCL","SOCA 2006 U12 Male CCL","U12","Virginia Highlands #1","Boys"
"LMVSC 2006 U12 Male CCL","Beach FC 2006 U12 Male CCL","U12","Edison High School (EHS) #Lower Left","Boys"
"Virginia Legacy 2006 U12 Male CCL","Loudoun 2006 U12 Male CCL","U12","Warhill Sports Complex #Grass 4","Boys"
"Fredericksburg FC 2006 U12 Female CCL","DC Stoddert 2006 U12 Female CCL","U12","FFC Park #15b","Girls"
"Ellicott City 2006 U12 Female CCL","FC Richmond 2006 U12 Female CCL","U12","Glenelg Country School #2","Girls"
"McLean 2006 U12 Female CCL","Potomac 2006 U12 Female CCL","U12","Spring Hill Recreation Center #3","Girls"
"FC Frederick 2006 U12 Female CCL","SYA 2006 U12 Female CCL","U12","Urbana High School #Aux","Girls"
"Arlington 2006 U12 Female CCL","SOCA 2006 U12 Female CCL","U12","Virginia Highlands #1","Girls"
"LMVSC 2006 U12 Female CCL","Beach FC 2006 U12 Female CCL","U12","Edison High School (EHS) #Lower Right","Girls"
"Virginia Legacy 2006 U12 Female CCL","Loudoun 2006 U12 Female CCL","U12","Warhill Sports Complex #Grass 4","Girls"
"Fredericksburg FC 2007 U11 Male CCL","DC Stoddert 2007 U11 Male CCL","U11","FFC Park #14a","Boys"
"Ellicott City 2007 U11 Male CCL","FC Richmond 2007 U11 Male CCL","U11","Glenelg Country School #2","Boys"
"McLean 2007 U11 Male CCL","Potomac 2007 U11 Male CCL","U11","Spring Hill Recreation Center #3","Boys"
"FC Frederick 2007 U11 Male CCL","SYA 2007 U11 Male CCL","U11","Urbana High School #Aux","Boys"
"Arlington 2007 U11 Male CCL","SOCA 2007 U11 Male CCL","U11","Virginia Highlands #1","Boys"
"LMVSC 2007 U11 Male CCL","Beach FC 2007 U11 Male CCL","U11","Edison High School (EHS) #Lower Left","Boys"
"Virginia Legacy 2007 U11 Male CCL","Loudoun 2007 U11 Male CCL","U11","Warhill Sports Complex #Grass 4","Boys"
"Fredericksburg FC 2007 U11 Female CCL","DC Stoddert 2007 U11 Female CCL","U11","FFC Park #14b","Girls"
"Ellicott City 2007 U11 Female CCL","FC Richmond 2007 U11 Female CCL","U11",,"Girls"
"McLean 2007 U11 Female CCL","Potomac 2007 U11 Female CCL","U11","Spring Hill Recreation Center #3","Girls"
"FC Frederick 2007 U11 Female CCL","SYA 2007 U11 Female CCL","U11","Urbana High School #Aux","Girls"
"Arlington 2007 U11 Female CCL","SOCA 2007 U11 Female CCL","U11","Virginia Highlands #1","Girls"
"LMVSC 2007 U11 Female CCL","Beach FC 2007 U11 Female CCL","U11","Edison High School (EHS) #Lower Right","Girls"
"Virginia Legacy 2007 U11 Female CCL","Loudoun 2007 U11 Female CCL","U11","Warhill Sports Complex #Grass 4","Girls"
"DC Stoddert 2008 U10 Male CCL","Arlington 2008 U10 Male CCL","U10","Maryland SoccerPlex #9a","Boys"
"SYC 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Hooes Road Park #2b","Boys"
"Potomac 2008 U10 Male CCL","LMVSC 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"Ellicott City 2008 U10 Male CCL","NVSC 2008 U10 Male CCL","U10","Chapelgate Christian Academy #Stadium","Boys"
"Potomac 2008 U10 Female CCL","LMVSC 2008 U10 Female CCL","U10","Muldoon’s Farm #6","Girls"
"DC Stoddert 2008 U10 Female CCL","Arlington 2008 U10 Female CCL","U10","Maryland SoccerPlex #9b","Girls"
"SYC 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Hooes Road Park #4b","Girls"
"Potomac 2008 U10 Female CCL","LMVSC 2008 U10 Female CCL","U10","Muldoon’s Farm #6","Girls"
"Ellicott City 2008 U10 Female CCL","NVSC 2008 U10 Female CCL","U10","Chapelgate Christian Academy #Stadium","Girls"
"SYC 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Hooes Road Park #2b","Boys"
"SYC 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Hooes Road Park #2b","Boys"
"SYC 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Hooes Road Park #4b","Girls"
"SYC 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Hooes Road Park #4b","Girls"
"Potomac 2008 U10 Male CCL","LMVSC 2008 U10 Male CCL","U10","Muldoon’s Farm #8","Boys"
"Ellicott City 2008 U10 Male CCL","NVSC 2008 U10 Male CCL","U10","Chapelgate Christian Academy #Back #4","Boys"
"DC Stoddert 2008 U10 Male CCL","Arlington 2008 U10 Male CCL","U10","Maryland SoccerPlex #9a","Boys"
"DC Stoddert 2008 U10 Male CCL","Arlington 2008 U10 Male CCL","U10","Palisades #1","Boys"
"DC Stoddert 2008 U10 Female CCL","Arlington 2008 U10 Female CCL","U10","Maryland SoccerPlex #9b","Girls"
"DC Stoddert 2008 U10 Female CCL","Arlington 2008 U10 Female CCL","U10","Palisades #1","Girls"
"Potomac 2008 U10 Male CCL","LMVSC 2008 U10 Male CCL","U10","Muldoon’s Farm #8","Boys"
"DC Stoddert 2009 U09 Male CCL","Arlington 2009 U09 Male CCL","U09","Maryland SoccerPlex #9a","Boys"
"SYC 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Hooes Road Park #2a","Boys"
"Potomac 2009 U09 Male CCL","LMVSC 2009 U09 Male CCL","U09","Muldoon’s Farm #8","Boys"
"Ellicott City 2009 U09 Male CCL","NVSC 2009 U09 Male CCL","U09","Chapelgate Christian Academy #Stadium","Boys"
"DC Stoddert 2009 U09 Female CCL","Arlington 2009 U09 Female CCL","U09","Maryland SoccerPlex #9b","Girls"
"SYC 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Hooes Road Park #4a","Girls"
"Ellicott City 2009 U09 Female CCL","NVSC 2009 U09 Female CCL","U09",,"Girls"
"SYC 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Hooes Road Park #2a","Boys"
"SYC 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Hooes Road Park #2a","Boys"
"SYC 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Hooes Road Park #4a","Girls"
"SYC 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Hooes Road Park #4a","Girls"
"Potomac 2009 U09 Male CCL","LMVSC 2009 U09 Male CCL","U09","Muldoon’s Farm #8","Boys"
"Potomac 2009 U09 Female CCL","LMVSC 2009 U09 Female CCL","U09","Muldoon’s Farm #6","Girls"
"Potomac 2009 U09 Female CCL","LMVSC 2009 U09 Female CCL","U09","Muldoon’s Farm #6","Girls"
"Ellicott City 2009 U09 Male CCL","NVSC 2009 U09 Male CCL","U09","Chapelgate Christian Academy #Back #4","Boys"
"DC Stoddert 2009 U09 Male CCL","Arlington 2009 U09 Male CCL","U09","Maryland SoccerPlex #9a","Boys"
"DC Stoddert 2009 U09 Male CCL","Arlington 2009 U09 Male CCL","U09","Palisades #1","Boys"
"DC Stoddert 2009 U09 Female CCL","Arlington 2009 U09 Female CCL","U09","Maryland SoccerPlex #9b","Girls"
"FC Frederick 2003 U15 Male CCL","SYC 2003 U15 Male CCL","U15","Middletown High School #Stadium","Boys"
"FC Frederick 2003 U15 Female CCL","SYC 2003 U15 Female CCL","U15",,"Girls"
"FC Frederick 2004 U14 Male CCL","SYC 2004 U14 Male CCL","U14","Middletown High School #Stadium","Boys"
"FC Frederick 2004 U14 Female CCL","SYC 2004 U14 Female CCL","U14","Middletown High School #Stadium","Girls"
"FC Frederick 2005 U13 Male CCL","SYC 2005 U13 Male CCL","U13","Middletown High School #Stadium","Boys"
"FC Frederick 2005 U13 Female CCL","SYC 2005 U13 Female CCL","U13","Middletown High School #Stadium","Girls"
"FC Frederick 2006 U12 Male CCL","SYC 2006 U12 Male CCL","U12","Saint John’s Catholic Prep #2","Boys"
"FC Frederick 2006 U12 Female CCL","SYC 2006 U12 Female CCL","U12","Saint John’s Catholic Prep #2","Girls"
"FC Frederick 2007 U11 Male CCL","SYC 2007 U11 Male CCL","U11","Saint John’s Catholic Prep #2","Boys"
"FC Frederick 2007 U11 Female CCL","SYC 2007 U11 Female CCL","U11","Saint John’s Catholic Prep #2","Girls"
"Fredericksburg FC 2008 U10 Male CCL","LMVSC 2008 U10 Male CCL","U10",,"Boys"
"Ellicott City 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10","Linway #Field B","Girls"
"McLean 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10","Linway #B","Girls"
"McLean 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10","Linway #B","Girls"
"Potomac 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"Potomac 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"Potomac 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"LMVSC 2008 U10 Female CCL","Fredericksburg FC 2008 U10 Female CCL","U10","FFC Park #15a","Girls"
"Ellicott City 2008 U10 Female CCL","FCSC United 2008 U10 Female CCL","U10","FFC Park #15b","Girls"
"LMVSC 2008 U10 Female CCL","Ellicott City 2008 U10 Female CCL","U10","FFC Park #15a","Girls"
"Fredericksburg FC 2008 U10 Female CCL","FCSC United 2008 U10 Female CCL","U10","FFC Park #15b","Girls"
"LMVSC 2008 U10 Female CCL","Ellicott City 2008 U10 Female CCL","U10","FFC Park #15a","Girls"
"LMVSC 2008 U10 Female CCL","Fredericksburg FC 2008 U10 Female CCL","U10","FFC Park #15b","Girls"
"LMVSC 2008 U10 Female CCL","LMVSC 2008 U10 Female CCL","U10","FFC Park #15a","Girls"
"LMVSC 2008 U10 Female CCL","FCSC United 2008 U10 Female CCL","U10","FFC Park #15b","Girls"
"LMVSC 2008 U10 Male CCL","FCSC United 2008 U10 Male CCL","U10","FFC Park #15a","Boys"
"Fredericksburg FC 2008 U10 Male CCL","FCSC United 2008 U10 Male CCL","U10","FFC Park #15b","Boys"
"LMVSC 2008 U10 Male CCL","Fredericksburg FC 2008 U10 Male CCL","U10","FFC Park #15a","Boys"
"LMVSC 2008 U10 Male CCL","Fredericksburg FC 2008 U10 Male CCL","U10","FFC Park #15a","Boys"
"Ellicott City 2008 U10 Male CCL","FCSC United 2008 U10 Male CCL","U10","FFC Park #15b","Boys"
"LMVSC 2008 U10 Male CCL","Ellicott City 2008 U10 Male CCL","U10","FFC Park #15a","Boys"
"Fredericksburg FC 2008 U10 Male CCL","FCSC United 2008 U10 Male CCL","U10","FFC Park #15b","Boys"
"Fredericksburg FC 2008 U10 Male CCL","FCSC United 2008 U10 Male CCL","U10","FFC Park #15a","Boys"
"LMVSC 2008 U10 Male CCL","Ellicott City 2008 U10 Male CCL","U10","FFC Park #15b","Boys"
"LMVSC 2008 U10 Male CCL","FCSC United 2008 U10 Male CCL","U10","FFC Park #15a","Boys"
"Fredericksburg FC 2008 U10 Male CCL","Ellicott City 2008 U10 Male CCL","U10","FFC Park #15b","Boys"
"McLean 2009 U09 Female CCL","Potomac 2009 U09 Female CCL","U09","Linway #A","Girls"
"McLean 2009 U09 Female CCL","Potomac 2009 U09 Female CCL","U09","Linway #A","Girls"
"Potomac 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Muldoon’s Farm #6","Boys"
"Potomac 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Muldoon’s Farm #6","Boys"
"LMVSC 2009 U09 Male CCL","Ellicott City 2009 U09 Male CCL","U09","FFC Park #14a","Boys"
"LMVSC 2009 U09 Male CCL","Ellicott City 2009 U09 Male CCL","U09","FFC Park #14b","Boys"
"Fredericksburg FC 2009 U09 Male CCL","Ellicott City 2009 U09 Male CCL","U09","FFC Park #14a","Boys"
"Fredericksburg FC 2009 U09 Male CCL","Ellicott City 2009 U09 Male CCL","U09","FFC Park #14b","Boys"
"Fredericksburg FC 2009 U09 Female CCL","LMVSC 2009 U09 Female CCL","U09","FFC Park #14a","Girls"
"Potomac 1999 U19 Male CCL","Arlington 1999 U19 Male CCL","U19","Maryland SoccerPlex #4","Boys"
"DC Stoddert 1999 U19 Male CCL","LMVSC 1999 U19 Male CCL","U19","Maryland SoccerPlex #3","Boys"
"Fredericksburg FC 1999 U19 Male CCL","NVSC 1999 U19 Male CCL","U19","FFC Park #12","Boys"
"FC Richmond 1999 U19 Male CCL","Virginia Legacy 1999 U19 Male CCL","U19","Huguenot Park #3","Boys"
"SYA 1999 U19 Male CCL","Roanoke Star 1999 U19 Male CCL","U19","Centerville High School #Practice - Turf","Boys"
"McLean 1999 U19 Male CCL","SOCA 1999 U19 Male CCL","U19","Lewinsville Park #2","Boys"
"Potomac 1999 U19 Female CCL","Arlington 1999 U19 Female CCL","U19",,"Girls"
"DC Stoddert 1999 U19 Female CCL","LMVSC 1999 U19 Female CCL","U19","South County Middle School","Girls"
"Fredericksburg FC 1999 U19 Female CCL","NVSC 1999 U19 Female CCL","U19",,"Girls"
"FC Richmond 1999 U19 Female CCL","Virginia Legacy 1999 U19 Female CCL","U19",,"Girls"
"SYA 1999 U19 Female CCL","Roanoke Star 1999 U19 Female CCL","U19",,"Girls"
"McLean 1999 U19 Female CCL","SOCA 1999 U19 Female CCL","U19","Linway","Girls"
"Potomac 2000 U18 Male CCL","Arlington 2000 U18 Male CCL","U18","Maryland SoccerPlex #4","Boys"
"DC Stoddert 2000 U18 Male CCL","LMVSC 2000 U18 Male CCL","U18","Maryland SoccerPlex #7","Boys"
"Fredericksburg FC 2000 U18 Male CCL","NVSC 2000 U18 Male CCL","U18","FFC Park #12","Boys"
"FC Richmond 2000 U18 Male CCL","Virginia Legacy 2000 U18 Male CCL","U18",,"Boys"
"SYA 2000 U18 Male CCL","Roanoke Star 2000 U18 Male CCL","U18",,"Boys"
"Potomac 2000 U18 Female CCL","Arlington 2000 U18 Female CCL","U18","Maryland SoccerPlex #5","Girls"
"DC Stoddert 2000 U18 Female CCL","LMVSC 2000 U18 Female CCL","U18","Maryland SoccerPlex #7","Girls"
"Fredericksburg FC 2000 U18 Female CCL","NVSC 2000 U18 Female CCL","U18","FFC Park #11","Girls"
"FC Richmond 2000 U18 Female CCL","Virginia Legacy 2000 U18 Female CCL","U18","Huguenot Park #3","Girls"
"SYA 2000 U18 Female CCL","Roanoke Star 2000 U18 Female CCL","U18","Centreville High School #Stadium","Girls"
"McLean 2000 U18 Female CCL","SOCA 2000 U18 Female CCL","U18","Lewinsville Park #2","Girls"
"Potomac 2001 U17 Male CCL","Arlington 2001 U17 Male CCL","U17","Maryland SoccerPlex #5","Boys"
