"Home","Away","Age.Group","Field","Gender"
"DC Stoddert 2001 U17 Male CCL","LMVSC 2001 U17 Male CCL","U17","Maryland SoccerPlex #3","Boys"
"Fredericksburg FC 2001 U17 Male CCL","NVSC 2001 U17 Male CCL","U17","FFC Park #12","Boys"
"FC Richmond 2001 U17 Male CCL","Virginia Legacy 2001 U17 Male CCL","U17","Huguenot Park #3","Boys"
"SYA 2001 U17 Male CCL","Roanoke Star 2001 U17 Male CCL","U17","Centerville High School #Stadium","Boys"
"Beach FC 2001 U17 Male CCL","Ellicott City 2001 U17 Male CCL","U17","Hampton Roads Soccer Complex #6","Boys"
"McLean 2001 U17 Male CCL","SOCA 2001 U17 Male CCL","U17","Spring Hill Recreation Center #5","Boys"
"Potomac 2001 U17 Female CCL","Arlington 2001 U17 Female CCL","U17","Maryland SoccerPlex #6","Girls"
"DC Stoddert 2001 U17 Female CCL","LMVSC 2001 U17 Female CCL","U17","Jelleff","Girls"
"Fredericksburg FC 2001 U17 Female CCL","NVSC 2001 U17 Female CCL","U17","FFC Park #11","Girls"
"FC Richmond 2001 U17 Female CCL","Virginia Legacy 2001 U17 Female CCL","U17","Huguenot Park #3","Girls"
"SYA 2001 U17 Female CCL","Roanoke Star 2001 U17 Female CCL","U17","Centerville High School #Practice - Turf","Girls"
"Beach FC 2001 U17 Female CCL","Ellicott City 2001 U17 Female CCL","U17","Hampton Roads Soccer Complex #9","Girls"
"McLean 2001 U17 Female CCL","SOCA 2001 U17 Female CCL","U17","Lewinsville Park #3","Girls"
"Potomac 2002 U16 Male CCL","Arlington 2002 U16 Male CCL","U16","Maryland SoccerPlex #5","Boys"
"DC Stoddert 2002 U16 Male CCL","LMVSC 2002 U16 Male CCL","U16","Maryland SoccerPlex #3","Boys"
"Fredericksburg FC 2002 U16 Male CCL","NVSC 2002 U16 Male CCL","U16",,"Boys"
"FC Richmond 2002 U16 Male CCL","Virginia Legacy 2002 U16 Male CCL","U16","Huguenot Park #2","Boys"
"SYA 2002 U16 Male CCL","Roanoke Star 2002 U16 Male CCL","U16","Centerville High School #Practice - Turf","Boys"
"McLean 2002 U16 Male CCL","SOCA 2002 U16 Male CCL","U16","Spring Hill Recreation Center #5","Boys"
"Potomac 2002 U16 Female CCL","Arlington 2002 U16 Female CCL","U16","Maryland SoccerPlex #5","Girls"
"DC Stoddert 2002 U16 Female CCL","LMVSC 2002 U16 Female CCL","U16","Maryland SoccerPlex #3","Girls"
"Fredericksburg FC 2002 U16 Female CCL","NVSC 2002 U16 Female CCL","U16","FFC Park #11","Girls"
"FC Richmond 2002 U16 Female CCL","Virginia Legacy 2002 U16 Female CCL","U16","Huguenot Park #2","Girls"
"SYA 2002 U16 Female CCL","Roanoke Star 2002 U16 Female CCL","U16","Centerville High School #Stadium","Girls"
"Beach FC 2002 U16 Female CCL","Ellicott City 2002 U16 Female CCL","U16","Hampton Roads Soccer Complex #9","Girls"
"McLean 2002 U16 Female CCL","SOCA 2002 U16 Female CCL","U16","Lewinsville Park #3","Girls"
"Potomac 2003 U15 Male CCL","Arlington 2003 U15 Male CCL","U15","Maryland SoccerPlex #5","Boys"
"DC Stoddert 2003 U15 Male CCL","LMVSC 2003 U15 Male CCL","U15","Maryland SoccerPlex #4","Boys"
"Fredericksburg FC 2003 U15 Male CCL","NVSC 2003 U15 Male CCL","U15","FFC Park #12","Boys"
"FC Richmond 2003 U15 Male CCL","Virginia Legacy 2003 U15 Male CCL","U15","Huguenot Park #2","Boys"
"SYA 2003 U15 Male CCL","Roanoke Star 2003 U15 Male CCL","U15","Centerville High School #Practice - Turf","Boys"
"Beach FC 2003 U15 Male CCL","Ellicott City 2003 U15 Male CCL","U15","Hampton Roads Soccer Complex #9","Boys"
"McLean 2003 U15 Male CCL","SOCA 2003 U15 Male CCL","U15","Lewinsville Park #3","Boys"
"Potomac 2003 U15 Female CCL","Arlington 2003 U15 Female CCL","U15","Maryland SoccerPlex #6","Girls"
"DC Stoddert 2003 U15 Female CCL","LMVSC 2003 U15 Female CCL","U15","Maryland SoccerPlex #4","Girls"
"Fredericksburg FC 2003 U15 Female CCL","NVSC 2003 U15 Female CCL","U15","FFC Park #11","Girls"
"FC Richmond 2003 U15 Female CCL","Virginia Legacy 2003 U15 Female CCL","U15","Huguenot Park #2","Girls"
"SYA 2003 U15 Female CCL","Roanoke Star 2003 U15 Female CCL","U15","Centerville High School #Stadium","Girls"
"Beach FC 2003 U15 Female CCL","Ellicott City 2003 U15 Female CCL","U15","Hampton Roads Soccer Complex #6","Girls"
"McLean 2003 U15 Female CCL","SOCA 2003 U15 Female CCL","U15","Spring Hill Recreation Center #5","Girls"
"Potomac 2004 U14 Male CCL","Arlington 2004 U14 Male CCL","U14","Maryland SoccerPlex #6","Boys"
"DC Stoddert 2004 U14 Male CCL","LMVSC 2004 U14 Male CCL","U14","Maryland SoccerPlex #2","Boys"
"Fredericksburg FC 2004 U14 Male CCL","NVSC 2004 U14 Male CCL","U14","FFC Park #13","Boys"
"FC Richmond 2004 U14 Male CCL","Virginia Legacy 2004 U14 Male CCL","U14","Huguenot Park #1","Boys"
"SYA 2004 U14 Male CCL","Roanoke Star 2004 U14 Male CCL","U14","EC Lawrence Park #3","Boys"
"Beach FC 2004 U14 Male CCL","Ellicott City 2004 U14 Male CCL","U14","Hampton Roads Soccer Complex #7","Boys"
"McLean 2004 U14 Male CCL","SOCA 2004 U14 Male CCL","U14","Spring Hill Recreation Center #2","Boys"
"Potomac 2004 U14 Female CCL","Arlington 2004 U14 Female CCL","U14","Maryland SoccerPlex #6","Girls"
"DC Stoddert 2004 U14 Female CCL","LMVSC 2004 U14 Female CCL","U14","Maryland SoccerPlex #4","Girls"
"Fredericksburg FC 2004 U14 Female CCL","NVSC 2004 U14 Female CCL","U14","FFC Park #13","Girls"
"FC Richmond 2004 U14 Female CCL","Virginia Legacy 2004 U14 Female CCL","U14","Huguenot Park #1","Girls"
"SYA 2004 U14 Female CCL","Roanoke Star 2004 U14 Female CCL","U14","EC Lawrence Park #3","Girls"
"Beach FC 2004 U14 Female CCL","Ellicott City 2004 U14 Female CCL","U14",,"Girls"
"McLean 2004 U14 Female CCL","SOCA 2004 U14 Female CCL","U14","Spring Hill Recreation Center #2","Girls"
"Potomac 2005 U13 Male CCL","Arlington 2005 U13 Male CCL","U13","Maryland SoccerPlex #6","Boys"
"DC Stoddert 2005 U13 Male CCL","LMVSC 2005 U13 Male CCL","U13","Maryland SoccerPlex #2","Boys"
"Fredericksburg FC 2005 U13 Male CCL","NVSC 2005 U13 Male CCL","U13","FFC Park #13","Boys"
"FC Richmond 2005 U13 Male CCL","Virginia Legacy 2005 U13 Male CCL","U13","Huguenot Park #1","Boys"
"SYA 2005 U13 Male CCL","Roanoke Star 2005 U13 Male CCL","U13","EC Lawrence Park #3","Boys"
"Beach FC 2005 U13 Male CCL","Ellicott City 2005 U13 Male CCL","U13","Hampton Roads Soccer Complex #8","Boys"
"McLean 2005 U13 Male CCL","SOCA 2005 U13 Male CCL","U13","Spring Hill Recreation Center #2","Boys"
"Potomac 2005 U13 Female CCL","Arlington 2005 U13 Female CCL","U13","Maryland SoccerPlex #6","Girls"
"DC Stoddert 2005 U13 Female CCL","LMVSC 2005 U13 Female CCL","U13","Maryland SoccerPlex #4","Girls"
"Fredericksburg FC 2005 U13 Female CCL","NVSC 2005 U13 Female CCL","U13","FFC Park #13","Girls"
"FC Richmond 2005 U13 Female CCL","Virginia Legacy 2005 U13 Female CCL","U13","Huguenot Park #1","Girls"
"SYA 2005 U13 Female CCL","Roanoke Star 2005 U13 Female CCL","U13","EC Lawrence Park #3","Girls"
"Beach FC 2005 U13 Female CCL","Ellicott City 2005 U13 Female CCL","U13","Hampton Roads Soccer Complex #7","Girls"
"McLean 2005 U13 Female CCL","SOCA 2005 U13 Female CCL","U13","Spring Hill Recreation Center #2","Girls"
"Potomac 2006 U12 Male CCL","Arlington 2006 U12 Male CCL","U12","Maryland SoccerPlex #7a","Boys"
"DC Stoddert 2006 U12 Male CCL","LMVSC 2006 U12 Male CCL","U12","Maryland SoccerPlex #7a","Boys"
"Fredericksburg FC 2006 U12 Male CCL","NVSC 2006 U12 Male CCL","U12","FFC Park #15a","Boys"
"FC Richmond 2006 U12 Male CCL","Virginia Legacy 2006 U12 Male CCL","U12","Greenfield Elementary School #1","Boys"
"SYA 2006 U12 Male CCL","Roanoke Star 2006 U12 Male CCL","U12","SYA Sports Park #2","Boys"
"Beach FC 2006 U12 Male CCL","Ellicott City 2006 U12 Male CCL","U12","Hampton Roads Soccer Complex #13a","Boys"
"McLean 2006 U12 Male CCL","SOCA 2006 U12 Male CCL","U12","Spring Hill Recreation Center #3","Boys"
"Potomac 2006 U12 Female CCL","Arlington 2006 U12 Female CCL","U12","Maryland SoccerPlex #7b","Girls"
"DC Stoddert 2006 U12 Female CCL","LMVSC 2006 U12 Female CCL","U12","Maryland SoccerPlex #7b","Girls"
"Fredericksburg FC 2006 U12 Female CCL","NVSC 2006 U12 Female CCL","U12","FFC Park #15b","Girls"
"FC Richmond 2006 U12 Female CCL","Virginia Legacy 2006 U12 Female CCL","U12","Greenfield Elementary School #1","Girls"
"SYA 2006 U12 Female CCL","Roanoke Star 2006 U12 Female CCL","U12","SYA Sports Park #2","Girls"
"Beach FC 2006 U12 Female CCL","Ellicott City 2006 U12 Female CCL","U12","Hampton Roads Soccer Complex #13a","Girls"
"McLean 2006 U12 Female CCL","SOCA 2006 U12 Female CCL","U12","Spring Hill Recreation Center #3","Girls"
"Potomac 2007 U11 Male CCL","Arlington 2007 U11 Male CCL","U11","Maryland SoccerPlex #7a","Boys"
"DC Stoddert 2007 U11 Male CCL","LMVSC 2007 U11 Male CCL","U11","Maryland SoccerPlex #7a","Boys"
"Fredericksburg FC 2007 U11 Male CCL","NVSC 2007 U11 Male CCL","U11","FFC Park #14a","Boys"
"FC Richmond 2007 U11 Male CCL","Virginia Legacy 2007 U11 Male CCL","U11","Greenfield Elementary School #1","Boys"
"SYA 2007 U11 Male CCL","Roanoke Star 2007 U11 Male CCL","U11","SYA Sports Park #2","Boys"
"Beach FC 2007 U11 Male CCL","Ellicott City 2007 U11 Male CCL","U11","Hampton Roads Soccer Complex #13a","Boys"
"McLean 2007 U11 Male CCL","SOCA 2007 U11 Male CCL","U11","Spring Hill Recreation Center #3","Boys"
"Potomac 2007 U11 Female CCL","Arlington 2007 U11 Female CCL","U11","Maryland SoccerPlex #7b","Girls"
"DC Stoddert 2007 U11 Female CCL","LMVSC 2007 U11 Female CCL","U11","Maryland SoccerPlex #7b","Girls"
"Fredericksburg FC 2007 U11 Female CCL","NVSC 2007 U11 Female CCL","U11","FFC Park #14b","Girls"
"FC Richmond 2007 U11 Female CCL","Virginia Legacy 2007 U11 Female CCL","U11","Greenfield Elementary School #1","Girls"
"SYA 2007 U11 Female CCL","Roanoke Star 2007 U11 Female CCL","U11","SYA Sports Park #2","Girls"
"Beach FC 2007 U11 Female CCL","Ellicott City 2007 U11 Female CCL","U11",,"Girls"
"McLean 2007 U11 Female CCL","SOCA 2007 U11 Female CCL","U11","Spring Hill Recreation Center #3","Girls"
"Arlington 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Long Bridge Park #3a","Boys"
"SYC 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Hooes Road Park #2b","Boys"
"NVSC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Hellwig Park #8a","Boys"
"Arlington 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Long Bridge Park #3b","Girls"
"SYC 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Hooes Road Park #4b","Girls"
"NVSC 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","Hellwig Park #8b","Girls"
"NVSC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Hellwig Park #8a","Boys"
"NVSC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Hellwig Park #8a","Boys"
"NVSC 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","Hellwig Park #8b","Girls"
"Arlington 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Long Bridge Park #3a","Boys"
"Arlington 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Fields Park #1","Boys"
"Arlington 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Long Bridge Park #3b","Girls"
"Arlington 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Fields Park #1","Girls"
"SYC 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Hooes Road Park #2b","Boys"
"SYC 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Hooes Road Park #2b","Boys"
"SYC 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Hooes Road Park #4b","Girls"
"SYC 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Hooes Road Park #4b","Girls"
"DC Stoddert 2008 U10 Male CCL","Potomac 2008 U10 Male CCL","U10","Maryland SoccerPlex #13","Boys"
"DC Stoddert 2008 U10 Male CCL","Potomac 2008 U10 Male CCL","U10","Maryland SoccerPlex #13a","Boys"
"DC Stoddert 2008 U10 Male CCL","Potomac 2008 U10 Male CCL","U10","Maryland SoccerPlex #13a","Boys"
"DC Stoddert 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10","Maryland SoccerPlex #13b","Girls"
"DC Stoddert 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10","Maryland SoccerPlex #13b","Girls"
"DC Stoddert 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10",,"Girls"
"Arlington 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Long Bridge Park #3a","Boys"
"SYC 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Hooes Road Park #2a","Boys"
"NVSC 2009 U09 Male CCL","SYA 2009 U09 Male CCL","U09","Hellwig Park #8a","Boys"
"Arlington 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Long Bridge Park #3b","Girls"
"SYC 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Hooes Road Park #4a","Girls"
"NVSC 2009 U09 Female CCL","SYA 2009 U09 Female CCL","U09","Hellwig Park #8b","Girls"
"NVSC 2009 U09 Male CCL","SYA 2009 U09 Male CCL","U09","Hellwig Park #8a","Boys"
"NVSC 2009 U09 Female CCL","SYA 2009 U09 Female CCL","U09","Hellwig Park #8b","Girls"
"Arlington 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Long Bridge Park #3a","Boys"
"Arlington 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Fields Park #1","Boys"
"Arlington 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Long Bridge Park #3b","Girls"
"Arlington 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Fields Park #1","Girls"
"SYC 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Hooes Road Park #2a","Boys"
"SYC 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09",,"Boys"
"SYC 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Hooes Road Park #4a","Girls"
"DC Stoddert 2009 U09 Male CCL","Potomac 2009 U09 Male CCL","U09","Maryland SoccerPlex #13a","Boys"
"DC Stoddert 2009 U09 Male CCL","Potomac 2009 U09 Male CCL","U09","Maryland SoccerPlex #13a","Boys"
"DC Stoddert 2009 U09 Male CCL","Potomac 2009 U09 Male CCL","U09",,"Boys"
"DC Stoddert 2009 U09 Female CCL","Potomac 2009 U09 Female CCL","U09","Maryland SoccerPlex #13b","Girls"
"DC Stoddert 2009 U09 Female CCL","Potomac 2009 U09 Female CCL","U09","Maryland SoccerPlex #13b","Girls"
"Fredericksburg FC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"Fredericksburg FC 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"SYA 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"Fredericksburg FC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"Fredericksburg FC 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"SYA 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"SYA 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","FFC Park #14a","Boys"
"Fredericksburg FC 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","FFC Park #14b","Girls"
"Fredericksburg FC 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","FFC Park #14b","Girls"
"SYA 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","FFC Park #14b","Girls"
"SYA 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","FFC Park #14b","Girls"
"Ellicott City 2008 U10 Male CCL","Potomac 2008 U10 Male CCL","U10","Trinity School #1","Boys"
"Ellicott City 2008 U10 Male CCL","Potomac 2008 U10 Male CCL","U10","Trinity School #1","Boys"
"Ellicott City 2008 U10 Female CCL","Potomac 2008 U10 Female CCL","U10","Trinity School #1","Girls"
"Ellicott City 2009 U09 Male CCL","Potomac 2009 U09 Male CCL","U09","Trinity School #1","Boys"
"Ellicott City 2009 U09 Male CCL","Potomac 2009 U09 Male CCL","U09","Trinity School #1","Boys"
"Arlington 1999 U19 Male CCL","DC Stoddert 1999 U19 Male CCL","U19","Long Bridge Park #4","Boys"
"Beach FC 1999 U19 Male CCL","McLean 1999 U19 Male CCL","U19","Hampton Roads Soccer Complex #8","Boys"
"SOCA 1999 U19 Male CCL","Fredericksburg FC 1999 U19 Male CCL","U19","SOCA South Fork Soccer Park #4","Boys"
"Roanoke Star 1999 U19 Male CCL","FC Richmond 1999 U19 Male CCL","U19","Countryside #Carilion","Boys"
"Virginia Legacy 1999 U19 Male CCL","SYA 1999 U19 Male CCL","U19","Warhill Sports Complex #Turf 6","Boys"
"Potomac 1999 U19 Male CCL","LMVSC 1999 U19 Male CCL","U19","Maryland SoccerPlex #3","Boys"
"Ellicott City 1999 U19 Male CCL","Loudoun 1999 U19 Male CCL","U19","Hood College","Boys"
"Arlington 1999 U19 Female CCL","DC Stoddert 1999 U19 Female CCL","U19","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Beach FC 1999 U19 Female CCL","McLean 1999 U19 Female CCL","U19","Hampton Roads Soccer Complex #8","Girls"
"SOCA 1999 U19 Female CCL","Fredericksburg FC 1999 U19 Female CCL","U19",,"Girls"
"Roanoke Star 1999 U19 Female CCL","FC Richmond 1999 U19 Female CCL","U19","Countryside #McLeod","Girls"
"Virginia Legacy 1999 U19 Female CCL","SYA 1999 U19 Female CCL","U19",,"Girls"
"Potomac 1999 U19 Female CCL","LMVSC 1999 U19 Female CCL","U19",,"Girls"
"Ellicott City 1999 U19 Female CCL","Loudoun 1999 U19 Female CCL","U19","Urbana High School","Girls"
"Arlington 2000 U18 Male CCL","DC Stoddert 2000 U18 Male CCL","U18","Long Bridge Park #3","Boys"
"Beach FC 2000 U18 Male CCL","McLean 2000 U18 Male CCL","U18","Hampton Roads Soccer Complex #6","Boys"
"SOCA 2000 U18 Male CCL","Fredericksburg FC 2000 U18 Male CCL","U18","SOCA South Fork Soccer Park #4","Boys"
"Roanoke Star 2000 U18 Male CCL","FC Richmond 2000 U18 Male CCL","U18",,"Boys"
"Virginia Legacy 2000 U18 Male CCL","SYA 2000 U18 Male CCL","U18","Warhill Sports Complex #Turf 6","Boys"
"Potomac 2000 U18 Male CCL","LMVSC 2000 U18 Male CCL","U18","Maryland SoccerPlex #3","Boys"
"Ellicott City 2000 U18 Male CCL","Loudoun 2000 U18 Male CCL","U18","River Hill HS","Boys"
"Arlington 2000 U18 Female CCL","DC Stoddert 2000 U18 Female CCL","U18","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Beach FC 2000 U18 Female CCL","McLean 2000 U18 Female CCL","U18","Hampton Roads Soccer Complex #8","Girls"
"SOCA 2000 U18 Female CCL","Fredericksburg FC 2000 U18 Female CCL","U18","SOCA South Fork Soccer Park #4","Girls"
"Roanoke Star 2000 U18 Female CCL","FC Richmond 2000 U18 Female CCL","U18",,"Girls"
"Virginia Legacy 2000 U18 Female CCL","SYA 2000 U18 Female CCL","U18","Warhill Sports Complex #Turf 5","Girls"
"Potomac 2000 U18 Female CCL","LMVSC 2000 U18 Female CCL","U18","Maryland SoccerPlex #4","Girls"
"Ellicott City 2000 U18 Female CCL","Loudoun 2000 U18 Female CCL","U18","River Hill HS","Girls"
"Arlington 2001 U17 Male CCL","DC Stoddert 2001 U17 Male CCL","U17","Long Bridge Park #3","Boys"
"Beach FC 2001 U17 Male CCL","McLean 2001 U17 Male CCL","U17","Hampton Roads Soccer Complex #6","Boys"
"SOCA 2001 U17 Male CCL","Fredericksburg FC 2001 U17 Male CCL","U17","SOCA South Fork Soccer Park #3","Boys"
"Roanoke Star 2001 U17 Male CCL","FC Richmond 2001 U17 Male CCL","U17","Countryside #McLeod","Boys"
"Virginia Legacy 2001 U17 Male CCL","SYA 2001 U17 Male CCL","U17","Warhill Sports Complex #Turf 5","Boys"
"Potomac 2001 U17 Male CCL","LMVSC 2001 U17 Male CCL","U17","Maryland SoccerPlex #4","Boys"
"Ellicott City 2001 U17 Male CCL","Loudoun 2001 U17 Male CCL","U17","River Hill HS","Boys"
"Arlington 2001 U17 Female CCL","DC Stoddert 2001 U17 Female CCL","U17","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Beach FC 2001 U17 Female CCL","McLean 2001 U17 Female CCL","U17","Hampton Roads Soccer Complex #6","Girls"
"SOCA 2001 U17 Female CCL","Fredericksburg FC 2001 U17 Female CCL","U17","SOCA South Fork Soccer Park #3","Girls"
"Roanoke Star 2001 U17 Female CCL","FC Richmond 2001 U17 Female CCL","U17","Countryside #Carilion","Girls"
"Virginia Legacy 2001 U17 Female CCL","SYA 2001 U17 Female CCL","U17","Warhill Sports Complex #Turf 5","Girls"
"SYC 2001 U17 Female CCL","Loudoun 2001 U17 Female CCL","U17","South Run Park #Turf # 6","Girls"
"Arlington 2002 U16 Male CCL","DC Stoddert 2002 U16 Male CCL","U16","Long Bridge Park #3","Boys"
"Beach FC 2002 U16 Male CCL","McLean 2002 U16 Male CCL","U16","Hampton Roads Soccer Complex #14","Boys"
"SOCA 2002 U16 Male CCL","Fredericksburg FC 2002 U16 Male CCL","U16",,"Boys"
"Roanoke Star 2002 U16 Male CCL","FC Richmond 2002 U16 Male CCL","U16","Countryside #McLeod","Boys"
"Virginia Legacy 2002 U16 Male CCL","SYA 2002 U16 Male CCL","U16","Warhill Sports Complex #Turf 5","Boys"
"Potomac 2002 U16 Male CCL","LMVSC 2002 U16 Male CCL","U16","Maryland SoccerPlex #4","Boys"
"Ellicott City 2002 U16 Male CCL","Loudoun 2002 U16 Male CCL","U16","River Hill HS","Boys"
"Arlington 2002 U16 Female CCL","DC Stoddert 2002 U16 Female CCL","U16","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"Beach FC 2002 U16 Female CCL","McLean 2002 U16 Female CCL","U16","Hampton Roads Soccer Complex #14","Girls"
"SOCA 2002 U16 Female CCL","Fredericksburg FC 2002 U16 Female CCL","U16","SOCA South Fork Soccer Park #2","Girls"
"Roanoke Star 2002 U16 Female CCL","FC Richmond 2002 U16 Female CCL","U16","Countryside #McLeod","Girls"
"Virginia Legacy 2002 U16 Female CCL","SYA 2002 U16 Female CCL","U16","Warhill Sports Complex #Turf 6","Girls"
"Potomac 2002 U16 Female CCL","LMVSC 2002 U16 Female CCL","U16","Maryland SoccerPlex #4","Girls"
"SYC 2002 U16 Female CCL","Loudoun 2002 U16 Female CCL","U16","South Run Park #Turf # 6","Girls"
"NVSC 2003 U15 Male CCL","Ellicott City 2003 U15 Male CCL","U15","Hellwig Park #7","Boys"
"FC Frederick 2003 U15 Male CCL","Loudoun 2003 U15 Male CCL","U15","Urbana High School #Stadium","Boys"
"Arlington 2003 U15 Male CCL","DC Stoddert 2003 U15 Male CCL","U15","Long Bridge Park #3","Boys"
"Beach FC 2003 U15 Male CCL","McLean 2003 U15 Male CCL","U15","Hampton Roads Soccer Complex #14","Boys"
"SOCA 2003 U15 Male CCL","Fredericksburg FC 2003 U15 Male CCL","U15","SOCA South Fork Soccer Park #3","Boys"
