"Field","Street Address","City","State","Zip Code"
"NLSA-Independence Park/Stony Brook Elem. Sch.IP-SB","20 Stephenson Road","Pennington","NJ","08534"
"NLSA-Twin Pines Turf","250 Pennington Lawrenceville Road","Pennington","NJ","08534"
"North Brunswick Community Park1,2,4, 5","2053 US Highway 130 South","North Brunswick","NJ","08902-4853"
"North East Elementary School","420 Albany Ave","Amityville","NY","11701"
"North Small #1","343 Ramapo valley Rd","Mahwah","NJ","07430"
"Northeast SchoolNES","603 Grove St.","Montclair","NJ","07043"
"Northern Burlington County Regional Middle School","180 Mansfield Road East","Columbus","NJ","08022"
"Notre Dame High School (Turf)","601 Lawrenceville Rd","Lawrence Township","NJ","08648"
"Notre Dame Prep","815 Hampton Lane","Towson","MD","21286"
"Notre Dame PrepTurf",,,,
"Notre Dame Prep School #1","815 Hampton Lane","Towson","MD","21286"
"Nottingham Park #1","9510 Stapleford Rd","Rosedale","MD","21237"
"Nut Swamp School","925 Nutswamp Road","Middletown","NJ","07748"
"NVOT Upper Grass","150 central ave","old tappan","NJ","07675"
"O'Brien Field",,,,
"Oak Park FSOP10",,,,
"Oak Park SSOP8",,,,
"Oak Park SSOP9",,,,
"Oakdale HSStadium","5850 Eaglehead Dr","Ijamsville","MD","21754"
"Oakland Mills HSStadium","9410 Kilimanjaro Road","Columbia","MD","21045"
"OBGC#1","4501 Route 108","Olney","MD","20832"
"OBGC#3","4501 Route 108","Olney","MD","20832"
"Ocean County College (OCC)SS",,,,
"Ocean County College Grass FS","1 college drive","toms river","NJ","08754"
"Ocean County College Grass SS","1 college drive","toms river","NJ","08754"
"Ocean County College Turf #1",,,,
"Ocean TwpOTIS4","1200 West Park Ave","Ocean","NJ","07712"
"Ocean Twp - DowD2","555 Dow Avenue","Oakhurst","NJ","07755"
"Ocean Twp - HSJV","555 Dow Avenue","Oakhurst","NJ","07755"
"Ocean Twp - HSTurf","550 West Park Avenue","Oakhurst","NJ","07755"
"Ocean Twp - OTISO2","1200 West Park Avenue","Ocean","NJ","07712"
"Ocean Twp - OTISO5","1200 West Park Avenue","Ocean","NJ","07712"
"Ocean Twp United",,,,
"Oceanside Park #1","3800 Mahlon Brower Dr","Oceanside","NY","11572"
"Oceanside ParkTurf","3800 Mahlon Brower Dr","Oceanside","NY","11572"
"OJR3 South Turf (11v11)OJR3","981 Ridge Road","Pottstown","PA","19465"
"Oklahoma Road MS Middle Field","6300 Oklahoma Road","Sykesville","MD","21784"
"Old Mill High School #1","600 Patriot Lane","Millersville","MD","21108"
"Old Mill HSTurf","600 Patriot Lane","Millersville","MD","21108"
"Old National Pike Park#4","12406 Old National Pike","Mt. Airy","MD","21771"
"Old National Pike Park #1","12406 Old National Pike","Mt. Airy","MD","21771"
"Old Troy Park #1","335 Reynolds Ave","Parsippany","NJ","07054"
"Opatut Park #4","458 East Freehold Rd","Freehold","NJ","07728"
"OPATUT PARK #5","458 East Freehold Road","Freehold","NJ","07728"
"Opatut West5B","486 East Freehold Road","Freehold","NJ","07728"
"Opatut WestOP5","486 East Freehold Road","Freehold","NJ","07728"
"Orangetown Soccer Complex4 Turf","175 Old Orangeburg Rd","Orangeburg","NY","10962"
"Orangetown Soccer Field Complex#6","175 Old Orangeburg Rd","Orangeburg","NY","10962"
"Orangetown Soccer Field Complex #2","200 Old Orangeburg Road","Orangeburg","NY","10962"
"Orchard Hills Park #3","164 OTHORIDGE RD","Lutherville-Timonium","MD","21093"
"Overpeck #1","199 Challenger Rd","Ridgefield Park","NJ","07660"
"Overpeck #2","199 Challenger Road","Ridgefield Park,","NJ","07660"
"Ovid Hazen ParkField 01","12001 Skylark Rd","Clarksburg","MD","20871"
"Owl HollowOH#2","1757 Arthur Kill Rd","Staten Island","NY","10312"
"Owl HollowOH#3","1757 Arthur Kill Rd","Staten Island","NY","10312"
"Owl Hollow Field#2","1757 Arthur Kill Road","Staten Island","NY","10312"
"Owl Hollow Soccer Field#2","1757 Arthur Kill Rd","Staten Island","NY","10312"
"Owl Howl Soccer Fields #3","1757 Arthur Rd","Staten Island","NY","10312"
"Owl Howl Soccer Fields #4","1757 Arthur Rd","Staten Island","NY","10312"
"Palisades High School #1",,,,
"Palisades Park Sports Complex","230 Roosevelt Place","Palisades Park","NJ","07650"
"Park School - Kelly Turf","2425 Old Court Road","Baltimore","MD","21208"
"Parkside #3","100 Water Plant Way","Downingtown","PA","19335"
"Parkwood Youth Organization #1","3301 Mechanicsville Rd","Philadelphia","PA","19154"
"Pascack Hill HS","225 W. Grand Ave.","Montvale","NJ","07645"
"Pascack Hills High School #1","225 W. Grand Avenue","Montvale","NJ","07645"
"Pascack Valley High School #1",,,,
"Pascack Valley HS","200 Piermont Ave.","Hillsdale","NJ","07642"
"Pasco - PCT High School Football field #1","45 Reinhardt Road","Wayne","NJ","07470"
"Pasco - PCT High School Soccer field #2","45 Reindhart Road","Wayne","NJ","07470"
"Passaic High School Boverini Stadium #1","262 River Drive","Passaic","NJ","07055"
"Patapsco High SchoolGrass","8100 Wise Ave","Dundalk","MD","21222"
"Pawling Sports Complex","48 Fairground Rd.","Lewisburg","PA","17837"
"PCT High SchoolFootball","45 Reinhardt Road","Wayne","NJ","07470"
"PCT High SchoolSoccer","45 Reinhardt Road","Wayne","NJ","07470"
"PCT Lower Soccer Field #1","45 Reinhardt Road","Wayne","NJ","07470"
"PDA",,,,
"PDA1A SS","2 Upper Pond Road","Somerset","NJ","08873"
"PDA1B SS",,,,
"PDA Fields at Westhampton Sports Complex #1","315 Bridge Street","Westampton","NJ","08060"
"PDA South Westampton Sports Complex #1","315 Bridge Street","Westampton","NJ","08060"
"PDA Zarepath #1","1 Upperpond Rd","Somerset","NJ","08873"
"Pelini Park #7","Center Lane","Levittown","NY","11756"
"Penn Fusion Delacy Soccer Complex #3","500 S Creek Road","West Chester","PA","19382"
"Penn Fusion Delacy Soccer Complex  #1","500 S Creek Road","West Chester","PA","19382"
"Penn Fusion Delacy Soccer Complex #4","500 S Creek Road","West Chester","PA","19382"
"Penn Fusion Delacy Soccer Complex #5","500 S Creek Road","West Chester","PA","19382"
"Penn Fusion Fellowship Field #1","241 Fellowship Road","Chester Springs","PA","19425"
"Penn Fusion Thornbury Soccer Park #2","1200 S Westtown Road","West Chester","PA","19382"
"Penn Fusion United Sports Training Center #3","1426 Marshallton-Thorndale Road","Downingtown","PA","19335"
"Penn Fusion United Sports Training Center #4","1426 Marshallton-Thorndale Road","Downingtown","PA","19335"
"Penn Legacy East Petersburg Campus #1","5700 Lemon St","East Petersburg","PA","17520"
"Penn Legacy East Petersburg Campus #3","5700 Lemon St","East Petersburg","PA","17520"
"Penn Legacy East Petersburg Campus #4","5700 Lemon St","East Petersburg","PA","17520"
"Penn Legacy East Petersburg Campus #5","5700 Lemon St","East Petersburg","PA","17520"
"Pennigton Park #1","372 McBride Ave","Paterson","NJ","07501"
"Pequannock High School","85 Sunset Road","Pequannock Twp","NJ","07444"
"PGCBG Club Sports Park Field 04 & 05","13200 Woodmore Road","Bowie","MD","20721"
"Phil Rizzuto",,,,
"phil rizzuto park","549 morris ave","elizabeth","NJ","07208"
"Phil Rizzuto Park #1","900 Morris Ave","Union","NJ","07208"
"Philadelphia Soccer Club  -  Agusta Fields #1","10402 Decatur Road","Philadelphia","PA","19154"
"Philipsburg Athletic Complex","829 Belvidere Rd","Philipsburg","NJ","08865"
"Pier 40 Court Yard East","353 West Street","New York","NY","10014"
"Pier 40 Court Yard West","353 West Street","New York","NY","10014"
"Pier 40 RooftopRT","Pier 40, West Side Highway and West Houston Street","New York","NY","10014"
"Pileggi Park #2","4209 Shoemaker Road","Huntingdon Valley","PA","18966"
"Pingry Upper School","131 Martinsville Rd","Basking Ridge","NJ","07920"
"Piscataway HS Turf Field #23","100 Behmer Rd","Piscataway","NJ","08854"
"Pittser Field","Normal Ave @ Montclair State University","Montclair","NJ","07043"
"Plateau Field #4","130 Davisville Rd","Warminster","PA","18974"
"Pleasant Valley Elementary School #1","476 Polk Township Road","Kunkletown","PA","18058"
"Pleasant Valley Park","3415 Valley Road","Basking Ridge","NJ","07920"
"Plumeri Sports ComplexSt Rose College Turf Field",,,,
"Polo Field","111 County Line Road","Bryn Mawr","PA","19010"
"Polo Fields #1","111 County Line Road","Bryn Mawr","PA","19010"
"Poly Prep County Day School #1","9216 7th Ave","Brooklyn","NY","11228"
"Ponderosa Park","1600 Cooper Rd.","Scotch Plains","NJ","07076"
"Pope John High School","28 Andover Rd","Sparta","NJ","07871"
"Pope John HS","28 Andover Road","Sparta","NJ","07871"
"Pope John Regional BlueTurf","at 28 Andover Rd","Sparta","NJ","07871"
"Princeton FC",,,,
"Princeton FC Farmview Fields FS","515 Great Road","Princeton","NJ","08540"
"Princeton FC Farmview Fields SF","515 Great Road","Princeton","NJ","08540"
"Princeton FC Smoyer Park","613 Snowden Lane","Princeton","NJ","08540"
"Princeton FC Smoyer Park SF","625 Snowden Lane","Princeton","NJ","08540"
"Princeton Stuart School","1200 Stuart Rd","Princeton","NJ","08540"
"Prospect Mill Elementary School #1","101 Prospect Mill Rd","Bel Air","MD","21015"
"Proving Ground #1","700 Conshohcken Road","Conshohcken","PA","19428"
"Proving Ground #2","700 Conshohken Road","Conshohken","PA","19428"
"PROVING GROUNDS 3","707 Conshohocken Road","Conshohocken","PA","19428"
"Proving Grounds Field #2","725 Conshohocken Rd","Conshohocken","PA","19428"
"PSC Agusta Fields - # 7 #7","10402 Decatur Road","Philadelphia","PA","19154"
"PSC/AgustaA2",,,,
"PSC/AgustaA4",,,,
"PSC/AgustaA6",,,,
"PSC/AgustaA7",,,,
"Pulaski Park","100 4th Street","Passaic","NJ","07055"
"Pulaski Park","100 4th Street","Passaic","NJ","07055"
"Pulis #1",,,,
"Pulis #2","Spring Meadow Avenue","Wycoff","NJ","07481"
"Pulis Field A","Spring Meadow Avenue","Wycoff","NJ","07481"
"Purnell School","51 Pottersville Rd","Pottersville","NJ","07979"
"Purnell School #1","50 Hackelbarney Road","Pottersville","NJ","07979"
"Ralston Lower #1","326 Mendham Road West","Mendham","NJ","07945"
"Ralston Upper","320 mendham road west","Mendham","NJ","07945"
"Ralston Upper #13","326 Mendham Road West","Mendham","NJ","07945"
"Ramapo Colleg North Field #1",,,,
"Ramapo CollegeB",,,,
"Ramapo College Turf Field","505 Ramapo Valley Road","Mahwah","NJ","07430"
"Ramapo College Women's Grass","505 Ramapo Valley Road","Mahwah","NJ","07430"
"Randall Junior High School #1","25 I Street, SW","Washington","DC","20024"
"Randall Rec Center","25 I Street, SW","Washington","DC","20024"
"Randall's #60","Wards Meadow Loop","New York","NY","10035"
"Randall's Island #45","1 Randall's Island","New York","NY","10035"
"Randall's Island #51","1 Randall's Island","New York","NY","10035"
"Randall's Island #71","1 Randall's Island","New York","NY","10035"
"Randall's Island #80",,,,
"Randall's Island #84","1 Randall's Island","New York City","NY","10035"
"Randall's Island #6",,,,
"Randall’s Island #10","20 Randall%E2%80%99s Island","New York","NY","10035"
"Randall’s Island #50",,,,
"Randall’s Island #73","20 Randall%E2%80%99s Island","New York","NY","10035"
"Randall’s Island #82","20 Randall%E2%80%99s Island","New York","NY","10035"
"Randall’s Island #85","20 Randall%E2%80%99s Island","New York","NY","10035"
"Randall’s Island #90","20 Randall%E2%80%99s Island","New York","NY","10035"
"Randalls #83","83 East River Lane","New York City","NY","10035"
"Randalls #84","East River Lane","NY","NY","10035"
"Randalls Island #45","20 Randalls Island Park","NY","NY","10035"
"Randalls Island #51","central road","NY","NY","10035"
"Randalls Island #62","20 Randalls Island Park","ny","NY","10035"
"Randalls Island #80","20 Randalls Island Park","NY","NY","10035"
"Randalls Island #80","East River Lane","NY","NY","10035"
"Randalls Island #81","Wards Meadow Loop","New York","NY","10035"
"Randalls Island #83","East River Lane","New York","NY","10035"
"Randalls Island #83","1 Randalls Island park","New York","NY","10035"
"Randalls Island #83","20 Randall%E2%80%99s Island","New York","NY","10035"
"Randalls Island #85","East River Lane","New York","NY","10035"
"Raritan Valley Community College","118 Lamington Road","Branchburg","NJ","08876"
"Raritan Waterfront Park #1","John O'Leary Blvd","South Amboy","NJ","08879"
"Rec CenterA","120 Englishtown-Freehold Road","Manalapan","NJ","07726"
"Rec CenterA1","120 County Road 522","Manalapan","NJ","07726"
"Rec CenterB","120 County Road 522","Manalapan","NJ","07726"
"Rec CenterD/SS","120 County Road 522","Manalapan","NJ","07726"
"Rec CenterH","120 County Road 522","Manalapan","NJ","07726"
"Reservoir High School","11550 Scaggsville Road","Fulton","MD","20759"
"Reservoir High SchoolTurf","11550 Scaggsville Road","Fulton","MD","20759"
"Reynolds #1","367 Reynolds Avenue","Parsippany","NJ","07054"
"Reynolds Ave Soccer Complex #1","335 Reynolds Avenue","Parsippany","NJ","07054"
"RFK Turf Field #1","279 Oklahoma Ave, NE","Washington","DC","20002"
"Richard MontgomeryHS","250 Richard Montgomery Drive","Rockville","MD","20852"
"Richard Montgomery HSTurf","250 Richard Montgomery Dr","Rockville","MD","20852"
"Richboro Elementary #23","125 Upper Holland Road","Richboro","PA","18954"
"Ridge Road Rec Center DC","800 Ridge Rd, SE","Washington","DC","20019"
"Ridge Road Rec Pk #4","21155 Frederick Rd","Germantown","MD","20841"
"Ridge Road Rec Pk #4","21155 Frederick Rd","Germantown","MD","20876"
"Ridge Road Rec PkField 04","21155 Frederick Road","Germantown","MD","20876"
"Ridge Road Rec PkField 05","21155 N Frederick Rd","Germantown","MD","20876"
"Ridge Road Rec PkField 05","21155 Frederick Rd","Germantown","MD","20876"
"Ridgewood HS Stadium #1","627 East Ridgewood Avenue","Ridgewood","NJ","07450"
"Ridgewood Park #1","125 North Maple Ave","Ridgewood","NJ","07450"
"Riggs LaSalle Recreation CenterTurf","501 Riggs Rd NE","Washington","DC","20011"
"River Hill High SchoolStadium","11550 Scaggsville Rd","Fulton,","MD","20759"
"River Park #3","Seber Road","Hackettstown","NJ","07840"
"River Soccer Club#1","32221 Gum Rd","Frankford","DE","19945"
"River Soccer Club#2","32221 Gum Rd","Frankford","DE","19945"
"RiverBank Park","27 Somme St.","Newark","NJ","07105"
"Riverbank Park #1",,,,
"RiverFront Park","553 Raymond Blvd.","Newark","NJ","07105"
"Riverfront Park #1","1-3 Brill St","Newark","NJ","07105"
"Riverside County ParkFootball",,,,
"Riverside Park","915 Valley Road","Gillette","NJ","07933"
"RIverside Park Turf Field #1","915 Valley Rd","Gillette","NJ","07933"
"Riverwood ParkR7","Riverwood Road","Toms River","NJ","08753"
"Robbinsville Community Park #4","15 West Manor Way","Robbinsville","NJ","08691"
"Robbinsville Community Park #5","15 West Manor Way","Robbinsville","NJ","08691"
"Robbinsville Community Park #6","15 West Manor Way","Robbinsville","NJ","08691"
"Robbinsville Community Park #7","15 West Manor Way","Robbinsville","NJ","08691"
"Robbinsville High School #1","155 Robbinsville Edinburg Rd","Trenton","NJ","08691"
"Rockville Centre Sports Complex #1","1000 Peninsula Blvd","Rockville Centre","NY","11570"
"Roger Ludlowe Middle School #1","689 Unquowa Rd","Fairfield","CT","06824"
"Rogers Forge ES North Field #1","250 Dumbarton Road","Baltimore","MD","21212"
"Roosevelt Intermediate School","301 Clark Street","Westfield","NJ","07090"
"Roosevelt Intermediate School","301 Clark Street","Westfield","NJ","07090"
"Rosedale Rec Center","1701 Gales St NE","Washington","DC","20002"
"Rowan Univ. West Campus Turf","101 Neale Road","Glassboro","NJ","08028"
"Roy W Brown #1","130 South Washington Avenue","Bergenfield","NJ","07621"
"Rush Soccer Complex#4","1645 Upper State Road","Doylestown","PA","18901"
"Rush Soccer Complex #1","1645 Upper State Road","Doylestown","PA","18901"
"Rush Soccer Complex #2","1645 Upper State Road","Doylestown","PA","18901"
"Rustin High School Turf Field #1","1100 Shiloh Road","West Chester","PA","19382"
"Rutgers-Busch Sport ClubTurf","75 Brett Rd","Piscataway","NJ","08854"
"Rutgers-Busch University ParkTurf","675 Bartholomew Rd","Piscataway","NJ","08854"
"Rutgers-Busch University ParkTurf 2","675 Bartholomew Rd","Piscataway","NJ","08854"
"Sacred Heart UniversityTurf","5151 Park Ave","Fairfield","CT","06825"
"Saint John VianneyHS","540-A Line Road","Holmdel","NJ","07733"
"Saints Peter and Paul High School #1","900 High Street","Easton","MD","21601"
"Sandymount Elementary School #1","2222 Old Westminster Pike","Finksburg","MD","21048"
"Sandymount Elementary School #3","2222 Old Westminster Pike","Finksburg","MD","21048"
"Sayreville Sports ComplexField 5","4441 Bordentown Ave","Sayreville","NJ","08872"
"Schucks Regional Park","301 Schucks Road","Bel Air","MD","21015"
"Schucks Regional Park#1","301 Schucks Road","Bel Air","MD","21015"
"Schuyler Colfax Middle School","1500 Hamburg Turnpike","Wayne","NJ","07470"
"Schuyler-Colfax Middle School #1","1500 Hamburg Turnpike","Wayne","NJ","07470"
"Scotch Plains Fanwood #1",,,,
"SDFC 09 Fortunato FieldHS","Essex Avenue","Montclair","NJ","07042"
"Seminary ParkTurf","1422 Burton Avenue","Lutherville-Timonium","MD","21093"
"Seminary ParkTurf","1422 Burton Ave.","Lutherville-Timonium","MD","21093"
"Seventh District Elementary School #1","20300 York Rd","Parkton","MD","21120"
"Seventh District Elementary School #3","20300 York Rd","Parkton","MD","21120"
"Shelter Cove FS #13","Bay Avenue and Tiller Drive","Toms River","NJ","08753"
"Shelter Cove SS #15",,,,
"Shissler Rec","1800 Blair Street","Philadelphia","PA","19125"
"Shore Rd Park #1","84 Shore Rd","Lindenhurst","NY","11757"
"Sid Fey","1599 Lamberts Mill Rd","Westfield","NJ","07090"
"Sidwell Friends School #1","3825 Wisconsin Ave NW","Washington","DC","20016"
"Smith1 Turf","69 Baldwin Road","Parsippany","NJ","07054"
"Smith Field #1","US-46 Parsippany","Parsippany","NJ","07054"
"Snyder Ave. Field (Turf)","216 Snyder Ave.","Berkeley Heights","NJ","07922"
"Snyder Avenue Park #1","240 Snyder Ave","Berkeley Heights","NJ","07922"
"Soldier #1",,,,
"Soldier #2","Lakewood Farmingdale Road","Howell","NJ","07731"
"Soldier #3","Lakewood Farmingdale Road","Howell","NJ","07731"
"SoldierField 02","Lakewood Farmingdale Road","Howell","NJ","07731"
"Somers High School #2","120 Primrose Street","Lincolndale","NY","10540"
"Somers High SchoolT2","120 Primrose Street","Lincolndale,","NY","10540"
"Somers High SchoolT2","120 Primrose Street","Lincolndale","NY","10540"
"SOUTH ARDMORE PLAYGROUNDField","430 Sussex Road","Wynnewood","PA","19096"
"South Gunner's Branch Local Park #1","12919 Prairie Knoll Court","Germantown","MD","20874"
"South Run District ParkTurf #6","7550 Reservation Dr","Springfield","VA","22153"
"South Woods Road Soccer Fields #2","560 South Woods Road","Hillsborough","NJ","08844"
"Southern HS #1","4400 Solomons Island Rd","Harwood","MD","20776"
"Southside Field #1","1920 Raritan Road","Scotch Plains","NJ","07076"
"Spark Field","724 Susquehanna Road","Ambler","PA","19002"
"Spark turf field #2","725 Susquehanna Rd.","Fort Washington","PA","19034"
"Sparta Church Field #1","429 Lafayette Road, ","Sparta","NJ","07871"
"Sparta Evangelical ChurchLarge","429 Lafayette Rd","Sparta","NJ","07871"
"Sparta Evangelical ChurchSmall","429 Lafayette Rd","Sparta","NJ","07871"
"Spencer Rockman Complex","1Clif Prescod Lane","Edison","NJ","08817"
"Speno Park #1","745 East Meadow Ave","East Meadow","NY","11554"
"SPFSA - Ponderosa #1","1600 Cooper Road","Scotch Plains","NJ","07076"
"SPFSA - Southside #1","1920 Raritan Road","Scotch Plains","NJ","07076"
"SPFSA VoTech #1A","1776 Raritan Rd","Scotch Plains","NJ","07076"
"Sportfriends Grass Oval","1 Ryerson Ave","Wayne","NJ","07470"
"Sportika Sports","150 Woodward Road","Manalapan","NJ","07726"
"Sportsfriends Grass 9v9","30 Ryerson Ave","Wayne","NJ","07470"
"Sportsfriends Turf",,,,
"Sprague Field #1","Normal Avenue","Montclair","NJ","07043"
"St James Field","321 South Limerick Road","Limerick","PA","19468"
"St Rose Athletic FieldsFS","5114 Hurley Pond Road","Wall","NJ","07719"
"St Rose Fields #1","432 Western Ave","Albany","NY","12203"
"St. Andrews Episcopal High SchoolTurf","8804 Postoak Rd","Potomac","MD","20854"
"St. James SchoolTurf","17641 College Rd","Hagerstown","MD","21740"
"St. John Vianney RC","105 Vianney Lane","Prince Frederick","MD","20678"
"St. John's College High School","2607 Military Rd. NW","Chevy Chase","DC","20015"
"St. Mary's Ryken High School","22600 Camp Calvert Rd.","Leonardtown","MD","20650"
"Stansbury Park #1","7800 Stansbury Road","Baltimore","MD","21222"
"Stewart Park","97 Lincoln Mill Road","South Harrison","NJ","08062"
"Stone Church field #1","Stone Church Rd & Yantz Rd","Rhinebeck","NY","12572"
"Stone Point Park","1000 Westwood Avenue","Old Tappan","NJ","07675"
"Stoney Brook Field #1","99 Stoney Brook Road","Hanover","NJ","07981"
"Stony Brook Field #1","Stoney Brook Rd","Whippany","NJ","07981"
"Stony Brook P-Lot #2","P-Lot, South Campus","Stony Brook","NY","11794"
"Stony Brook University Turf #1","South P Lot, 100 Nicholls Road","Stony Brook","NY","11794"
"STRONGHOLD SC - Gill St. Bernard's School #1","St. Bernard's Road","Gladstone","NJ","07934"
"STRONGHOLD SC - Gill St. Bernard's SchoolTurf","St. Bernard's Road","Gladstone","NJ","07934"
"Stuart Country Day School","1200 Stuart Road","Princeton","NJ","08540"
"Stuart Country Day School Field #1","1200 Stuart Rd","Princeton","NJ","08540"
"Sullivan Trail Fields","3201 Sullivan Trail","Easton","PA","18020"
"Summit Glenside Field #01","196 Glenside Avenue","Summit","NJ","07901"
"Summit High School#1","125 Kent Place Boulevard","Summit","NJ","07901"
"Summit Investors Field #01","Butler Parkway","Summit","NJ","07901"
"Summit Memorial Varsity #01","1 Parkview Terrace","Summit","NJ","07901"
"Sunnybrook Park #1","2532 longmeadow rd","Lansdake","PA","19446"
"SUNY Purchase","735 Andersen Hill Road","Purchase","NY","10577"
"SUPERDOME -outdoor turf field","134 Hopper Avenue","Waldwick","NJ","07463"
"Superdome SportsIndoor","134 Hopper Avenue","Waldwick","NJ","07463"
"Sussex Academy #1","21150 Airport Rd","Georgetown","DE","19947"
"Sussex Academy #1","21150 Airport Road","Georgetown","DE","19947"
"Sussex AcademyField 01","21150 Airport Road","Georgetown","DE","19947"
"Sussex County College",,,,
"Swann Park","200 W McComas St","Baltimore","MD","21230"
"Swim and Sport Club #01","272 Emmans Rd","Flanders","NJ","07836"
"Taft School #1","90 Guernseytown Road","Watertown","CT","06795"
"Talbot County Community Center #1","10028 Ocean Gateway","Easton","MD","21601"
"Tamaques Park","1075 Lamberts Mill","Westfield","NJ","07090"
"Tamaques School","641 Willow Grove Road","Westfield","NJ","07090"
"Taylor Mills School","77 Gordons Corner Rd","Englishtown","NJ","07726"
"Taylor Mills School","77 Gordons Corner Rd","Englishtown","NJ","07726"
"TBDTBD",,,,
"Temple University - Ambler PA Campus #1","380 Meetinghouse Rd","Ambler","PA","19034"
"The Calverton School Small Sided","Calverton School Road","Huntingtown","MD","20639"
"The Club","25 Scarborough Rd","Briarcliff Manor","NY","10510"
"The Pingry School LOWER","50 Country Day Dr","Short Hills","NJ","07078"
"The Proving Ground #3","707 Conshohocken Road","Conshohocken","PA","19428"
"The Proving Grounds #1","707 Conshohocken Road","Conshohocken","PA","19428"
"The Proving Grounds #1","707 Conshocken Rd","Conshohocken","PA","19428"
"The Proving Grounds1A","707 Conshohocken Road","Conshohocken","PA","19428"
"The Proving Grounds #2","707 Conshohocken Road","Conshohocken","PA","19428"
"The Proving Grounds2A","707 Conshohocken Road","Conshohocken","PA","19428"
"The Proving Grounds2A","707 Conshocken Rd","Conshohocken","PA","19428"
"The Taft School #1","90 Guernseytown Road","Watertown","CT","06795"
"The Wardlaw-Hartridge School Rear SS Turf #1","1295 Inman Avenue","Edison","NJ","08820"
"The Wardlaw-Hartridge School Rear Turf Field #2","1295 Inman Avenue","Edison","NJ","08820"
"The Willow School","1150 Pottersville Rd","Gladstone","NJ","07934"
"ThompsonSS","805 Newman Springs Rd","Colts Neck","NJ","07738"
"Thompson Family ParkB1","40 E Wolfert Station Rd","Mickleton","NJ","08056"
"Thompson Park","805 Newman Springs Rd","Lincroft","NJ","07738"
"Thompson Park#1",,,,
"Thompson Park#2",,,,
"Thompson ParkB4","40 East Wolfert Station Road","Mickleton","NJ","08056"
"Tibbetts Brook Park #2","Midland Ave and Teresa Ave","Yonkers","NY","10704"
"Ticetown","Ticetown Road","old bridge","NJ","08857"
"Tickneck Park #1","7750 Edwyn Raynor Road","Pasadena","MD","21122"
"Tiffany Fields #1","835 St Johnland Road","Kings Park","NY","11754"
"Tinton Falls",,,,
"Tinton Falls/Sycamore Soccer Complex #1",,,,
"Tinton Falls/Sycamore Soccer Complex #2","977 Sycamore Ave","Tinton Falls","NJ","07724"
"Tinton Falls/Sycamore Soccer Complex #5","977 Sycamore Ave","Tinton Falls","NJ","07724"
"Todd ES Grass","45 Ingham Rd","Briarcliff Manor","NY","10510"
"Tollgate Park #1","704 N. Tollgate Road","Bel Air","MD","21014"
"Tomlinson Middle School #1","200 Unquowa Rd","Fairfield","CT","06824"
"Torpey Athletic Complex","180 Nimitz St","Bridgewater","NJ","08807"
"Towson High SchoolTurf","69 Cedar Ave","Towson","MD","21286"
"Trinity Catholic High School","926 Newfield Avenue","Stamford","CT","06905"
"Trinity High SchoolTurf","926 Newfield Ave","Stamford","CT","06905"
"Trotters Crossing ComplexTR1",,,,
"Trotters Crossing ComplexTR2",,,,
"Trotters Crossing ComplexTR3",,,,
"TSF Academy",,,,
"Tuckahoe #34","401 N. MYRTLE STREET","Hammonton","NJ","08037"
"Tuckahoe (11v11) #1","599 Union Road","Hammonton","NJ","08037"
"Tuckahoe (9v9) #6","599 union road","Hammonton","NJ","08037"
"Tuckahoe (9v9) #7","599 union road","Hammonton","NJ","08037"
"Tuckahoe Sod Farm #1","401 N. MYRTLE STREET","HAMMONTON","NJ","08037"
"Tuckahoe Turf Farm #01","401 N. Myrtle Street","Hammonton","NJ","08037"
"Tulpehocken HS #1","430 New Schaefferstown Rd","Bernville","PA","19605"
"Turk #1","Turk Rd & Almshouse Road","Doylestown","PA","18902"
"Turk #3","Turk Rd & Almshouse Road","Doylestown","PA","18902"
"Turk #4","Turk Rd & Almshouse Road","warrington","PA","18976"
"Turkey Brook Park #1","50 Flanders Road","Budd Lake","NJ","07828"
"Turkey Brook Park #2","50 Flanders Road","Budd Lake","NJ","07828"
"Turkey Brook Park #4","50 Flanders Road","Budd Lake","NJ","07828"
"Turkey Brook Park #4","30 Flanders Road","Budd Lake","NJ","07828"
"Turkey Brook Park4A","50 Flanders Road","Budd Lake","NJ","07828"
"Turkey Brook Park4B","50 Flanders Road","Budd Lake","NJ","07828"
"Turkey Swamp Park","200 Georgia Road","Freehold","NJ","07728"
"Turkey Swamp Park Lower #1","200 Georgia Road","Freehold","NJ","07728"
"Twin Pines","241 Federal City Road,Pennington, NJ 08534Road","Lawrenceville","NJ","08648"
"Twin Pines11v11","250 Pennington-Lawrenceville Road","Pennington","NJ","08534"
"Tyler Davis Fields","10 Sunset Dr","Woodbine","NJ","08270"
"UASC #1","1 Lower State Rd","Chalfont","PA","18914"
"UASC #2","1 Lower State Rd","Chalfont","PA","18914"
"UASC #5","1 Lower State Rd","Chalfont","PA","18914"
"UASC #6","1 Lower State Rd","Chalfont","PA","18914"
"UASC6a","1 Lower State Road","Chalfont","PA","18914"
"UASC6b","1Lower State Road","Chalfont","PA","18914"
"UDHS Cardinal Stadium","800 Loch Alsh Avenue","Fort Washington","PA","19034"
"UGH Club #2","4666 Bristol Road","Oakford","PA","19053"
"UGH Club #3","4666 Bristol Road","Oakford","PA","19053"
"UGH Club #4","4666 Bristol Road","Oakford","PA","19053"
