"Home","Away","Field"
"Midwest United FC U-15 Girls USDA","Shattuck - Saint Mary's U-15 Girls USDA","Grandville Football Field"
"Midwest United FC U-18/19 Girls USDA","Shattuck - Saint Mary's U-18/19 Girls USDA","Grandville Soccer Field"
"FC Stars U-16/17 Girls USDA","Sky Blue - PDA U-16/17 Girls USDA","Field 1"
"New York City FC U-14 Girls USDA","Virginia Development Academy U-14 Girls USDA","WCFC Complex - Field 1"
"New York City FC U-16/17 Girls USDA","Virginia Development Academy U-16/17 Girls USDA","WCFC Complex - Field 5"
"Sky Blue - NYSC U-16/17 Girls USDA","FC Virginia U-16/17 Girls USDA","Manhattanville College Turf field "
"California Thorns FC U-16/17 Girls USDA","PSV Union Football Club U-16/17 Girls USDA","Santa Clara University - Stanton Field"
"FC Fury NY U-16/17 Girls USDA","Washington Spirit Academy - Virginia U-16/17 Girls USDA","St. Josephs College Field"
"Long Island SC U-18/19 Girls USDA","Washington Spirit Academy - Baltimore Armour U-18/19 Girls USDA","Hofstra University"
"Solar Soccer Club U-16/17 Girls USDA","Dallas Texans U-16/17 Girls USDA","Pope John Paul II High School (Turf)"
"Cincinnati Development Academy U-15 Girls USDA","Eclipse Select Soccer Club U-15 Girls USDA","VOA #1"
"Cincinnati Development Academy U-18/19 Girls USDA","Eclipse Select Soccer Club U-18/19 Girls USDA","VOA #2"
"FC Stars U-18/19 Girls USDA","Sky Blue - PDA U-18/19 Girls USDA","Field 1"
"New York City FC U-15 Girls USDA","Virginia Development Academy U-15 Girls USDA","WCFC Complex - Field 1"
"New York City FC U-18/19 Girls USDA","Virginia Development Academy U-18/19 Girls USDA","WCFC Complex - Field 5"
"Sky Blue - NYSC U-18/19 Girls USDA","FC Virginia U-18/19 Girls USDA","Manhattanville College Turf field "
"California Thorns FC U-18/19 Girls USDA","PSV Union Football Club U-18/19 Girls USDA","Santa Clara University - Stanton Field"
"FC Fury NY U-18/19 Girls USDA","Washington Spirit Academy - Virginia U-18/19 Girls USDA","St. Josephs College Field"
"Solar Soccer Club U-18/19 Girls USDA","Dallas Texans U-18/19 Girls USDA","Pope John Paul II High School (Turf)"
"Eclipse Select Soccer Club U-14 Girls USDA","Nationals U-14 Girls USDA","Oak Brook Park District"
"LAFC Slammers U-14 Girls USDA","West Coast Futbol Club U-14 Girls USDA","Turf"
"Portland Thorns FC U-14 Girls USDA","California Thorns FC U-14 Girls USDA","Field 1"
"Portland Thorns FC U-16/17 Girls USDA","California Thorns FC U-16/17 Girls USDA","Field 2"
"PSV Union Football Club U-14 Girls USDA","Crossfire Premier U-14 Girls USDA","Jordan MS Field #3"
"So Cal Blues Soccer Club U-14 Girls USDA","LA Galaxy San Diego U-14 Girls USDA","Portola High School"
"SPORTING Blue Valley U-14 Girls USDA","Colorado Rush U-14 Girls USDA","Field #12"
"NC Courage U-16/17 Girls USDA","Weston FC U-16/17 Girls USDA","WRAL #6"
"Cedar Stars Academy - Monmouth U-14 Girls USDA","PA Classics U-14 Girls USDA","Capelli Sport Complex - Field 3 FS"
"Concorde Fire U-14 Girls USDA","United Soccer Alliance U-14 Girls USDA","Georgia Soccer Park - Field 3"
"Empire United U-14 Girls USDA","New York City FC U-14 Girls USDA","Empire United Soccer Complex"
"FC Kansas City U-14 Girls USDA","Real Colorado U-14 Girls USDA","Kansas City Kansas Community College"
"LA Galaxy U-14 Girls USDA","Beach Futbol Club U-14 Girls USDA","Field 7"
"Michigan Hawks U-18/19 Girls USDA","Indiana Fire Academy U-18/19 Girls USDA","Jaycee Park"
"Midwest United FC U-14 Girls USDA","Cincinnati Development Academy U-14 Girls USDA","Aquinas College"
"NC Courage U-14 Girls USDA","Weston FC U-14 Girls USDA","WRAL #5"
"Oakwood Soccer Club U-14 Girls USDA","Boston Breakers Academy U-14 Girls USDA","TD Bank OSP #1 (front field)"
"San Diego Surf U-14 Girls USDA","Legends FC U-14 Girls USDA","Surf Cup Sports Park # 5"
"San Diego Surf U-16/17 Girls USDA","Legends FC U-16/17 Girls USDA","Surf Cup Sports Park # 6"
"Shattuck - Saint Mary's U-15 Girls USDA","Sockers FC U-15 Girls USDA","Sports Complex (Turf)"
"Virginia Development Academy U-14 Girls USDA","Penn Fusion Soccer Academy U-14 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Virginia U-14 Girls USDA","Washington Spirit Academy - Baltimore Armour U-14 Girls USDA","Maryland SoccerPlex 2 Grass"
"Eclipse Select Soccer Club U-15 Girls USDA","Nationals U-15 Girls USDA","Oak Brook Park District"
"Portland Thorns FC U-15 Girls USDA","California Thorns FC U-15 Girls USDA","Field 1"
"Portland Thorns FC U-18/19 Girls USDA","California Thorns FC U-18/19 Girls USDA","Field 2"
"PSV Union Football Club U-15 Girls USDA","Crossfire Premier U-15 Girls USDA","Jordan MS Field #3"
"So Cal Blues Soccer Club U-15 Girls USDA","LA Galaxy San Diego U-15 Girls USDA","Portola High School"
"SPORTING Blue Valley U-15 Girls USDA","Colorado Rush U-15 Girls USDA","Field #12"
"LAFC Slammers U-15 Girls USDA","West Coast Futbol Club U-15 Girls USDA","Turf"
"Charlotte Soccer Academy U-14 Girls USDA","Boca United Football Club U-14 Girls USDA","OrthoCarolina Field #4"
"Charlotte Soccer Academy U-16/17 Girls USDA","Boca United Football Club U-16/17 Girls USDA","OrthoCarolina Field #3"
"Concorde Fire U-15 Girls USDA","United Soccer Alliance U-15 Girls USDA","Georgia Soccer Park - Field 3"
"Empire United U-15 Girls USDA","New York City FC U-15 Girls USDA","Empire United Soccer Complex"
"FC Kansas City U-15 Girls USDA","Real Colorado U-15 Girls USDA","Kansas City Kansas Community College"
"FC Virginia U-14 Girls USDA","Sky Blue - PDA U-14 Girls USDA","Evergreen Field 2"
"FC Virginia U-16/17 Girls USDA","Sky Blue - PDA U-16/17 Girls USDA","Evergreen Field 1"
"LA Galaxy U-15 Girls USDA","Beach Futbol Club U-15 Girls USDA","Field 7"
"Midwest United FC U-15 Girls USDA","Cincinnati Development Academy U-15 Girls USDA","Aquinas College"
"NC Courage U-15 Girls USDA","Weston FC U-15 Girls USDA","WRAL #5"
"NC Courage U-18/19 Girls USDA","Weston FC U-18/19 Girls USDA","WRAL #6"
"Oakwood Soccer Club U-15 Girls USDA","Boston Breakers Academy U-15 Girls USDA","TD Bank OSP #1 (front field)"
"Virginia Development Academy U-15 Girls USDA","Penn Fusion Soccer Academy U-15 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Virginia U-15 Girls USDA","Washington Spirit Academy - Baltimore Armour U-15 Girls USDA","Maryland SoccerPlex 2 Grass"
"Cedar Stars Academy - Monmouth U-15 Girls USDA","PA Classics U-15 Girls USDA","Capelli Sport Complex - Field 3 FS"
"IMG Academy U-14 Girls USDA","NTH Tophat U-14 Girls USDA","IMG Soccer Complex Field #12"
"IMG Academy U-16/17 Girls USDA","NTH Tophat U-16/17 Girls USDA","IMG Soccer Complex Field  #11"
"San Diego Surf U-15 Girls USDA","Legends FC U-15 Girls USDA","Surf Cup Sports Park # 5"
"San Diego Surf U-18/19 Girls USDA","Legends FC U-18/19 Girls USDA","Surf Cup Sports Park # 6"
"Burlingame Soccer Club U-14 Girls USDA","Reign Academy U-14 Girls USDA","Burlingame High School Back Field"
"Burlingame Soccer Club U-16/17 Girls USDA","Reign Academy U-16/17 Girls USDA","Burlingame High School Stadium Field"
"Eclipse Select Soccer Club U-16/17 Girls USDA","Nationals U-16/17 Girls USDA","Oak Brook Park District"
"Michigan Hawks U-16/17 Girls USDA","Indiana Fire Academy U-16/17 Girls USDA","Jaycee Park"
"West Florida Flames U-14 Girls USDA","Orlando Pride U-14 Girls USDA","Field 6 (Carillon Sports and Family Medicine)"
"West Florida Flames U-16/17 Girls USDA","Orlando Pride U-16/17 Girls USDA","Field 7 "
"LAFC Slammers U-16/17 Girls USDA","West Coast Futbol Club U-16/17 Girls USDA","Turf"
"PSV Union Football Club U-16/17 Girls USDA","Crossfire Premier U-16/17 Girls USDA","Jordan MS Field #3"
"Shattuck - Saint Mary's U-16/17 Girls USDA","Sockers FC U-16/17 Girls USDA","Sports Complex (Turf)"
"So Cal Blues Soccer Club U-16/17 Girls USDA","LA Galaxy San Diego U-16/17 Girls USDA","Portola High School"
"SPORTING Blue Valley U-16/17 Girls USDA","Colorado Rush U-16/17 Girls USDA","Field #12"
"Charlotte Soccer Academy U-15 Girls USDA","Boca United Football Club U-15 Girls USDA","OrthoCarolina Field #4"
"Charlotte Soccer Academy U-18/19 Girls USDA","Boca United Football Club U-18/19 Girls USDA","OrthoCarolina Field #3"
"Concorde Fire U-16/17 Girls USDA","United Soccer Alliance U-16/17 Girls USDA","Georgia Soccer Park - Field 3"
"FC Fury NY U-14 Girls USDA","FC Stars U-14 Girls USDA","Cantiague Park"
"FC Kansas City U-16/17 Girls USDA","Real Colorado U-16/17 Girls USDA","Kansas City Kansas Community College"
"FC Virginia U-15 Girls USDA","Sky Blue - PDA U-15 Girls USDA","Evergreen Field 2"
"Midwest United FC U-16/17 Girls USDA","Cincinnati Development Academy U-16/17 Girls USDA","Aquinas College"
"Oakwood Soccer Club U-16/17 Girls USDA","Boston Breakers Academy U-16/17 Girls USDA","TD Bank OSP #1 (front field)"
"Virginia Development Academy U-16/17 Girls USDA","Penn Fusion Soccer Academy U-16/17 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Virginia U-16/17 Girls USDA","Washington Spirit Academy - Baltimore Armour U-16/17 Girls USDA","Maryland SoccerPlex 2 Grass"
"Empire United U-16/17 Girls USDA","New York City FC U-16/17 Girls USDA","Empire United Soccer Complex"
"IMG Academy U-15 Girls USDA","NTH Tophat U-15 Girls USDA","IMG Soccer Complex Field #12"
"IMG Academy U-18/19 Girls USDA","NTH Tophat U-18/19 Girls USDA","IMG Soccer Complex Field  #11"
"LA Galaxy U-16/17 Girls USDA","Beach Futbol Club U-16/17 Girls USDA","Field 7"
"Cedar Stars Academy - Monmouth U-16/17 Girls USDA","PA Classics U-16/17 Girls USDA","Capelli Sport Complex - Field 3 FS"
"Eclipse Select Soccer Club U-18/19 Girls USDA","Nationals U-18/19 Girls USDA","Oak Brook Park District"
"Michigan Hawks U-15 Girls USDA","Indiana Fire Academy U-15 Girls USDA","Jaycee Park"
"Burlingame Soccer Club U-15 Girls USDA","Reign Academy U-15 Girls USDA","Burlingame High School Back Field"
"Burlingame Soccer Club U-18/19 Girls USDA","Reign Academy U-18/19 Girls USDA","Burlingame High School Stadium Field"
"Shattuck - Saint Mary's U-18/19 Girls USDA","Sockers FC U-18/19 Girls USDA","Sports Complex (Turf)"
"SPORTING Blue Valley U-18/19 Girls USDA","Colorado Rush U-18/19 Girls USDA","Field #12"
"West Florida Flames U-15 Girls USDA","Orlando Pride U-15 Girls USDA","Field 7 "
"West Florida Flames U-18/19 Girls USDA","Orlando Pride U-18/19 Girls USDA","Field 6 (Carillon Sports and Family Medicine)"
"LAFC Slammers U-18/19 Girls USDA","West Coast Futbol Club U-18/19 Girls USDA","Turf"
"Concorde Fire U-18/19 Girls USDA","United Soccer Alliance U-18/19 Girls USDA","Georgia Soccer Park - Field 3"
"FC Fury NY U-15 Girls USDA","FC Stars U-15 Girls USDA","Cantiague Park"
"FC Kansas City U-18/19 Girls USDA","Real Colorado U-18/19 Girls USDA","Kansas City Kansas Community College"
"FC Virginia U-18/19 Girls USDA","Sky Blue - PDA U-18/19 Girls USDA","Evergreen Field 2"
"Midwest United FC U-18/19 Girls USDA","Cincinnati Development Academy U-18/19 Girls USDA","Aquinas College"
"PSV Union Football Club U-18/19 Girls USDA","Crossfire Premier U-18/19 Girls USDA","Jordan MS Field #3"
"So Cal Blues Soccer Club U-18/19 Girls USDA","LA Galaxy San Diego U-18/19 Girls USDA","Portola High School"
"Virginia Development Academy U-18/19 Girls USDA","Penn Fusion Soccer Academy U-18/19 Girls USDA","Howison #3 (Turf)"
"Michigan Hawks U-14 Girls USDA","Indiana Fire Academy U-14 Girls USDA","Jaycee Park"
"Oakwood Soccer Club U-18/19 Girls USDA","Boston Breakers Academy U-18/19 Girls USDA","TD Bank OSP #1 (front field)"
"Empire United U-18/19 Girls USDA","New York City FC U-18/19 Girls USDA","Empire United Soccer Complex"
"LA Galaxy U-18/19 Girls USDA","Beach Futbol Club U-18/19 Girls USDA","Field 7"
"Cedar Stars Academy - Monmouth U-18/19 Girls USDA","PA Classics U-18/19 Girls USDA","Capelli Sport Complex - Field 3 FS"
"West Florida Flames U-15 Girls USDA","NTH Tophat U-15 Girls USDA","Field 7 "
"Michigan Hawks U-18/19 Girls USDA","Cincinnati Development Academy U-18/19 Girls USDA","Schoolcraft Dome"
"Burlingame Soccer Club U-14 Girls USDA","Crossfire Premier U-14 Girls USDA","Burlingame High School Stadium Field"
"Charlotte Soccer Academy U-14 Girls USDA","Weston FC U-14 Girls USDA","OrthoCarolina Field #5"
"Charlotte Soccer Academy U-16/17 Girls USDA","Weston FC U-16/17 Girls USDA","OrthoCarolina Field #4"
"NC Courage U-14 Girls USDA","Boca United Football Club U-14 Girls USDA","WRAL #5"
"NC Courage U-16/17 Girls USDA","Boca United Football Club U-16/17 Girls USDA","WRAL #6"
"SC del Sol U-14 Girls USDA","Albion SC U-14 Girls USDA","Field #1"
"SPORTING Blue Valley U-14 Girls USDA","Real Colorado U-14 Girls USDA","Field #12"
"FC Kansas City U-14 Girls USDA","Colorado Rush U-14 Girls USDA","Kansas City Kansas Community College"
"Los Angeles Premier Futbol Club U-14 Girls USDA","Real So Cal U-14 Girls USDA","La Canada Stadium - Turf"
"Midwest United FC U-14 Girls USDA","Nationals U-14 Girls USDA","Grandville High School"
"Pateadores U-14 Girls USDA","Eagles Soccer Club U-14 Girls USDA","UC Irvine "
"Pateadores U-16/17 Girls USDA","Eagles Soccer Club U-16/17 Girls USDA","UC Irvine "
"West Florida Flames U-14 Girls USDA","NTH Tophat U-14 Girls USDA","Field 6 (Carillon Sports and Family Medicine)"
"West Florida Flames U-16/17 Girls USDA","NTH Tophat U-16/17 Girls USDA","Field 7 "
"Burlingame Soccer Club U-15 Girls USDA","Crossfire Premier U-15 Girls USDA","Burlingame High School Stadium Field"
"Charlotte Soccer Academy U-15 Girls USDA","Weston FC U-15 Girls USDA","OrthoCarolina Field #5"
"Charlotte Soccer Academy U-18/19 Girls USDA","Weston FC U-18/19 Girls USDA","OrthoCarolina Field #4"
"NC Courage U-15 Girls USDA","Boca United Football Club U-15 Girls USDA","WRAL #5"
"SC del Sol U-15 Girls USDA","Albion SC U-15 Girls USDA","Field #1"
"Solar Soccer Club U-14 Girls USDA","Houston Dash U-14 Girls USDA","Texas Woman's University - Stadium Field"
"SPORTING Blue Valley U-15 Girls USDA","Real Colorado U-15 Girls USDA","Field #12"
"NC Courage U-18/19 Girls USDA","Boca United Football Club U-18/19 Girls USDA","WRAL #6"
"FC Kansas City U-15 Girls USDA","Colorado Rush U-15 Girls USDA","Kansas City Kansas Community College"
"Los Angeles Premier Futbol Club U-15 Girls USDA","Real So Cal U-15 Girls USDA","La Canada Stadium - Turf"
"Michigan Hawks U-16/17 Girls USDA","Cincinnati Development Academy U-16/17 Girls USDA","Jaycee Park"
"Midwest United FC U-15 Girls USDA","Nationals U-15 Girls USDA","Grandville High School"
"Pateadores U-15 Girls USDA","Eagles Soccer Club U-15 Girls USDA","UC Irvine "
"Pateadores U-18/19 Girls USDA","Eagles Soccer Club U-18/19 Girls USDA","UC Irvine "
"West Florida Flames U-18/19 Girls USDA","NTH Tophat U-18/19 Girls USDA","Field 6 (Carillon Sports and Family Medicine)"
"Burlingame Soccer Club U-16/17 Girls USDA","Crossfire Premier U-16/17 Girls USDA","Burlingame High School Stadium Field"
"SC del Sol U-16/17 Girls USDA","Albion SC U-16/17 Girls USDA","Field #1"
"Solar Soccer Club U-15 Girls USDA","Houston Dash U-15 Girls USDA","Texas Woman's University - Stadium Field"
"SPORTING Blue Valley U-16/17 Girls USDA","Real Colorado U-16/17 Girls USDA","Field #11"
"SPORTING Blue Valley U-18/19 Girls USDA","Real Colorado U-18/19 Girls USDA","Field #12"
"Dallas Texans U-14 Girls USDA","Lonestar SC Academy U-14 Girls USDA","Ross Stewart Soccer Complex"
"Dallas Texans U-16/17 Girls USDA","Lonestar SC Academy U-16/17 Girls USDA","Ross Stewart Soccer Complex"
"FC Kansas City U-16/17 Girls USDA","Colorado Rush U-16/17 Girls USDA","Kansas City Kansas Community College"
"Michigan Hawks U-15 Girls USDA","Cincinnati Development Academy U-15 Girls USDA","Jaycee Park"
"Midwest United FC U-16/17 Girls USDA","Nationals U-16/17 Girls USDA","Grandville High School"
"PSV Union Football Club U-14 Girls USDA","Reign Academy U-14 Girls USDA","Mayfield South Field (turf)"
"PSV Union Football Club U-16/17 Girls USDA","Reign Academy U-16/17 Girls USDA","Mayfield North Field (turf)"
"Los Angeles Premier Futbol Club U-16/17 Girls USDA","Real So Cal U-16/17 Girls USDA","La Canada Stadium - Turf"
"Burlingame Soccer Club U-18/19 Girls USDA","Crossfire Premier U-18/19 Girls USDA","Burlingame High School Stadium Field"
"SC del Sol U-18/19 Girls USDA","Albion SC U-18/19 Girls USDA","Field #1"
"Solar Soccer Club U-16/17 Girls USDA","Houston Dash U-16/17 Girls USDA","Texas Woman's University - Stadium Field"
"Michigan Hawks U-14 Girls USDA","Cincinnati Development Academy U-14 Girls USDA","Jaycee Park"
"Dallas Texans U-15 Girls USDA","Lonestar SC Academy U-15 Girls USDA","Ross Stewart Soccer Complex"
"Dallas Texans U-18/19 Girls USDA","Lonestar SC Academy U-18/19 Girls USDA","Ross Stewart Soccer Complex"
"FC Kansas City U-18/19 Girls USDA","Colorado Rush U-18/19 Girls USDA","Kansas City Kansas Community College"
"Midwest United FC U-18/19 Girls USDA","Nationals U-18/19 Girls USDA","Grandville High School"
"PSV Union Football Club U-15 Girls USDA","Reign Academy U-15 Girls USDA","Mayfield South Field (turf)"
"PSV Union Football Club U-18/19 Girls USDA","Reign Academy U-18/19 Girls USDA","Mayfield North Field (turf)"
"Los Angeles Premier Futbol Club U-18/19 Girls USDA","Real So Cal U-18/19 Girls USDA","La Canada Stadium - Turf"
"Solar Soccer Club U-18/19 Girls USDA","Houston Dash U-18/19 Girls USDA","Texas Woman's University - Stadium Field"
"Los Angeles Premier Futbol Club U-14 Girls USDA","LAFC Slammers U-14 Girls USDA","La Canada Stadium - Turf"
"Eagles Soccer Club U-14 Girls USDA","Albion SC U-14 Girls USDA","Field 14"
"Eclipse Select Soccer Club U-14 Girls USDA","Midwest United FC U-14 Girls USDA","Oak Brook Park District"
"FC Fury NY U-14 Girls USDA","Empire United U-14 Girls USDA","Soccer Park "
"Lamorinda Soccer Club U-14 Girls USDA","PSV Union Football Club U-14 Girls USDA","Merritt College"
"La Roca Futbol Club U-14 Girls USDA","Portland Thorns FC U-14 Girls USDA","Spence Eccles Sports Complex Field 1"
"SPORTING Blue Valley U-14 Girls USDA","FC Kansas City U-14 Girls USDA","Field #5"
"Cincinnati Development Academy U-14 Girls USDA","Michigan Hawks U-14 Girls USDA","Withrow High School"
"Crossfire Premier U-14 Girls USDA","Reign Academy U-14 Girls USDA","Marymoor Park - Field 2 (Turf)"
"FC United Soccer Club U-15 Girls USDA","Shattuck - Saint Mary's U-15 Girls USDA","Turf Field "
"LA Galaxy U-14 Girls USDA","So Cal Blues Soccer Club U-14 Girls USDA","Field 7"
"Penn Fusion Soccer Academy U-14 Girls USDA","Washington Spirit Academy - Virginia U-14 Girls USDA","Penn Fusion Turf Field"
"Sky Blue - PDA U-14 Girls USDA","Cedar Stars Academy - Monmouth U-14 Girls USDA","PDA # 5"
"Virginia Development Academy U-14 Girls USDA","PA Classics U-14 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Baltimore Armour U-14 Girls USDA","FC Virginia U-14 Girls USDA","Maryland SoccerPlex 8"
"Boca United Football Club U-14 Girls USDA","IMG Academy U-14 Girls USDA","Field 3"
"Boca United Football Club U-16/17 Girls USDA","IMG Academy U-16/17 Girls USDA","Field 4"
"Eagles Soccer Club U-15 Girls USDA","Albion SC U-15 Girls USDA","Field 14"
"Eclipse Select Soccer Club U-15 Girls USDA","Midwest United FC U-15 Girls USDA","Oak Brook Park District"
"FC Fury NY U-15 Girls USDA","Empire United U-15 Girls USDA","Soccer Park "
"Indiana Fire Academy U-14 Girls USDA","Sockers FC U-14 Girls USDA","Grand Park INDOOR East"
"Indiana Fire Academy U-16/17 Girls USDA","Sockers FC U-16/17 Girls USDA","Grand park INDOOR Center"
"Lamorinda Soccer Club U-15 Girls USDA","PSV Union Football Club U-15 Girls USDA","Merritt College"
"Sky Blue - NYSC U-14 Girls USDA","FC Stars U-14 Girls USDA","Manhattanville College Turf field "
"SPORTING Blue Valley U-15 Girls USDA","FC Kansas City U-15 Girls USDA","Field #5"
"La Roca Futbol Club U-15 Girls USDA","Portland Thorns FC U-15 Girls USDA","Spence Eccles Sports Complex Field 1"
"Cincinnati Development Academy U-15 Girls USDA","Michigan Hawks U-15 Girls USDA","Withrow High School"
"Crossfire Premier U-15 Girls USDA","Reign Academy U-15 Girls USDA","Marymoor Park - Field 2 (Turf)"
"FC United Soccer Club U-16/17 Girls USDA","Shattuck - Saint Mary's U-16/17 Girls USDA","Turf Field "
"Houston Dash U-14 Girls USDA","Dallas Texans U-14 Girls USDA","Field 3 (turf)"
"Houston Dash U-15 Girls USDA","Dallas Texans U-15 Girls USDA","Field 7"
"LA Galaxy U-15 Girls USDA","So Cal Blues Soccer Club U-15 Girls USDA","Field 7"
"Penn Fusion Soccer Academy U-15 Girls USDA","Washington Spirit Academy - Virginia U-15 Girls USDA","Penn Fusion Turf Field"
"Sky Blue - PDA U-15 Girls USDA","Cedar Stars Academy - Monmouth U-15 Girls USDA","PDA # 5"
"Virginia Development Academy U-15 Girls USDA","PA Classics U-15 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Baltimore Armour U-15 Girls USDA","FC Virginia U-15 Girls USDA","Maryland SoccerPlex 8"
"West Coast Futbol Club U-14 Girls USDA","Beach Futbol Club U-14 Girls USDA","Orange County Great Park Field #6"
"Boca United Football Club U-15 Girls USDA","IMG Academy U-15 Girls USDA","Field 3"
"Boca United Football Club U-18/19 Girls USDA","IMG Academy U-18/19 Girls USDA","Field 4"
"Eclipse Select Soccer Club U-16/17 Girls USDA","Midwest United FC U-16/17 Girls USDA","Oak Brook Park District"
"FC Fury NY U-16/17 Girls USDA","Empire United U-16/17 Girls USDA","Soccer Park "
"Indiana Fire Academy U-15 Girls USDA","Sockers FC U-15 Girls USDA","Grand park INDOOR Center"
"Lamorinda Soccer Club U-16/17 Girls USDA","PSV Union Football Club U-16/17 Girls USDA","Merritt College"
"Long Island SC U-14 Girls USDA","Boston Breakers Academy U-14 Girls USDA","John J Burns Park "
"Sky Blue - NYSC U-15 Girls USDA","FC Stars U-15 Girls USDA","Manhattanville College Turf field "
"Eagles Soccer Club U-16/17 Girls USDA","Albion SC U-16/17 Girls USDA","Field 14"
"Indiana Fire Academy U-18/19 Girls USDA","Sockers FC U-18/19 Girls USDA","Grand Park INDOOR West"
"La Roca Futbol Club U-16/17 Girls USDA","Portland Thorns FC U-16/17 Girls USDA","Spence Eccles Sports Complex Field 1"
"New York City FC U-14 Girls USDA","Oakwood Soccer Club U-14 Girls USDA","WCFC Complex - Field 5"
"SPORTING Blue Valley U-16/17 Girls USDA","FC Kansas City U-16/17 Girls USDA","Field #5"
"FC United Soccer Club U-18/19 Girls USDA","Shattuck - Saint Mary's U-18/19 Girls USDA","Turf Field "
"Los Angeles Premier Futbol Club U-15 Girls USDA","LAFC Slammers U-15 Girls USDA","La Canada Stadium - Turf"
"Penn Fusion Soccer Academy U-16/17 Girls USDA","Washington Spirit Academy - Virginia U-16/17 Girls USDA","Penn Fusion Turf Field"
"Virginia Development Academy U-16/17 Girls USDA","PA Classics U-16/17 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Baltimore Armour U-16/17 Girls USDA","FC Virginia U-16/17 Girls USDA","Maryland SoccerPlex 8"
"Cincinnati Development Academy U-16/17 Girls USDA","Michigan Hawks U-16/17 Girls USDA","Withrow High School"
"Crossfire Premier U-16/17 Girls USDA","Reign Academy U-16/17 Girls USDA","Marymoor Park - Field 2 (Turf)"
"Houston Dash U-16/17 Girls USDA","Dallas Texans U-16/17 Girls USDA","Field 7"
"LA Galaxy U-16/17 Girls USDA","So Cal Blues Soccer Club U-16/17 Girls USDA","Field 7"
"Sky Blue - PDA U-16/17 Girls USDA","Cedar Stars Academy - Monmouth U-16/17 Girls USDA","PDA # 5"
"West Coast Futbol Club U-15 Girls USDA","Beach Futbol Club U-15 Girls USDA","Orange County Great Park Field #6"
"Eclipse Select Soccer Club U-18/19 Girls USDA","Midwest United FC U-18/19 Girls USDA","Oak Brook Park District"
"FC Fury NY U-18/19 Girls USDA","Empire United U-18/19 Girls USDA","Soccer Park "
"Lamorinda Soccer Club U-18/19 Girls USDA","PSV Union Football Club U-18/19 Girls USDA","Merritt College"
"Long Island SC U-15 Girls USDA","Boston Breakers Academy U-15 Girls USDA","John J Burns Park "
"New York City FC U-15 Girls USDA","Oakwood Soccer Club U-15 Girls USDA","WCFC Complex - Field 5"
"Sky Blue - NYSC U-16/17 Girls USDA","FC Stars U-16/17 Girls USDA","Manhattanville College Turf field "
"La Roca Futbol Club U-18/19 Girls USDA","Portland Thorns FC U-18/19 Girls USDA","Spence Eccles Sports Complex Field 1"
"Eagles Soccer Club U-18/19 Girls USDA","Albion SC U-18/19 Girls USDA","Field 14"
"SPORTING Blue Valley U-18/19 Girls USDA","FC Kansas City U-18/19 Girls USDA","Field #5"
"Virginia Development Academy U-18/19 Girls USDA","PA Classics U-18/19 Girls USDA","Howison #3 (Turf)"
"Washington Spirit Academy - Baltimore Armour U-18/19 Girls USDA","FC Virginia U-18/19 Girls USDA","Maryland SoccerPlex 8"
"Penn Fusion Soccer Academy U-18/19 Girls USDA","Washington Spirit Academy - Virginia U-18/19 Girls USDA","Penn Fusion Turf Field"
"Los Angeles Premier Futbol Club U-16/17 Girls USDA","LAFC Slammers U-16/17 Girls USDA","La Canada Stadium - Turf"
"Cincinnati Development Academy U-18/19 Girls USDA","Michigan Hawks U-18/19 Girls USDA","Withrow High School"
"Crossfire Premier U-18/19 Girls USDA","Reign Academy U-18/19 Girls USDA","Marymoor Park - Field 2 (Turf)"
"Houston Dash U-18/19 Girls USDA","Dallas Texans U-18/19 Girls USDA","Field 7"
"LA Galaxy U-18/19 Girls USDA","So Cal Blues Soccer Club U-18/19 Girls USDA","Field 7"
"Long Island SC U-16/17 Girls USDA","Boston Breakers Academy U-16/17 Girls USDA","John J Burns Park "
"New York City FC U-16/17 Girls USDA","Oakwood Soccer Club U-16/17 Girls USDA","WCFC Complex - Field 5"
"Sky Blue - NYSC U-18/19 Girls USDA","FC Stars U-18/19 Girls USDA","Manhattanville College Turf field "
"Sky Blue - PDA U-18/19 Girls USDA","Cedar Stars Academy - Monmouth U-18/19 Girls USDA","PDA # 5"
"West Coast Futbol Club U-16/17 Girls USDA","Beach Futbol Club U-16/17 Girls USDA","Orange County Great Park Field #6"
"Long Island SC U-18/19 Girls USDA","Boston Breakers Academy U-18/19 Girls USDA","John J Burns Park "
"Los Angeles Premier Futbol Club U-18/19 Girls USDA","LAFC Slammers U-18/19 Girls USDA","La Canada Stadium - Turf"
"New York City FC U-18/19 Girls USDA","Oakwood Soccer Club U-18/19 Girls USDA","WCFC Complex - Field 5"
"West Coast Futbol Club U-18/19 Girls USDA","Beach Futbol Club U-18/19 Girls USDA","Orange County Great Park Field #6"
"Legends FC U-14 Girls USDA","LA Galaxy San Diego U-14 Girls USDA","Silverlakes #8"
