"Home","Away","Field"
"Penn Fusion Soccer Academy U-14 Girls USDA","PA Classics U-14 Girls USDA","Field #4"
"Washington Spirit Academy - Baltimore Armour U-14 Girls USDA","Virginia Development Academy U-14 Girls USDA","Covenant Park #5"
"California Thorns FC U-15 Girls USDA","Albion SC U-15 Girls USDA","DeAnza College - Soccer Field"
"FC Fury NY U-15 Girls USDA","Sky Blue - NYSC U-15 Girls USDA","Soccer Park "
"Placer United SC U-15 Girls USDA","Eagles Soccer Club U-15 Girls USDA","Sierra College"
"Portland Thorns FC U-15 Girls USDA","Burlingame Soccer Club U-15 Girls USDA","Field 1"
"Portland Thorns FC U-18/19 Girls USDA","Burlingame Soccer Club U-18/19 Girls USDA","Field 2"
"LAFC Slammers U-15 Girls USDA","San Diego Surf U-15 Girls USDA","Grass"
"La Roca Futbol Club U-15 Girls USDA","PSV Union Football Club U-15 Girls USDA","RAC Field 1"
"FC Virginia U-14 Girls USDA","Washington Spirit Academy - Virginia U-14 Girls USDA","Evergreen Field 4"
"FC Virginia U-16/17 Girls USDA","Washington Spirit Academy - Virginia U-16/17 Girls USDA","Evergreen Field 3"
"Indiana Fire Academy U-15 Girls USDA","Cincinnati Development Academy U-15 Girls USDA","Grand Park Sports Campus - Field 3 (Turf)"
"Long Island SC U-15 Girls USDA","New York City FC U-15 Girls USDA","Hofstra University"
"Los Angeles Premier Futbol Club U-15 Girls USDA","So Cal Blues Soccer Club U-15 Girls USDA","La Canada Stadium - Turf"
"Michigan Hawks U-16/17 Girls USDA","Shattuck - Saint Mary's U-16/17 Girls USDA","Jaycee Park"
"Nationals U-15 Girls USDA","FC United Soccer Club U-15 Girls USDA","Outdoor"
"NTH Tophat U-15 Girls USDA","Boca United Football Club U-15 Girls USDA","Metro North Park 3"
"NTH Tophat U-18/19 Girls USDA","Boca United Football Club U-18/19 Girls USDA","Metro North Park 1"
"Oakwood Soccer Club U-15 Girls USDA","FC Stars U-15 Girls USDA","TD Bank OSP #1 (front field)"
"Pateadores U-15 Girls USDA","LA Galaxy San Diego U-15 Girls USDA","UC Irvine "
"Pateadores U-18/19 Girls USDA","LA Galaxy San Diego U-18/19 Girls USDA","UC Irvine "
"Penn Fusion Soccer Academy U-15 Girls USDA","PA Classics U-15 Girls USDA","Field #4"
"Washington Spirit Academy - Baltimore Armour U-15 Girls USDA","Virginia Development Academy U-15 Girls USDA","Covenant Park #5"
"Cedar Stars Academy - Monmouth U-15 Girls USDA","Sky Blue - PDA U-15 Girls USDA","Capelli Sport Complex - Field 3 FS"
"FC Fury NY U-16/17 Girls USDA","Sky Blue - NYSC U-16/17 Girls USDA","Soccer Park "
"Placer United SC U-16/17 Girls USDA","Eagles Soccer Club U-16/17 Girls USDA","Sierra College"
"California Thorns FC U-16/17 Girls USDA","Albion SC U-16/17 Girls USDA","DeAnza College - Soccer Field"
"LAFC Slammers U-16/17 Girls USDA","San Diego Surf U-16/17 Girls USDA","Grass"
"La Roca Futbol Club U-16/17 Girls USDA","PSV Union Football Club U-16/17 Girls USDA","RAC Field 1"
"West Coast Futbol Club U-14 Girls USDA","Real So Cal U-14 Girls USDA","Orange County Great Park Field #7"
"Charlotte Soccer Academy U-15 Girls USDA","United Futbol Academy U-15 Girls USDA","OrthoCarolina Field #4"
"Charlotte Soccer Academy U-16/17 Girls USDA","United Futbol Academy U-16/17 Girls USDA","OrthoCarolina Field #3"
"FC Virginia U-15 Girls USDA","Washington Spirit Academy - Virginia U-15 Girls USDA","Evergreen Field 3"
"Indiana Fire Academy U-16/17 Girls USDA","Cincinnati Development Academy U-16/17 Girls USDA","Grand Park Sports Campus - Field 3 (Turf)"
"Lonestar SC Academy U-15 Girls USDA","Dallas Texans U-15 Girls USDA","Round Rock Multipurpose Complex"
"Lonestar SC Academy U-18/19 Girls USDA","Dallas Texans U-18/19 Girls USDA","Round Rock Multipurpose Complex"
"Nationals U-18/19 Girls USDA","FC United Soccer Club U-18/19 Girls USDA","Outdoor"
"Oakwood Soccer Club U-16/17 Girls USDA","FC Stars U-16/17 Girls USDA","TD Bank OSP #1 (front field)"
"Penn Fusion Soccer Academy U-16/17 Girls USDA","PA Classics U-16/17 Girls USDA","Field #4"
"Washington Spirit Academy - Baltimore Armour U-16/17 Girls USDA","Virginia Development Academy U-16/17 Girls USDA","Covenant Park #5"
"Long Island SC U-16/17 Girls USDA","New York City FC U-16/17 Girls USDA","Hofstra University"
"Los Angeles Premier Futbol Club U-16/17 Girls USDA","So Cal Blues Soccer Club U-16/17 Girls USDA","La Canada Stadium - Turf"
"Cedar Stars Academy - Monmouth U-16/17 Girls USDA","Sky Blue - PDA U-16/17 Girls USDA","Capelli Sport Complex - Field 3 FS"
"FC Fury NY U-18/19 Girls USDA","Sky Blue - NYSC U-18/19 Girls USDA","Soccer Park "
"Michigan Hawks U-15 Girls USDA","Shattuck - Saint Mary's U-15 Girls USDA","Jaycee Park"
"Placer United SC U-18/19 Girls USDA","Eagles Soccer Club U-18/19 Girls USDA","Sierra College"
"West Coast Futbol Club U-15 Girls USDA","Real So Cal U-15 Girls USDA","Orange County Great Park Field #7"
"LAFC Slammers U-18/19 Girls USDA","San Diego Surf U-18/19 Girls USDA","Grass"
"California Thorns FC U-18/19 Girls USDA","Albion SC U-18/19 Girls USDA","DeAnza College - Soccer Field"
"Charlotte Soccer Academy U-14 Girls USDA","United Futbol Academy U-14 Girls USDA","OrthoCarolina Field #4"
"Charlotte Soccer Academy U-18/19 Girls USDA","United Futbol Academy U-18/19 Girls USDA","OrthoCarolina Field #3"
"FC Virginia U-18/19 Girls USDA","Washington Spirit Academy - Virginia U-18/19 Girls USDA","Evergreen Field 3"
"La Roca Futbol Club U-18/19 Girls USDA","PSV Union Football Club U-18/19 Girls USDA","RAC Field 1"
"Lonestar SC Academy U-14 Girls USDA","Dallas Texans U-14 Girls USDA","Round Rock Multipurpose Complex"
"Lonestar SC Academy U-16/17 Girls USDA","Dallas Texans U-16/17 Girls USDA","Round Rock Multipurpose Complex"
"Nationals U-16/17 Girls USDA","FC United Soccer Club U-16/17 Girls USDA","Outdoor"
"Penn Fusion Soccer Academy U-18/19 Girls USDA","PA Classics U-18/19 Girls USDA","Field #4"
"Washington Spirit Academy - Baltimore Armour U-18/19 Girls USDA","Virginia Development Academy U-18/19 Girls USDA","Covenant Park #5"
"Indiana Fire Academy U-18/19 Girls USDA","Cincinnati Development Academy U-18/19 Girls USDA","Grand Park Sports Campus - Field 3 (Turf)"
"Oakwood Soccer Club U-18/19 Girls USDA","FC Stars U-18/19 Girls USDA","TD Bank OSP #1 (front field)"
"Long Island SC U-18/19 Girls USDA","New York City FC U-18/19 Girls USDA","Hofstra University"
"Los Angeles Premier Futbol Club U-18/19 Girls USDA","So Cal Blues Soccer Club U-18/19 Girls USDA","La Canada Stadium - Turf"
"West Coast Futbol Club U-16/17 Girls USDA","Real So Cal U-16/17 Girls USDA","Orange County Great Park Field #3"
"Cedar Stars Academy - Monmouth U-18/19 Girls USDA","Sky Blue - PDA U-18/19 Girls USDA","Capelli Sport Complex - Field 3 FS"
"West Coast Futbol Club U-18/19 Girls USDA","Real So Cal U-18/19 Girls USDA","Orange County Great Park Field #3"
"Nationals U-15 Girls USDA","Shattuck - Saint Mary's U-15 Girls USDA","Outdoor"
"Eclipse Select Soccer Club U-14 Girls USDA","Midwest United FC U-14 Girls USDA","Field B"
"NC Courage U-15 Girls USDA","Concorde Fire U-15 Girls USDA","WRAL #5"
"NC Courage U-16/17 Girls USDA","Concorde Fire U-16/17 Girls USDA","WRAL #6"
"SC del Sol U-14 Girls USDA","Legends FC U-14 Girls USDA","Field #1"
"West Florida Flames U-14 Girls USDA","IMG Academy U-14 Girls USDA","Field 6 (Carillon Sports and Family Medicine)"
"West Florida Flames U-16/17 Girls USDA","IMG Academy U-16/17 Girls USDA","Field 7 "
"Weston FC U-14 Girls USDA","Orlando Pride U-14 Girls USDA","Field 1"
"Weston FC U-16/17 Girls USDA","Orlando Pride U-16/17 Girls USDA","Field 4"
"Eclipse Select Soccer Club U-15 Girls USDA","Midwest United FC U-15 Girls USDA","Field B"
"NC Courage U-14 Girls USDA","Concorde Fire U-14 Girls USDA","WRAL #5"
"NC Courage U-18/19 Girls USDA","Concorde Fire U-18/19 Girls USDA","WRAL #6"
"SC del Sol U-15 Girls USDA","Legends FC U-15 Girls USDA","Field #1"
"Weston FC U-15 Girls USDA","Orlando Pride U-15 Girls USDA","Field 1"
"Weston FC U-18/19 Girls USDA","Orlando Pride U-18/19 Girls USDA","Field 4"
"Solar Soccer Club U-14 Girls USDA","SPORTING Blue Valley U-14 Girls USDA","Meadowmere Park Field 5"
"Solar Soccer Club U-15 Girls USDA","SPORTING Blue Valley U-15 Girls USDA","Meadowmere Park Field 6"
"West Florida Flames U-15 Girls USDA","IMG Academy U-15 Girls USDA","Field 7 "
"West Florida Flames U-18/19 Girls USDA","IMG Academy U-18/19 Girls USDA","Field 6 (Carillon Sports and Family Medicine)"
"Eclipse Select Soccer Club U-16/17 Girls USDA","Midwest United FC U-16/17 Girls USDA","Field B"
"SC del Sol U-16/17 Girls USDA","Legends FC U-16/17 Girls USDA","Field #1"
"Houston Dash U-14 Girls USDA","FC Dallas U-14 Girls USDA","Field 7"
"Houston Dash U-16/17 Girls USDA","FC Dallas U-16/17 Girls USDA","Field 3 (turf)"
"Nationals U-18/19 Girls USDA","Shattuck - Saint Mary's U-18/19 Girls USDA","Outdoor"
"Eclipse Select Soccer Club U-18/19 Girls USDA","Midwest United FC U-18/19 Girls USDA","Field B"
"SC del Sol U-18/19 Girls USDA","Legends FC U-18/19 Girls USDA","Field #1"
"Solar Soccer Club U-16/17 Girls USDA","SPORTING Blue Valley U-16/17 Girls USDA","Meadowmere Park Field 5"
"Solar Soccer Club U-18/19 Girls USDA","SPORTING Blue Valley U-18/19 Girls USDA","Meadowmere Park Field 6"
"Nationals U-16/17 Girls USDA","Shattuck - Saint Mary's U-16/17 Girls USDA","Outdoor"
"Houston Dash U-15 Girls USDA","FC Dallas U-15 Girls USDA","Field 3 (turf)"
"Houston Dash U-18/19 Girls USDA","FC Dallas U-18/19 Girls USDA","Field 7"
"Nationals U-18/19 Girls USDA","Michigan Hawks U-18/19 Girls USDA","Outdoor"
"Nationals U-16/17 Girls USDA","Michigan Hawks U-16/17 Girls USDA","Field 4"
"Beach Futbol Club U-14 Girls USDA","LAFC Slammers U-14 Girls USDA","El Camino College"
"Cincinnati Development Academy U-14 Girls USDA","FC United Soccer Club U-14 Girls USDA","South Field"
"Dallas Texans U-15 Girls USDA","FC Dallas U-15 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"La Roca Futbol Club U-14 Girls USDA","San Jose Earthquakes U-14 Girls USDA","RAC Field 3"
"PSV Union Football Club U-14 Girls USDA","Burlingame Soccer Club U-14 Girls USDA","Jordan MS Field #3"
"Reign Academy U-14 Girls USDA","Lamorinda Soccer Club U-14 Girls USDA","Starfire Turf Field #2"
"So Cal Blues Soccer Club U-14 Girls USDA","Eagles Soccer Club U-14 Girls USDA","Vanguard University"
"La Roca Futbol Club U-16/17 Girls USDA","San Jose Earthquakes U-16/17 Girls USDA","RAC Field 12"
"NC Courage U-16/17 Girls USDA","NTH Tophat U-16/17 Girls USDA","Middle Creek #2"
"Crossfire Premier U-14 Girls USDA","Placer United SC U-14 Girls USDA","60 Acres - Field 21"
"Crossfire Premier U-16/17 Girls USDA","Placer United SC U-16/17 Girls USDA","60 Acres - Field 19"
"Empire United U-14 Girls USDA","Sky Blue - NYSC U-14 Girls USDA","Empire United Soccer Complex"
"Los Angeles Premier Futbol Club U-14 Girls USDA","LA Galaxy San Diego U-14 Girls USDA","La Canada Stadium - Turf"
"NC Courage U-14 Girls USDA","NTH Tophat U-14 Girls USDA","Middle Creek #1"
"Penn Fusion Soccer Academy U-14 Girls USDA","FC Virginia U-14 Girls USDA","Penn Fusion Turf Field"
"San Diego Surf U-14 Girls USDA","West Coast Futbol Club U-14 Girls USDA","Surf Cup Sports Park # 5"
"San Diego Surf U-16/17 Girls USDA","West Coast Futbol Club U-16/17 Girls USDA","Surf Cup Sports Park # 6"
"Shattuck - Saint Mary's U-15 Girls USDA","Eclipse Select Soccer Club U-15 Girls USDA","Sports Complex (Turf)"
"Solar Soccer Club U-14 Girls USDA","FC Kansas City U-14 Girls USDA","Meadowmere Park Field 6"
"Washington Spirit Academy - Virginia U-14 Girls USDA","Sky Blue - PDA U-14 Girls USDA","Langston Hughes Middle School"
"Boston Breakers Academy U-14 Girls USDA","Oakwood Soccer Club U-14 Girls USDA","Field 2"
"Cincinnati Development Academy U-15 Girls USDA","FC United Soccer Club U-15 Girls USDA","South Field"
"Dallas Texans U-14 Girls USDA","FC Dallas U-14 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"Dallas Texans U-16/17 Girls USDA","FC Dallas U-16/17 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"FC Stars U-14 Girls USDA","Long Island SC U-14 Girls USDA","Doyle Field"
"PSV Union Football Club U-15 Girls USDA","Burlingame Soccer Club U-15 Girls USDA","Jordan MS Field #3"
"So Cal Blues Soccer Club U-15 Girls USDA","Eagles Soccer Club U-15 Girls USDA","Vanguard University"
"Beach Futbol Club U-15 Girls USDA","LAFC Slammers U-15 Girls USDA","El Camino College"
"La Roca Futbol Club U-15 Girls USDA","San Jose Earthquakes U-15 Girls USDA","RAC Field 3"
"Empire United U-15 Girls USDA","Sky Blue - NYSC U-15 Girls USDA","Empire United Soccer Complex"
"Los Angeles Premier Futbol Club U-15 Girls USDA","LA Galaxy San Diego U-15 Girls USDA","La Canada Stadium - Turf"
"NC Courage U-15 Girls USDA","NTH Tophat U-15 Girls USDA","Middle Creek #1"
"NC Courage U-18/19 Girls USDA","NTH Tophat U-18/19 Girls USDA","Middle Creek #2"
"New York City FC U-14 Girls USDA","FC Fury NY U-14 Girls USDA","WCFC Complex - Field 5"
"Penn Fusion Soccer Academy U-15 Girls USDA","FC Virginia U-15 Girls USDA","Penn Fusion Turf Field"
"Solar Soccer Club U-15 Girls USDA","FC Kansas City U-15 Girls USDA","Meadowmere Park Field 6"
"Virginia Development Academy U-14 Girls USDA","Cedar Stars Academy - Monmouth U-14 Girls USDA","Patriot High School"
"Washington Spirit Academy - Virginia U-15 Girls USDA","Sky Blue - PDA U-15 Girls USDA","Langston Hughes Middle School"
"Boston Breakers Academy U-15 Girls USDA","Oakwood Soccer Club U-15 Girls USDA","Field 2"
"Crossfire Premier U-15 Girls USDA","Placer United SC U-15 Girls USDA","60 Acres - Field 21"
"Crossfire Premier U-18/19 Girls USDA","Placer United SC U-18/19 Girls USDA","60 Acres - Field 19"
"San Diego Surf U-15 Girls USDA","West Coast Futbol Club U-15 Girls USDA","Surf Cup Sports Park # 5"
"San Diego Surf U-18/19 Girls USDA","West Coast Futbol Club U-18/19 Girls USDA","Surf Cup Sports Park # 6"
"Shattuck - Saint Mary's U-16/17 Girls USDA","Eclipse Select Soccer Club U-16/17 Girls USDA","Sports Complex (Turf)"
"FC Stars U-15 Girls USDA","Long Island SC U-15 Girls USDA","Doyle Field"
"Cincinnati Development Academy U-16/17 Girls USDA","FC United Soccer Club U-16/17 Girls USDA","South Field"
"Dallas Texans U-18/19 Girls USDA","FC Dallas U-18/19 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"Reign Academy U-15 Girls USDA","Lamorinda Soccer Club U-15 Girls USDA","Starfire Turf Field #11"
"Beach Futbol Club U-16/17 Girls USDA","LAFC Slammers U-16/17 Girls USDA","El Camino College"
"La Roca Futbol Club U-18/19 Girls USDA","San Jose Earthquakes U-18/19 Girls USDA","RAC Field 3"
"PSV Union Football Club U-16/17 Girls USDA","Burlingame Soccer Club U-16/17 Girls USDA","Jordan MS Field #3"
"So Cal Blues Soccer Club U-16/17 Girls USDA","Eagles Soccer Club U-16/17 Girls USDA","Vanguard University"
"Boca United Football Club U-14 Girls USDA","West Florida Flames U-14 Girls USDA","Field 3"
"Boca United Football Club U-16/17 Girls USDA","West Florida Flames U-16/17 Girls USDA","Field 4"
"New York City FC U-15 Girls USDA","FC Fury NY U-15 Girls USDA","WCFC Complex - Field 5"
"Penn Fusion Soccer Academy U-16/17 Girls USDA","FC Virginia U-16/17 Girls USDA","Penn Fusion Turf Field"
"Solar Soccer Club U-16/17 Girls USDA","FC Kansas City U-16/17 Girls USDA","Meadowmere Park Field 6"
"Virginia Development Academy U-15 Girls USDA","Cedar Stars Academy - Monmouth U-15 Girls USDA","Patriot High School"
"Washington Spirit Academy - Virginia U-16/17 Girls USDA","Sky Blue - PDA U-16/17 Girls USDA","Langston Hughes Middle School"
"Boston Breakers Academy U-16/17 Girls USDA","Oakwood Soccer Club U-16/17 Girls USDA","Field 2"
"Empire United U-16/17 Girls USDA","Sky Blue - NYSC U-16/17 Girls USDA","Empire United Soccer Complex"
"FC Stars U-16/17 Girls USDA","Long Island SC U-16/17 Girls USDA","Doyle Field"
"Los Angeles Premier Futbol Club U-16/17 Girls USDA","LA Galaxy San Diego U-16/17 Girls USDA","La Canada Stadium - Turf"
"Cincinnati Development Academy U-18/19 Girls USDA","FC United Soccer Club U-18/19 Girls USDA","South Field"
"Shattuck - Saint Mary's U-18/19 Girls USDA","Eclipse Select Soccer Club U-18/19 Girls USDA","Sports Complex (Turf)"
"Reign Academy U-16/17 Girls USDA","Lamorinda Soccer Club U-16/17 Girls USDA","Starfire Turf Field #11"
"Reign Academy U-18/19 Girls USDA","Lamorinda Soccer Club U-18/19 Girls USDA","Starfire Turf Field #2"
"Beach Futbol Club U-18/19 Girls USDA","LAFC Slammers U-18/19 Girls USDA","El Camino College"
"New York City FC U-16/17 Girls USDA","FC Fury NY U-16/17 Girls USDA","WCFC Complex - Field 5"
"Penn Fusion Soccer Academy U-18/19 Girls USDA","FC Virginia U-18/19 Girls USDA","Penn Fusion Turf Field"
"PSV Union Football Club U-18/19 Girls USDA","Burlingame Soccer Club U-18/19 Girls USDA","Jordan MS Field #3"
"So Cal Blues Soccer Club U-18/19 Girls USDA","Eagles Soccer Club U-18/19 Girls USDA","Vanguard University"
"Solar Soccer Club U-18/19 Girls USDA","FC Kansas City U-18/19 Girls USDA","Meadowmere Park Field 6"
"Virginia Development Academy U-16/17 Girls USDA","Cedar Stars Academy - Monmouth U-16/17 Girls USDA","Patriot High School"
"Washington Spirit Academy - Virginia U-18/19 Girls USDA","Sky Blue - PDA U-18/19 Girls USDA","Langston Hughes Middle School"
"FC Stars U-18/19 Girls USDA","Long Island SC U-18/19 Girls USDA","Doyle Field"
"Boca United Football Club U-15 Girls USDA","West Florida Flames U-15 Girls USDA","Field 3"
"Boca United Football Club U-18/19 Girls USDA","West Florida Flames U-18/19 Girls USDA","Field 4"
"Boston Breakers Academy U-18/19 Girls USDA","Oakwood Soccer Club U-18/19 Girls USDA","Field 2"
"Empire United U-18/19 Girls USDA","Sky Blue - NYSC U-18/19 Girls USDA","Empire United Soccer Complex"
"Los Angeles Premier Futbol Club U-18/19 Girls USDA","LA Galaxy San Diego U-18/19 Girls USDA","La Canada Stadium - Turf"
"New York City FC U-18/19 Girls USDA","FC Fury NY U-18/19 Girls USDA","WCFC Complex - Field 5"
"Virginia Development Academy U-18/19 Girls USDA","Cedar Stars Academy - Monmouth U-18/19 Girls USDA","Patriot High School"
"Legends FC U-14 Girls USDA","Albion SC U-14 Girls USDA","Silverlakes #8"
"Reign Academy U-14 Girls USDA","Placer United SC U-14 Girls USDA","Starfire Turf Field #3"
"Reign Academy U-15 Girls USDA","Placer United SC U-15 Girls USDA","Starfire Turf Field #4"
"United Soccer Alliance U-14 Girls USDA","United Futbol Academy U-14 Girls USDA","Clay County Soccer Complex Fld 16"
"United Soccer Alliance U-15 Girls USDA","United Futbol Academy U-15 Girls USDA","Clay County soccer Complex Fld 17"
"Sockers FC U-14 Girls USDA","Midwest United FC U-14 Girls USDA","Nike Park Turf Field"
"Crossfire Premier U-14 Girls USDA","Lamorinda Soccer Club U-14 Girls USDA","60 Acres - Field 21"
"Crossfire Premier U-16/17 Girls USDA","Lamorinda Soccer Club U-16/17 Girls USDA","60 Acres - Field 19"
"Orlando Pride U-14 Girls USDA","Concorde Fire U-14 Girls USDA","Field C"
"Orlando Pride U-15 Girls USDA","Concorde Fire U-15 Girls USDA","Field D"
"Legends FC U-15 Girls USDA","Albion SC U-15 Girls USDA","Silverlakes #8"
"Real So Cal U-14 Girls USDA","Pateadores U-14 Girls USDA","Oak Park High School Stadium"
"Reign Academy U-16/17 Girls USDA","Placer United SC U-16/17 Girls USDA","Starfire Turf Field #3"
"Reign Academy U-18/19 Girls USDA","Placer United SC U-18/19 Girls USDA","Starfire Turf Field #4"
"United Soccer Alliance U-16/17 Girls USDA","United Futbol Academy U-16/17 Girls USDA","Clay County Soccer Complex Fld 16"
"United Soccer Alliance U-18/19 Girls USDA","United Futbol Academy U-18/19 Girls USDA","Clay County soccer Complex Fld 17"
"Sockers FC U-15 Girls USDA","Midwest United FC U-15 Girls USDA","Nike Park Turf Field"
"Lonestar SC Academy U-14 Girls USDA","Houston Dash U-14 Girls USDA","Round Rock Multipurpose Complex"
"Lonestar SC Academy U-15 Girls USDA","Houston Dash U-15 Girls USDA","Round Rock Multipurpose Complex"
"Orlando Pride U-16/17 Girls USDA","Concorde Fire U-16/17 Girls USDA","Field D"
"Orlando Pride U-18/19 Girls USDA","Concorde Fire U-18/19 Girls USDA","Field C"
"Crossfire Premier U-15 Girls USDA","Lamorinda Soccer Club U-15 Girls USDA","60 Acres - Field 21"
"Crossfire Premier U-18/19 Girls USDA","Lamorinda Soccer Club U-18/19 Girls USDA","60 Acres - Field 19"
"Real So Cal U-15 Girls USDA","Pateadores U-15 Girls USDA","Oak Park High School Stadium"
"Sockers FC U-16/17 Girls USDA","Midwest United FC U-16/17 Girls USDA","Nike Park Turf Field"
"Legends FC U-16/17 Girls USDA","Albion SC U-16/17 Girls USDA","Silverlakes #8"
"Lonestar SC Academy U-16/17 Girls USDA","Houston Dash U-16/17 Girls USDA","Round Rock Multipurpose Complex"
"Real So Cal U-16/17 Girls USDA","Pateadores U-16/17 Girls USDA","Oak Park High School Stadium"
"Sockers FC U-18/19 Girls USDA","Midwest United FC U-18/19 Girls USDA","Nike Park Turf Field"
"Legends FC U-18/19 Girls USDA","Albion SC U-18/19 Girls USDA","Silverlakes #8"
"Lonestar SC Academy U-18/19 Girls USDA","Houston Dash U-18/19 Girls USDA","Round Rock Multipurpose Complex"
"Nationals U-14 Girls USDA","Michigan Hawks U-14 Girls USDA","Oakland University Dome"
"Real So Cal U-18/19 Girls USDA","Pateadores U-18/19 Girls USDA","Oak Park High School Stadium"
"Nationals U-15 Girls USDA","Michigan Hawks U-15 Girls USDA","Oakland University Dome"
"FC Stars U-14 Girls USDA","Empire United U-14 Girls USDA","Field 1"
"FC United Soccer Club U-14 Girls USDA","Michigan Hawks U-14 Girls USDA","Turf Field "
"United Soccer Alliance U-15 Girls USDA","Charlotte Soccer Academy U-15 Girls USDA","Clay County soccer Complex Fld 17"
"United Soccer Alliance U-18/19 Girls USDA","Charlotte Soccer Academy U-18/19 Girls USDA","Clay County Soccer Complex Fld 16"
"Beach Futbol Club U-14 Girls USDA","Real So Cal U-14 Girls USDA","El Camino College"
"Dallas Texans U-15 Girls USDA","SPORTING Blue Valley U-15 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"Eagles Soccer Club U-14 Girls USDA","SC del Sol U-14 Girls USDA","Field 14"
"Legends FC U-14 Girls USDA","So Cal Blues Soccer Club U-14 Girls USDA","Silverlakes #8"
"Orlando Pride U-14 Girls USDA","NC Courage U-14 Girls USDA","Stadium Field"
"Orlando Pride U-16/17 Girls USDA","NC Courage U-16/17 Girls USDA","Field 4"
"Pateadores U-14 Girls USDA","LAFC Slammers U-14 Girls USDA","Orange Coast College"
"United Futbol Academy U-14 Girls USDA","Concorde Fire U-14 Girls USDA","Fowler Park: Field 10 (turf)"
"FC Stars U-15 Girls USDA","Empire United U-15 Girls USDA","Field 1"
"FC United Soccer Club U-15 Girls USDA","Michigan Hawks U-15 Girls USDA","Turf Field "
"FC Virginia U-14 Girls USDA","PA Classics U-14 Girls USDA","Field 2"
"Sky Blue - PDA U-14 Girls USDA","Penn Fusion Soccer Academy U-14 Girls USDA","PDA #3 "
"Boston Breakers Academy U-14 Girls USDA","FC Fury NY U-14 Girls USDA","Field 2"
"United Soccer Alliance U-14 Girls USDA","Charlotte Soccer Academy U-14 Girls USDA","Clay County soccer Complex Fld 17"
"United Soccer Alliance U-16/17 Girls USDA","Charlotte Soccer Academy U-16/17 Girls USDA","Clay County Soccer Complex Fld 16"
"Washington Spirit Academy - Baltimore Armour U-14 Girls USDA","Cedar Stars Academy - Monmouth U-14 Girls USDA","Maryland SoccerPlex 13"
"Dallas Texans U-14 Girls USDA","SPORTING Blue Valley U-14 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"Dallas Texans U-18/19 Girls USDA","SPORTING Blue Valley U-18/19 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"Eagles Soccer Club U-15 Girls USDA","SC del Sol U-15 Girls USDA","Field 14"
"Legends FC U-15 Girls USDA","So Cal Blues Soccer Club U-15 Girls USDA","Silverlakes #8"
"Orlando Pride U-15 Girls USDA","NC Courage U-15 Girls USDA","Field 4"
"Orlando Pride U-18/19 Girls USDA","NC Courage U-18/19 Girls USDA","Stadium Field"
"Pateadores U-15 Girls USDA","LAFC Slammers U-15 Girls USDA","Orange Coast College"
"United Futbol Academy U-15 Girls USDA","Concorde Fire U-15 Girls USDA","Fowler Park: Field 10 (turf)"
"Beach Futbol Club U-15 Girls USDA","Real So Cal U-15 Girls USDA","El Camino College"
"Shattuck - Saint Mary's U-15 Girls USDA","Midwest United FC U-15 Girls USDA","Dome"
"FC Dallas U-14 Girls USDA","FC Kansas City U-14 Girls USDA","Toyota Soccer Center - Field 7"
"FC Dallas U-15 Girls USDA","FC Kansas City U-15 Girls USDA","Toyota Soccer Center - Field 8"
"FC Stars U-16/17 Girls USDA","Empire United U-16/17 Girls USDA","Field 1"
"FC Virginia U-15 Girls USDA","PA Classics U-15 Girls USDA","Evergreen Field 1"
"Houston Dash U-14 Girls USDA","Real Colorado U-14 Girls USDA","Field 3 (turf)"
"Houston Dash U-16/17 Girls USDA","Real Colorado U-16/17 Girls USDA","Field 1 (turf)"
"Lonestar SC Academy U-14 Girls USDA","Colorado Rush U-14 Girls USDA","Round Rock Multipurpose Complex"
"Lonestar SC Academy U-15 Girls USDA","Colorado Rush U-15 Girls USDA","Round Rock Multipurpose Complex"
"Los Angeles Premier Futbol Club U-14 Girls USDA","West Coast Futbol Club U-14 Girls USDA","La Canada Stadium - Turf"
"Sky Blue - PDA U-15 Girls USDA","Penn Fusion Soccer Academy U-15 Girls USDA","PDA #3 "
"Washington Spirit Academy - Virginia U-14 Girls USDA","Virginia Development Academy U-14 Girls USDA","Langston Hughes Middle School"
"Boston Breakers Academy U-15 Girls USDA","FC Fury NY U-15 Girls USDA","Field 2"
"Washington Spirit Academy - Baltimore Armour U-15 Girls USDA","Cedar Stars Academy - Monmouth U-15 Girls USDA","Maryland SoccerPlex 13"
"Dallas Texans U-16/17 Girls USDA","SPORTING Blue Valley U-16/17 Girls USDA","Dallas Texans Soccer Complex - Lewisville"
"Pateadores U-16/17 Girls USDA","LAFC Slammers U-16/17 Girls USDA","Orange Coast College"
"United Futbol Academy U-16/17 Girls USDA","Concorde Fire U-16/17 Girls USDA","Fowler Park: Field 10 (turf)"
"Beach Futbol Club U-16/17 Girls USDA","Real So Cal U-16/17 Girls USDA","El Camino College"
"Eagles Soccer Club U-16/17 Girls USDA","SC del Sol U-16/17 Girls USDA","Field 14"
