"Home","Away","Field"
"Smith Mountain Lake Jets 11UB U11 Boys BRSL","CSC 11U 07B White U11 Boys BRSL","Dudley Elementary School Field 1"
"CSC 11U 07B White U11 Boys BRSL","Smith Mountain Lake Jets 11UB U11 Boys BRSL","Dudley Elementary School Field 1"
"Salem Sabres U12B Maroon U12 Boys BRSL","New River United 06B White U12B U12 Boys BRSL","St John's Place Field 1"
"Roanoke Star 06 Boys Premier U12 Boys BRSL","CSC 12U 06B U12 Boys BRSL","Countryside Sportsplex Advance Auto A"
"SWVA 12U (06B) Rush U12 Boys BRSL","PYSL Hurricanes 06 U12B U12 Boys BRSL","Radford Univ. Turf Field 2B"
"GC United Avengers 13U Coed U12 Boys BRSL","Salem Sabres U12B Maroon U12 Boys BRSL","Giles Co. High School Field 1"
"Salem Sabres U12B Maroon U12 Boys BRSL","Roanoke Star 06 Boys Premier U12 Boys BRSL","St John's Place Field 1"
"New River United 06B White U12B U12 Boys BRSL","PYSL Hurricanes 06 U12B U12 Boys BRSL","Kipps Elementary Field 2"
"GC United Avengers 13U Coed U12 Boys BRSL","Roanoke Star 06 Boys Premier U12 Boys BRSL","Giles Co. High School Field 1"
"New River United 06B White U12B U12 Boys BRSL","SWVA 12U (06B) Rush U12 Boys BRSL","Kipps Elementary Field 2"
"Salem Sabres U12B Maroon U12 Boys BRSL","PYSL Hurricanes 06 U12B U12 Boys BRSL","St John's Place Field 1"
"SWVA 12U (06B) Rush U12 Boys BRSL","GC United Avengers 13U Coed U12 Boys BRSL","Radford Univ. Turf Field 2B"
"CSC 12U 06B U12 Boys BRSL","GC United Avengers 13U Coed U12 Boys BRSL","Good Shepherd Baptist Church Field 1"
"PYSL Hurricanes 06 U12B U12 Boys BRSL","New River United 06B White U12B U12 Boys BRSL","Smith River Sports Complex Field 3B"
"Salem Sabres U12B Maroon U12 Boys BRSL","SWVA 12U (06B) Rush U12 Boys BRSL","St John's Place Field 1"
"PYSL Hurricanes 06 U12B U12 Boys BRSL","CSC 12U 06B U12 Boys BRSL","Smith River Sports Complex Field 3B"
"GC United Avengers 13U Coed U12 Boys BRSL","New River United 06B White U12B U12 Boys BRSL","Giles Co. High School Field 1"
"Roanoke Star 06 Boys Premier U12 Boys BRSL","SWVA 12U (06B) Rush U12 Boys BRSL","Countryside Sportsplex Advance Auto A"
"Salem Sabres U12B Maroon U12 Boys BRSL","CSC 12U 06B U12 Boys BRSL","St John's Place Field 1"
"SWVA 12U (06B) Rush U12 Boys BRSL","Roanoke Star 06 Boys Premier U12 Boys BRSL","Radford Univ. Turf Field 2A"
"New River United 06B White U12B U12 Boys BRSL","Salem Sabres U12B Maroon U12 Boys BRSL","Va Tech Rec Sports Turf (VTRST) Field 3"
"CSC 12U 06B U12 Boys BRSL","PYSL Hurricanes 06 U12B U12 Boys BRSL","Christiansburg Middle School Field 3"
"New River United 06B White U12B U12 Boys BRSL","CSC 12U 06B U12 Boys BRSL","Kipps Elementary Field 2"
"CSC 12U 06B U12 Boys BRSL","Salem Sabres U12B Maroon U12 Boys BRSL","Christiansburg Middle School Field 3"
"Roanoke Star 06 Boys Premier U12 Boys BRSL","New River United 06B White U12B U12 Boys BRSL","Countryside Sportsplex Advance Auto A"
"SWVA 12U (06B) Rush U12 Boys BRSL","CSC 12U 06B U12 Boys BRSL","Radford Univ. Turf Field 2B"
"PYSL Hurricanes 06 U12B U12 Boys BRSL","GC United Avengers 13U Coed U12 Boys BRSL","Smith River Sports Complex Field 3B"
"CSC 12U 06B U12 Boys BRSL","New River United 06B White U12B U12 Boys BRSL","Good Shepherd Baptist Church Field 1"
"PYSL Hurricanes 06 U12B U12 Boys BRSL","Roanoke Star 06 Boys Premier U12 Boys BRSL","Smith River Sports Complex Field 3B"
"PYSL Hurricanes 06 U12B U12 Boys BRSL","Salem Sabres U12B Maroon U12 Boys BRSL","Smith River Sports Complex Field 3B"
"Roanoke Star 06 Boys Premier U12 Boys BRSL","GC United Avengers 13U Coed U12 Boys BRSL","Countryside Sportsplex Advance Auto A"
"GC United Avengers 13U Coed U12 Boys BRSL","SWVA 12U (06B) Rush U12 Boys BRSL","Giles Co. High School Field 1"
"Salem Sabres U13B U13 Boys BRSL","Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","St John's Place Field 2"
"SWVA 13U (05B) Rush U13 Boys BRSL","PYSL Hurricanes 05 Boys U13 Boys BRSL","Radford Univ. Turf Field 1"
"Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","CVU 2005 Red U13B U13 Boys BRSL","Bedford Middle School Field 1"
"Danville Blast U13 Coed U13 Boys BRSL","Salem Sabres U13B U13 Boys BRSL","Dan Daniel Memorial Park Field 1"
"Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","SWVA 13U (05B) Rush U13 Boys BRSL","Bedford Middle School Field 1"
"CVU 2005 Red U13B U13 Boys BRSL","PYSL Hurricanes 05 Boys U13 Boys BRSL","Central VA Regional Soccer Complex Field 1"
"Danville Blast U13 Coed U13 Boys BRSL","Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","Dan Daniel Memorial Park Field 3"
"Salem Sabres U13B U13 Boys BRSL","Rockbridge United Augusta U14B U13 Boys BRSL","St John's Place Field 2"
"Rockbridge United Augusta U14B U13 Boys BRSL","Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","Jordan's Point Field 1"
"SWVA 13U (05B) Rush U13 Boys BRSL","Salem Sabres U13B U13 Boys BRSL","Radford Univ. Turf Field 1"
"Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","SWVA 13U (05B) Rush U13 Boys BRSL","Jordan's Point Field 1"
"CVU 2005 Red U13B U13 Boys BRSL","Salem Sabres U13B U13 Boys BRSL","Central VA Regional Soccer Complex Field 1"
"Danville Blast U13 Coed U13 Boys BRSL","Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","Dan Daniel Memorial Park Field 3"
"Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","PYSL Hurricanes 05 Boys U13 Boys BRSL","Jordan's Point Field 1"
"Salem Sabres U13B U13 Boys BRSL","Danville Blast U13 Coed U13 Boys BRSL","St John's Place Field 2"
"Rockbridge United Augusta U14B U13 Boys BRSL","Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","Jordan's Point Field 1"
"Rockbridge United Augusta U14B U13 Boys BRSL","PYSL Hurricanes 05 Boys U13 Boys BRSL","Jordan's Point Field 1"
"Salem Sabres U13B U13 Boys BRSL","CVU 2005 Red U13B U13 Boys BRSL","St John's Place Field 2"
"Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","Danville Blast U13 Coed U13 Boys BRSL","Bedford Middle School Field 1"
"SWVA 13U (05B) Rush U13 Boys BRSL","Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","Radford Univ. Turf Field 1"
"SWVA 13U (05B) Rush U13 Boys BRSL","Rockbridge United Augusta U14B U13 Boys BRSL","New River Community College Field 1"
"Rockbridge United Augusta U14B U13 Boys BRSL","SWVA 13U (05B) Rush U13 Boys BRSL","New River Community College Field 1"
"PYSL Hurricanes 05 Boys U13 Boys BRSL","SWVA 13U (05B) Rush U13 Boys BRSL","Smith River Sports Complex Field 5 Turf field"
"CVU 2005 Red U13B U13 Boys BRSL","Danville Blast U13 Coed U13 Boys BRSL","Central VA Regional Soccer Complex Field 1"
"Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","Rockbridge United Augusta U14B U13 Boys BRSL","Jordan's Point Field 1"
"CVU 2005 Red U13B U13 Boys BRSL","Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","Central VA Regional Soccer Complex Field 1"
"PYSL Hurricanes 05 Boys U13 Boys BRSL","Rockbridge United Augusta U14B U13 Boys BRSL","Smith River Sports Complex Field 5 Turf field"
"Smith Mountain Lake Jets 13U Boys U13 Boys BRSL","Salem Sabres U13B U13 Boys BRSL","Bedford Middle School Field 1"
"PYSL Hurricanes 05 Boys U13 Boys BRSL","Danville Blast U13 Coed U13 Boys BRSL","Smith River Sports Complex Field 1"
"Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","CVU 2005 Red U13B U13 Boys BRSL","Jordan's Point Field 1"
"Danville Blast U13 Coed U13 Boys BRSL","CVU 2005 Red U13B U13 Boys BRSL","Dan Daniel Memorial Park Field 3"
"PYSL Hurricanes 05 Boys U13 Boys BRSL","Rockbridge United 05-06 U13 Boys Nighthawks U13 Boys BRSL","Smith River Sports Complex Field 5 Turf field"
"PYSL Hurricanes 04 Boys U14 Boys BRSL","SWVA 14U (04B) Rush U14 Boys BRSL","Smith River Sports Complex Field 1"
"Roanoke Star 04/05 Boys Premier U14 Boys BRSL","Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","Countryside Sportsplex Carilion"
"SWVA 14U (04Coed) Nero U14 Boys BRSL","SWVA 14U (04B) Rush U14 Boys BRSL","Woodlawn Field 1"
"Roanoke Star 04/05 Boys Premier U14 Boys BRSL","SWVA 14U (04Coed) Nero U14 Boys BRSL","Countryside Sportsplex Carilion"
"SWVA 14U (04B) Rush U14 Boys BRSL","Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","Radford Univ. Turf Field 1"
"PYSL Hurricanes 04 Boys U14 Boys BRSL","SWVA 14U (04Coed) Nero U14 Boys BRSL","Smith River Sports Complex Field 1"
"SWVA 14U (04B) Rush U14 Boys BRSL","PYSL Hurricanes 04 Boys U14 Boys BRSL","Radford Univ. Turf Field 1"
"Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","SWVA 14U (04Coed) Nero U14 Boys BRSL","Jordan's Point Field 1"
"PYSL Hurricanes 04 Boys U14 Boys BRSL","Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","Smith River Sports Complex Field 5 Turf field"
"Roanoke Star 04/05 Boys Premier U14 Boys BRSL","SWVA 14U (04B) Rush U14 Boys BRSL","Countryside Sportsplex Carilion"
"Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","Roanoke Star 04/05 Boys Premier U14 Boys BRSL","Jordan's Point Field 1"
"SWVA 14U (04Coed) Nero U14 Boys BRSL","Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","Woodlawn Field 1"
"PYSL Hurricanes 04 Boys U14 Boys BRSL","Roanoke Star 04/05 Boys Premier U14 Boys BRSL","Smith River Sports Complex Field 5 Turf field"
"SWVA 14U (04Coed) Nero U14 Boys BRSL","Roanoke Star 04/05 Boys Premier U14 Boys BRSL","Woodlawn Field 1"
"Roanoke Star 04/05 Boys Premier U14 Boys BRSL","PYSL Hurricanes 04 Boys U14 Boys BRSL","Countryside Sportsplex McLeod"
"Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","PYSL Hurricanes 04 Boys U14 Boys BRSL","Jordan's Point Field 1"
"SWVA 14U (04Coed) Nero U14 Boys BRSL","PYSL Hurricanes 04 Boys U14 Boys BRSL","Woodlawn Field 1"
"SWVA 14U (04B) Rush U14 Boys BRSL","Roanoke Star 04/05 Boys Premier U14 Boys BRSL","New River Community College Field 1"
"Rockbridge United 03-04 Falcons U15 Coed U14 Boys BRSL","SWVA 14U (04B) Rush U14 Boys BRSL","Jordan's Point Field 1"
"SWVA 14U (04B) Rush U14 Boys BRSL","SWVA 14U (04Coed) Nero U14 Boys BRSL","Radford Univ. Turf Field 1"
"Botetourt Star 03 Boys Premier U15 Boys BRSL","CSC 15U 03B U15 Boys BRSL","Greenfield Field 1"
"Salem Sabres U15B U15 Boys BRSL","SWVA 15U (03B) Rush U15 Boys BRSL","St John's Place Field 2"
"FC Star 03 Boys U15 Boys BRSL","Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Countryside Sportsplex McLeod"
"Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","SWVA 15U (03B) Nero U15 Boys BRSL","Bedford Middle School Field 1"
"Danville Blast U15 Boys U15 Boys BRSL","VAFC Xpress 02B Black U15 Boys BRSL","Dan Daniel Memorial Park Field 3"
"Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","Countryside Sportsplex McLeod"
"SWVA 15U (03B) Nero U15 Boys BRSL","VAFC Xpress 02B Black U15 Boys BRSL","Radford Univ. Turf Field 1"
"Botetourt Star 03 Boys Premier U15 Boys BRSL","Danville Blast U15 Boys U15 Boys BRSL","Greenfield Field 2"
"Salem Sabres U15B U15 Boys BRSL","Botetourt Star 03 Boys Premier U15 Boys BRSL","St John's Place Field 2"
"SWVA 15U (03B) Rush U15 Boys BRSL","FC Star 03 Boys U15 Boys BRSL","Radford Univ. Turf Field 1"
"Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","SWVA 15U (03B) Rush U15 Boys BRSL","Bedford Middle School Field 1"
"SWVA 15U (03B) Nero U15 Boys BRSL","CSC 15U 03B U15 Boys BRSL","New River Community College Field 1"
"Danville Blast U15 Boys U15 Boys BRSL","Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Dan Daniel Memorial Park Field 1"
"VAFC Xpress 02B Black U15 Boys BRSL","Salem Sabres U15B U15 Boys BRSL","Vinyard East Field 5"
"Danville Blast U15 Boys U15 Boys BRSL","Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","Dan Daniel Memorial Park Field 1"
"CSC 15U 03B U15 Boys BRSL","FC Star 03 Boys U15 Boys BRSL","Old Christiansburg Middle School Field 1"
"Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","Botetourt Star 03 Boys Premier U15 Boys BRSL","Bedford Middle School Field 1"
"Salem Sabres U15B U15 Boys BRSL","SWVA 15U (03B) Nero U15 Boys BRSL","St John's Place Field 2"
"VAFC Xpress 02B Black U15 Boys BRSL","CSC 15U 03B U15 Boys BRSL","Vinyard East Field 3"
"Danville Blast U15 Boys U15 Boys BRSL","SWVA 15U (03B) Nero U15 Boys BRSL","Dan Daniel Memorial Park Field 1"
"Roanoke Star 03/04 Boys Premier U15 Boys BRSL","VAFC Xpress 02B Black U15 Boys BRSL","Countryside Sportsplex McLeod"
"CSC 15U 03B U15 Boys BRSL","Salem Sabres U15B U15 Boys BRSL","Old Christiansburg Middle School Field 1"
"Salem Sabres U15B U15 Boys BRSL","Danville Blast U15 Boys U15 Boys BRSL","St John's Place Field 2"
"VAFC Xpress 02B Black U15 Boys BRSL","FC Star 03 Boys U15 Boys BRSL","Vinyard East Field 5"
"SWVA 15U (03B) Nero U15 Boys BRSL","SWVA 15U (03B) Rush U15 Boys BRSL","New River Community College Field 1"
"Botetourt Star 03 Boys Premier U15 Boys BRSL","Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Greenfield Field 1"
"FC Star 03 Boys U15 Boys BRSL","SWVA 15U (03B) Nero U15 Boys BRSL","Countryside II Field 6"
"Botetourt Star 03 Boys Premier U15 Boys BRSL","SWVA 15U (03B) Rush U15 Boys BRSL","Greenfield Field 1"
"Salem Sabres U15B U15 Boys BRSL","Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","St John's Place Field 2"
"CSC 15U 03B U15 Boys BRSL","Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Old Christiansburg Middle School Field 1"
"SWVA 15U (03B) Nero U15 Boys BRSL","Botetourt Star 03 Boys Premier U15 Boys BRSL","New River Community College Field 1"
"FC Star 03 Boys U15 Boys BRSL","Danville Blast U15 Boys U15 Boys BRSL","Countryside II Field 6"
"SWVA 15U (03B) Rush U15 Boys BRSL","Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Radford Univ. Turf Field 1"
"CSC 15U 03B U15 Boys BRSL","SWVA 15U (03B) Rush U15 Boys BRSL","Old Christiansburg Middle School Field 1"
"Roanoke Star 03/04 Boys Premier U15 Boys BRSL","Salem Sabres U15B U15 Boys BRSL","Countryside Sportsplex Carilion"
"VAFC Xpress 02B Black U15 Boys BRSL","Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","Vinyard East Field 5"
"Botetourt Star 03 Boys Premier U15 Boys BRSL","FC Star 03 Boys U15 Boys BRSL","Greenfield Field 9"
"SWVA 15U (03B) Rush U15 Boys BRSL","Danville Blast U15 Boys U15 Boys BRSL","Radford Univ. Turf Field 1"
"FC Star 03 Boys U15 Boys BRSL","Salem Sabres U15B U15 Boys BRSL","Countryside Sportsplex Site 2 Fiield 5"
"VAFC Xpress 02B Black U15 Boys BRSL","Botetourt Star 03 Boys Premier U15 Boys BRSL","Merriman Field 1"
"Roanoke Star 03/04 Boys Premier U15 Boys BRSL","SWVA 15U (03B) Nero U15 Boys BRSL","Countryside Sportsplex Carilion"
"CSC 15U 03B U15 Boys BRSL","Danville Blast U15 Boys U15 Boys BRSL","Old Christiansburg Middle School Field 1"
"SWVA 15U (03B) Rush U15 Boys BRSL","VAFC Xpress 02B Black U15 Boys BRSL","New River Community College Field 1"
"FC Star 03 Boys U15 Boys BRSL","Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","Countryside Sportsplex Carilion"
"Smith Mountain Lake Jets 15U Boys U15 Boys BRSL","CSC 15U 03B U15 Boys BRSL","Bedford Elementary Field 1"
"PYSL Hurricanes 02 Boys U16 Boys BRSL","Roanoke Star 02/03 Boys Premier U16 Boys BRSL","Smith River Sports Complex Field 1"
"Smith Mountain Lake Jets 17UB U16 Boys BRSL","Roanoke Star 02/03 Boys Premier U16 Boys BRSL","Bedford Middle School Field 1"
"New River United O3 U15B White U16 Boys BRSL","PYSL Hurricanes 02 Boys U16 Boys BRSL","Kipps Elementary Field 1"
"Roanoke Star 02/03 Boys Premier U16 Boys BRSL","PYSL Hurricanes 02 Boys U16 Boys BRSL","Countryside Sportsplex McLeod"
"Danville Blast U16 Boys U16 Boys BRSL","Smith Mountain Lake Jets 17UB U16 Boys BRSL","Dan Daniel Memorial Park Field 1"
"Smith Mountain Lake Jets 17UB U16 Boys BRSL","PYSL Hurricanes 02 Boys U16 Boys BRSL","Bedford Middle School Field 1"
"Danville Blast U16 Boys U16 Boys BRSL","Roanoke Star 02/03 Boys Premier U16 Boys BRSL","Dan Daniel Memorial Park Field 1"
"PYSL Hurricanes 02 Boys U16 Boys BRSL","New River United O3 U15B White U16 Boys BRSL","Smith River Sports Complex Field 5 Turf field"
"Roanoke Star 02/03 Boys Premier U16 Boys BRSL","Smith Mountain Lake Jets 17UB U16 Boys BRSL","Countryside Sportsplex McLeod"
"Roanoke Star 02/03 Boys Premier U16 Boys BRSL","Danville Blast U16 Boys U16 Boys BRSL","Countryside Sportsplex McLeod"
"New River United O3 U15B White U16 Boys BRSL","Smith Mountain Lake Jets 17UB U16 Boys BRSL","Va Tech Rec Sports Turf (VTRST) Field 4"
"Danville Blast U16 Boys U16 Boys BRSL","New River United O3 U15B White U16 Boys BRSL","Dan Daniel Memorial Park Field 1"
"Smith Mountain Lake Jets 17UB U16 Boys BRSL","Danville Blast U16 Boys U16 Boys BRSL","Bedford Middle School Field 1"
"Roanoke Star 02/03 Boys Premier U16 Boys BRSL","New River United O3 U15B White U16 Boys BRSL","Countryside Sportsplex Carilion"
"PYSL Hurricanes 02 Boys U16 Boys BRSL","Smith Mountain Lake Jets 17UB U16 Boys BRSL","Smith River Sports Complex Field 1"
"New River United O3 U15B White U16 Boys BRSL","Danville Blast U16 Boys U16 Boys BRSL","Kipps Elementary Field 1"
"New River United O3 U15B White U16 Boys BRSL","Roanoke Star 02/03 Boys Premier U16 Boys BRSL","Va Tech Rec Sports Turf (VTRST) Field 4"
"PYSL Hurricanes 02 Boys U16 Boys BRSL","Danville Blast U16 Boys U16 Boys BRSL","Smith River Sports Complex Field 1"
"Smith Mountain Lake Jets 17UB U16 Boys BRSL","New River United O3 U15B White U16 Boys BRSL","Bedford Elementary Field 1"
"Danville Blast U16 Boys U16 Boys BRSL","PYSL Hurricanes 02 Boys U16 Boys BRSL","Dan Daniel Memorial Park Field 1"
"CSC 19U 99B U19 Boys BRSL","Rockbridge United 99-02 Condors U19 Boys U19 Boys BRSL","Old Christiansburg Middle School Field 1"
"Danville Blast U19 Boys U19 Boys BRSL","Roanoke Star 99/00 Boys Premier U19 Boys BRSL","Dan Daniel Memorial Park Field 1"
"Rockbridge United 99-02 Condors U19 Boys U19 Boys BRSL","Roanoke Star 99/00 Boys Premier U19 Boys BRSL","Jordan's Point Field 1"
"Danville Blast U19 Boys U19 Boys BRSL","Smith Mountain Lake Jets 18U Boys U19 Boys BRSL","Dan Daniel Memorial Park Field 1"
"CSC 19U 99B U19 Boys BRSL","Smith Mountain Lake Jets 18U Boys U19 Boys BRSL","Old Christiansburg Middle School Field 1"
"Danville Blast U19 Boys U19 Boys BRSL","Rockbridge United 99-02 Condors U19 Boys U19 Boys BRSL","Dan Daniel Memorial Park Field 3"
"Roanoke Star 99/00 Boys Premier U19 Boys BRSL","Smith Mountain Lake Jets 18U Boys U19 Boys BRSL","Countryside Sportsplex Carilion"
"CSC 19U 99B U19 Boys BRSL","Danville Blast U19 Boys U19 Boys BRSL","Old Christiansburg Middle School Field 1"
"Rockbridge United 99-02 Condors U19 Boys U19 Boys BRSL","CSC 19U 99B U19 Boys BRSL","Jordan's Point Field 1"
"CSC 19U 99B U19 Boys BRSL","Roanoke Star 99/00 Boys Premier U19 Boys BRSL","Old Christiansburg Middle School Field 1"
"Smith Mountain Lake Jets 18U Boys U19 Boys BRSL","Danville Blast U19 Boys U19 Boys BRSL","Bedford Middle School Field 1"
"Roanoke Star 99/00 Boys Premier U19 Boys BRSL","Rockbridge United 99-02 Condors U19 Boys U19 Boys BRSL","Countryside Sportsplex Carilion"
